,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_21_FastText_historicalVAD.tsv,0.7988,0.0,0.5666,0.0002,0.6016,0.0001,0.6557
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_22_FastText_historicalVAD.tsv,0.8153,0.0,0.598,0.0001,0.6414,0.0,0.6849
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_23_FastText_historicalVAD.tsv,0.767,0.0,0.6086,0.0001,0.6054,0.0001,0.6603
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_24_FastText_historicalVAD.tsv,0.7916,0.0,0.5739,0.0002,0.5806,0.0001,0.6487
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_25_FastText_historicalVAD.tsv,0.7338,0.0,0.5514,0.0003,0.568,0.0002,0.6177
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_26_FastText_historicalVAD.tsv,0.7714,0.0,0.6468,0.0,0.6178,0.0,0.6786
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_27_FastText_historicalVAD.tsv,0.8202,0.0,0.606,0.0001,0.5945,0.0001,0.6735
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_28_FastText_historicalVAD.tsv,0.767,0.0,0.6367,0.0,0.583,0.0001,0.6622
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_29_FastText_historicalVAD.tsv,0.7881,0.0,0.5907,0.0001,0.6059,0.0001,0.6616
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_2_FastText_historicalVAD.tsv,0.7323,0.0,0.6189,0.0,0.5195,0.0008,0.6236
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_30_FastText_historicalVAD.tsv,0.7902,0.0,0.6142,0.0,0.5778,0.0001,0.6607
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_31_FastText_historicalVAD.tsv,0.7113,0.0,0.4693,0.003,0.5443,0.0004,0.5749
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_32_FastText_historicalVAD.tsv,0.7857,0.0,0.5219,0.0008,0.6533,0.0,0.6536
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_33_FastText_historicalVAD.tsv,0.7489,0.0,0.6179,0.0,0.5583,0.0003,0.6417
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_34_FastText_historicalVAD.tsv,0.782,0.0,0.4784,0.0024,0.6274,0.0,0.6293
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_35_FastText_historicalVAD.tsv,0.7469,0.0,0.5761,0.0002,0.5676,0.0002,0.6302
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_36_FastText_historicalVAD.tsv,0.762,0.0,0.5723,0.0002,0.5081,0.0011,0.6141
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_37_FastText_historicalVAD.tsv,0.7324,0.0,0.5671,0.0002,0.5535,0.0003,0.6177
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_38_FastText_historicalVAD.tsv,0.7834,0.0,0.6287,0.0,0.5627,0.0002,0.6583
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_39_FastText_historicalVAD.tsv,0.7669,0.0,0.6584,0.0,0.584,0.0001,0.6698
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_3_FastText_historicalVAD.tsv,0.7624,0.0,0.5754,0.0002,0.5932,0.0001,0.6437
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_40_FastText_historicalVAD.tsv,0.7218,0.0,0.523,0.0008,0.5102,0.0011,0.585
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_41_FastText_historicalVAD.tsv,0.7656,0.0,0.6339,0.0,0.5619,0.0002,0.6538
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_42_FastText_historicalVAD.tsv,0.786,0.0,0.5965,0.0001,0.6743,0.0,0.6856
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_43_FastText_historicalVAD.tsv,0.7817,0.0,0.5699,0.0002,0.5426,0.0004,0.6314
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_44_FastText_historicalVAD.tsv,0.7771,0.0,0.5421,0.0004,0.608,0.0001,0.6424
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_45_FastText_historicalVAD.tsv,0.7745,0.0,0.5417,0.0004,0.6376,0.0,0.6513
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_46_FastText_historicalVAD.tsv,0.8053,0.0,0.6473,0.0,0.66,0.0,0.7042
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_47_FastText_historicalVAD.tsv,0.7803,0.0,0.5581,0.0003,0.6145,0.0,0.651
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_48_FastText_historicalVAD.tsv,0.7999,0.0,0.567,0.0002,0.573,0.0002,0.6466
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_49_FastText_historicalVAD.tsv,0.7603,0.0,0.5205,0.0008,0.5636,0.0002,0.6148
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_4_FastText_historicalVAD.tsv,0.7818,0.0,0.5379,0.0005,0.5806,0.0001,0.6334
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_50_FastText_historicalVAD.tsv,0.7938,0.0,0.5415,0.0004,0.6749,0.0,0.6701
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_5_FastText_historicalVAD.tsv,0.7451,0.0,0.5413,0.0004,0.5239,0.0007,0.6034
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_6_FastText_historicalVAD.tsv,0.717,0.0,0.6048,0.0001,0.542,0.0004,0.6213
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_7_FastText_historicalVAD.tsv,0.6771,0.0,0.5603,0.0003,0.4679,0.0031,0.5684
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_8_FastText_historicalVAD.tsv,0.7411,0.0,0.5326,0.0006,0.4933,0.0016,0.589
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_9_FastText_historicalVAD.tsv,0.7326,0.0,0.5854,0.0001,0.5192,0.0008,0.6124
Mean,0.7651719999999999,0.0,0.574768,0.00032400000000000007,0.580314,0.00037400000000000004,0.64008
