,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_34_SGNS_historicalVAD.tsv,0.8917,0.0,0.5689,0.0002,0.7608,0.0,0.7405
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_35_SGNS_historicalVAD.tsv,0.8866,0.0,0.5271,0.0007,0.7959,0.0,0.7365
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_36_SGNS_historicalVAD.tsv,0.8561,0.0,0.477,0.0025,0.7635,0.0,0.6989
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_37_SGNS_historicalVAD.tsv,0.8892,0.0,0.562,0.0002,0.7411,0.0,0.7308
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_38_SGNS_historicalVAD.tsv,0.8869,0.0,0.5229,0.0008,0.7672,0.0,0.7257
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_39_SGNS_historicalVAD.tsv,0.8752,0.0,0.5168,0.0009,0.7663,0.0,0.7194
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_3_SGNS_historicalVAD.tsv,0.8795,0.0,0.5859,0.0001,0.7552,0.0,0.7402
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_40_SGNS_historicalVAD.tsv,0.8678,0.0,0.499,0.0014,0.7491,0.0,0.7053
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_41_SGNS_historicalVAD.tsv,0.8645,0.0,0.536,0.0005,0.767,0.0,0.7225
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_42_SGNS_historicalVAD.tsv,0.83,0.0,0.5011,0.0014,0.7423,0.0,0.6912
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_43_SGNS_historicalVAD.tsv,0.8663,0.0,0.5229,0.0008,0.7912,0.0,0.7268
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_44_SGNS_historicalVAD.tsv,0.878,0.0,0.5759,0.0002,0.7673,0.0,0.7404
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_45_SGNS_historicalVAD.tsv,0.8696,0.0,0.5448,0.0004,0.773,0.0,0.7291
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_46_SGNS_historicalVAD.tsv,0.8606,0.0,0.5533,0.0003,0.7743,0.0,0.7294
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_47_SGNS_historicalVAD.tsv,0.8879,0.0,0.52,0.0008,0.7861,0.0,0.7313
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_48_SGNS_historicalVAD.tsv,0.8515,0.0,0.5668,0.0002,0.7316,0.0,0.7166
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_49_SGNS_historicalVAD.tsv,0.8884,0.0,0.5892,0.0001,0.7721,0.0,0.7499
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_4_SGNS_historicalVAD.tsv,0.8777,0.0,0.5197,0.0008,0.7899,0.0,0.7291
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_50_SGNS_historicalVAD.tsv,0.8752,0.0,0.5051,0.0012,0.7801,0.0,0.7201
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_5_SGNS_historicalVAD.tsv,0.8809,0.0,0.4086,0.0109,0.7427,0.0,0.6774
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_6_SGNS_historicalVAD.tsv,0.8958,0.0,0.5671,0.0002,0.7676,0.0,0.7435
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_7_SGNS_historicalVAD.tsv,0.8616,0.0,0.5353,0.0005,0.7469,0.0,0.7146
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_8_SGNS_historicalVAD.tsv,0.8782,0.0,0.421,0.0085,0.7868,0.0,0.6953
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_9_SGNS_historicalVAD.tsv,0.8731,0.0,0.5496,0.0004,0.7756,0.0,0.7328
Mean,0.875228,0.0,0.516066,0.0015680000000000002,0.7621359999999998,0.0,0.7178100000000001
