,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_10_FastText_historicalVAD.tsv,0.6938,0.0,0.6922,0.0,0.484,0.0021,0.6233
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_11_FastText_historicalVAD.tsv,0.6988,0.0,0.4023,0.0123,0.6236,0.0,0.5749
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_12_FastText_historicalVAD.tsv,0.6686,0.0,0.5934,0.0001,0.4211,0.0085,0.5611
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_13_FastText_historicalVAD.tsv,0.6045,0.0001,0.4868,0.0019,0.4494,0.0047,0.5135
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_14_FastText_historicalVAD.tsv,0.7597,0.0,0.6429,0.0,0.56,0.0003,0.6542
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_15_FastText_historicalVAD.tsv,0.7329,0.0,0.5616,0.0002,0.4981,0.0015,0.5976
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_16_FastText_historicalVAD.tsv,0.7249,0.0,0.5981,0.0001,0.5287,0.0006,0.6172
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_17_FastText_historicalVAD.tsv,0.7151,0.0,0.5856,0.0001,0.5278,0.0007,0.6095
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_18_FastText_historicalVAD.tsv,0.7631,0.0,0.4945,0.0016,0.6187,0.0,0.6254
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_19_FastText_historicalVAD.tsv,0.7968,0.0,0.6686,0.0,0.5944,0.0001,0.6866
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_1_FastText_historicalVAD.tsv,0.7926,0.0,0.5625,0.0002,0.5918,0.0001,0.649
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_20_FastText_historicalVAD.tsv,0.7749,0.0,0.622,0.0,0.6228,0.0,0.6733
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_21_FastText_historicalVAD.tsv,0.742,0.0,0.4826,0.0022,0.6075,0.0001,0.6107
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_22_FastText_historicalVAD.tsv,0.7602,0.0,0.6406,0.0,0.5917,0.0001,0.6642
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_23_FastText_historicalVAD.tsv,0.7193,0.0,0.5381,0.0005,0.5296,0.0006,0.5956
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_24_FastText_historicalVAD.tsv,0.7909,0.0,0.5406,0.0005,0.5859,0.0001,0.6391
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_25_FastText_historicalVAD.tsv,0.8007,0.0,0.5345,0.0005,0.6491,0.0,0.6614
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_26_FastText_historicalVAD.tsv,0.7558,0.0,0.4895,0.0018,0.6088,0.0,0.6181
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_27_FastText_historicalVAD.tsv,0.748,0.0,0.5447,0.0004,0.6089,0.0,0.6338
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_28_FastText_historicalVAD.tsv,0.7086,0.0,0.5476,0.0004,0.5665,0.0002,0.6076
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_29_FastText_historicalVAD.tsv,0.7754,0.0,0.6133,0.0,0.6595,0.0,0.6828
