,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_2_FastText_historicalVAD.tsv,0.7153,0.0,0.5392,0.0005,0.4861,0.002,0.5802
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_30_FastText_historicalVAD.tsv,0.7836,0.0,0.7026,0.0,0.6356,0.0,0.7072
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_31_FastText_historicalVAD.tsv,0.7479,0.0,0.5462,0.0004,0.4383,0.0059,0.5775
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_32_FastText_historicalVAD.tsv,0.727,0.0,0.5779,0.0001,0.5732,0.0002,0.626
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_33_FastText_historicalVAD.tsv,0.7436,0.0,0.4415,0.0055,0.5314,0.0006,0.5722
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_34_FastText_historicalVAD.tsv,0.7444,0.0,0.5099,0.0011,0.5851,0.0001,0.6132
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_35_FastText_historicalVAD.tsv,0.7086,0.0,0.5211,0.0008,0.4209,0.0085,0.5502
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_36_FastText_historicalVAD.tsv,0.7441,0.0,0.5629,0.0002,0.5224,0.0008,0.6098
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_37_FastText_historicalVAD.tsv,0.7308,0.0,0.5567,0.0003,0.5722,0.0002,0.6199
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_38_FastText_historicalVAD.tsv,0.7298,0.0,0.5678,0.0002,0.5851,0.0001,0.6276
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_39_FastText_historicalVAD.tsv,0.7794,0.0,0.5368,0.0005,0.616,0.0,0.6441
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_3_FastText_historicalVAD.tsv,0.7658,0.0,0.5501,0.0003,0.5011,0.0014,0.6056
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_40_FastText_historicalVAD.tsv,0.7463,0.0,0.6891,0.0,0.6673,0.0,0.7009
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_41_FastText_historicalVAD.tsv,0.7617,0.0,0.4263,0.0076,0.6347,0.0,0.6076
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_42_FastText_historicalVAD.tsv,0.7658,0.0,0.6046,0.0001,0.5503,0.0003,0.6403
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_43_FastText_historicalVAD.tsv,0.782,0.0,0.5706,0.0002,0.6167,0.0,0.6564
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_44_FastText_historicalVAD.tsv,0.8003,0.0,0.5749,0.0002,0.6615,0.0,0.6789
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_45_FastText_historicalVAD.tsv,0.7108,0.0,0.5856,0.0001,0.5218,0.0008,0.6061
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_46_FastText_historicalVAD.tsv,0.7709,0.0,0.6324,0.0,0.5659,0.0002,0.6564
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_47_FastText_historicalVAD.tsv,0.7187,0.0,0.5506,0.0003,0.5886,0.0001,0.6193
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_48_FastText_historicalVAD.tsv,0.7508,0.0,0.5326,0.0006,0.5468,0.0004,0.6101
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_49_FastText_historicalVAD.tsv,0.7914,0.0,0.781,0.0,0.5867,0.0001,0.7197
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_4_FastText_historicalVAD.tsv,0.7991,0.0,0.5047,0.0012,0.5964,0.0001,0.6334
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_50_FastText_historicalVAD.tsv,0.753,0.0,0.4968,0.0015,0.5812,0.0001,0.6103
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_5_FastText_historicalVAD.tsv,0.715,0.0,0.4801,0.0023,0.5154,0.0009,0.5701
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_6_FastText_historicalVAD.tsv,0.818,0.0,0.5556,0.0003,0.6058,0.0001,0.6598
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_7_FastText_historicalVAD.tsv,0.7801,0.0,0.541,0.0005,0.6154,0.0,0.6455
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_8_FastText_historicalVAD.tsv,0.7349,0.0,0.5963,0.0001,0.6133,0.0,0.6482
HistoricalVAD\FastText_kNN\Warriner3000\Warriner_3000_9_FastText_historicalVAD.tsv,0.7532,0.0,0.5169,0.0009,0.5467,0.0004,0.6056
Mean,0.7479779999999999,2e-06,0.5618759999999999,0.0009720000000000001,0.568196,0.00086,0.6260199999999999
