,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_10_SGNS_historicalVAD.tsv,0.8882,0.0,0.6348,0.0,0.7177,0.0,0.7469
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_11_SGNS_historicalVAD.tsv,0.8902,0.0,0.6628,0.0,0.7255,0.0,0.7595
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_12_SGNS_historicalVAD.tsv,0.8731,0.0,0.6351,0.0,0.7247,0.0,0.7443
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_13_SGNS_historicalVAD.tsv,0.8917,0.0,0.6521,0.0,0.755,0.0,0.7663
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_14_SGNS_historicalVAD.tsv,0.893,0.0,0.6539,0.0,0.7488,0.0,0.7652
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_15_SGNS_historicalVAD.tsv,0.8877,0.0,0.6624,0.0,0.7589,0.0,0.7697
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_16_SGNS_historicalVAD.tsv,0.8916,0.0,0.6376,0.0,0.7482,0.0,0.7591
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_17_SGNS_historicalVAD.tsv,0.887,0.0,0.6476,0.0,0.7519,0.0,0.7622
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_18_SGNS_historicalVAD.tsv,0.8904,0.0,0.6357,0.0,0.7598,0.0,0.762
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_19_SGNS_historicalVAD.tsv,0.8817,0.0,0.6546,0.0,0.773,0.0,0.7698
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_1_SGNS_historicalVAD.tsv,0.8866,0.0,0.6458,0.0,0.7395,0.0,0.7573
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_20_SGNS_historicalVAD.tsv,0.8955,0.0,0.6606,0.0,0.748,0.0,0.768
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_21_SGNS_historicalVAD.tsv,0.8836,0.0,0.6323,0.0,0.7322,0.0,0.7494
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_22_SGNS_historicalVAD.tsv,0.8898,0.0,0.624,0.0,0.7329,0.0,0.7489
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_23_SGNS_historicalVAD.tsv,0.8875,0.0,0.6556,0.0,0.7317,0.0,0.7583
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_24_SGNS_historicalVAD.tsv,0.8868,0.0,0.6393,0.0,0.7137,0.0,0.7466
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_25_SGNS_historicalVAD.tsv,0.8942,0.0,0.667,0.0,0.7534,0.0,0.7715
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_26_SGNS_historicalVAD.tsv,0.8881,0.0,0.6675,0.0,0.7463,0.0,0.7673
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_27_SGNS_historicalVAD.tsv,0.8897,0.0,0.6542,0.0,0.7312,0.0,0.7584
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_28_SGNS_historicalVAD.tsv,0.8859,0.0,0.6602,0.0,0.7302,0.0,0.7588
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_29_SGNS_historicalVAD.tsv,0.8885,0.0,0.6385,0.0,0.7208,0.0,0.7493
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_2_SGNS_historicalVAD.tsv,0.8887,0.0,0.6355,0.0,0.7414,0.0,0.7552
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_30_SGNS_historicalVAD.tsv,0.8798,0.0,0.6719,0.0,0.7205,0.0,0.7574
HistoricalVAD\SGNS_LinearRegression\NRC_VAD7000\NRC_VAD_7000_31_SGNS_historicalVAD.tsv,0.884,0.0,0.6289,0.0,0.7354,0.0,0.7495
