,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_33_SGNS_historicalVAD.tsv,0.8718,0.0,0.5876,0.0001,0.7834,0.0,0.7476
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_34_SGNS_historicalVAD.tsv,0.8647,0.0,0.5517,0.0003,0.7734,0.0,0.7299
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_35_SGNS_historicalVAD.tsv,0.8639,0.0,0.5798,0.0001,0.7714,0.0,0.7384
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_36_SGNS_historicalVAD.tsv,0.8636,0.0,0.5686,0.0002,0.7857,0.0,0.7393
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_37_SGNS_historicalVAD.tsv,0.884,0.0,0.584,0.0001,0.7994,0.0,0.7558
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_38_SGNS_historicalVAD.tsv,0.8731,0.0,0.5307,0.0006,0.7484,0.0,0.7174
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_39_SGNS_historicalVAD.tsv,0.8782,0.0,0.5307,0.0006,0.7743,0.0,0.7277
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_3_SGNS_historicalVAD.tsv,0.864,0.0,0.5363,0.0005,0.7865,0.0,0.729
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_40_SGNS_historicalVAD.tsv,0.8561,0.0,0.5271,0.0007,0.7648,0.0,0.716
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_41_SGNS_historicalVAD.tsv,0.8551,0.0,0.5569,0.0003,0.77,0.0,0.7273
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_42_SGNS_historicalVAD.tsv,0.881,0.0,0.5041,0.0012,0.7482,0.0,0.7111
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_43_SGNS_historicalVAD.tsv,0.8859,0.0,0.5781,0.0001,0.7712,0.0,0.7451
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_44_SGNS_historicalVAD.tsv,0.8977,0.0,0.5248,0.0007,0.8193,0.0,0.7473
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_45_SGNS_historicalVAD.tsv,0.8752,0.0,0.5791,0.0001,0.7683,0.0,0.7409
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_46_SGNS_historicalVAD.tsv,0.8888,0.0,0.5677,0.0002,0.7779,0.0,0.7448
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_47_SGNS_historicalVAD.tsv,0.8758,0.0,0.5181,0.0009,0.7735,0.0,0.7225
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_48_SGNS_historicalVAD.tsv,0.8851,0.0,0.5607,0.0003,0.7853,0.0,0.7437
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_49_SGNS_historicalVAD.tsv,0.8755,0.0,0.4468,0.0049,0.7657,0.0,0.696
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_4_SGNS_historicalVAD.tsv,0.8756,0.0,0.5362,0.0005,0.7527,0.0,0.7215
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_50_SGNS_historicalVAD.tsv,0.889,0.0,0.5512,0.0003,0.802,0.0,0.7474
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_5_SGNS_historicalVAD.tsv,0.8908,0.0,0.5288,0.0006,0.792,0.0,0.7372
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_6_SGNS_historicalVAD.tsv,0.8773,0.0,0.5084,0.0011,0.7785,0.0,0.7214
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_7_SGNS_historicalVAD.tsv,0.876,0.0,0.5632,0.0002,0.7584,0.0,0.7325
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_8_SGNS_historicalVAD.tsv,0.8673,0.0,0.516,0.0009,0.7602,0.0,0.7145
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_9_SGNS_historicalVAD.tsv,0.8673,0.0,0.5346,0.0005,0.7701,0.0,0.724
Mean,0.877886,0.0,0.539074,0.000654,0.7750719999999999,0.0,0.73068
