,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_10_SGNS_historicalVAD.tsv,0.8841,0.0,0.5561,0.0003,0.7798,0.0,0.74
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_11_SGNS_historicalVAD.tsv,0.8816,0.0,0.5322,0.0006,0.756,0.0,0.7233
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_12_SGNS_historicalVAD.tsv,0.889,0.0,0.4946,0.0016,0.7952,0.0,0.7263
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_13_SGNS_historicalVAD.tsv,0.8849,0.0,0.5504,0.0003,0.7531,0.0,0.7294
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_14_SGNS_historicalVAD.tsv,0.8773,0.0,0.5744,0.0002,0.7592,0.0,0.737
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_15_SGNS_historicalVAD.tsv,0.8721,0.0,0.5254,0.0007,0.7598,0.0,0.7191
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_16_SGNS_historicalVAD.tsv,0.8801,0.0,0.5952,0.0001,0.7938,0.0,0.7564
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_17_SGNS_historicalVAD.tsv,0.8757,0.0,0.5228,0.0008,0.7625,0.0,0.7203
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_18_SGNS_historicalVAD.tsv,0.8863,0.0,0.5203,0.0008,0.7862,0.0,0.7309
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_19_SGNS_historicalVAD.tsv,0.8649,0.0,0.5274,0.0007,0.7713,0.0,0.7212
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_1_SGNS_historicalVAD.tsv,0.8831,0.0,0.4952,0.0016,0.7744,0.0,0.7176
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_20_SGNS_historicalVAD.tsv,0.8813,0.0,0.5369,0.0005,0.7786,0.0,0.7323
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_21_SGNS_historicalVAD.tsv,0.873,0.0,0.5322,0.0006,0.771,0.0,0.7254
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_22_SGNS_historicalVAD.tsv,0.8853,0.0,0.5249,0.0007,0.7545,0.0,0.7216
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_23_SGNS_historicalVAD.tsv,0.8923,0.0,0.5277,0.0007,0.7929,0.0,0.7376
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_24_SGNS_historicalVAD.tsv,0.8841,0.0,0.5432,0.0004,0.7838,0.0,0.737
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_25_SGNS_historicalVAD.tsv,0.8675,0.0,0.4995,0.0014,0.7615,0.0,0.7095
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_26_SGNS_historicalVAD.tsv,0.8671,0.0,0.5306,0.0006,0.7754,0.0,0.7244
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_27_SGNS_historicalVAD.tsv,0.8849,0.0,0.5063,0.0012,0.812,0.0,0.7344
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_28_SGNS_historicalVAD.tsv,0.8881,0.0,0.5239,0.0007,0.7622,0.0,0.7247
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_29_SGNS_historicalVAD.tsv,0.8829,0.0,0.6129,0.0,0.7628,0.0,0.7529
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_2_SGNS_historicalVAD.tsv,0.8915,0.0,0.5227,0.0008,0.7947,0.0,0.7363
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_30_SGNS_historicalVAD.tsv,0.8736,0.0,0.5429,0.0004,0.7599,0.0,0.7255
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_31_SGNS_historicalVAD.tsv,0.8717,0.0,0.5277,0.0007,0.7643,0.0,0.7212
HistoricalVAD\SGNS_LinearRegression\Warriner4000\Warriner_4000_32_SGNS_historicalVAD.tsv,0.8891,0.0,0.5571,0.0003,0.8081,0.0,0.7514
