,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_28_SGNS_historicalVAD.tsv,0.8761,0.0,0.5454,0.0004,0.7827,0.0,0.7347
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_29_SGNS_historicalVAD.tsv,0.8805,0.0,0.5531,0.0003,0.7789,0.0,0.7375
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_2_SGNS_historicalVAD.tsv,0.8756,0.0,0.5623,0.0002,0.7817,0.0,0.7398
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_30_SGNS_historicalVAD.tsv,0.8819,0.0,0.5419,0.0004,0.7808,0.0,0.7349
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_31_SGNS_historicalVAD.tsv,0.8758,0.0,0.5569,0.0003,0.78,0.0,0.7376
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_32_SGNS_historicalVAD.tsv,0.8822,0.0,0.5601,0.0003,0.7789,0.0,0.7404
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_33_SGNS_historicalVAD.tsv,0.8821,0.0,0.5544,0.0003,0.7818,0.0,0.7394
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_34_SGNS_historicalVAD.tsv,0.8811,0.0,0.563,0.0002,0.7825,0.0,0.7422
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_35_SGNS_historicalVAD.tsv,0.8804,0.0,0.5468,0.0004,0.7745,0.0,0.7339
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_36_SGNS_historicalVAD.tsv,0.8783,0.0,0.5509,0.0003,0.7715,0.0,0.7336
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_37_SGNS_historicalVAD.tsv,0.8842,0.0,0.5562,0.0003,0.776,0.0,0.7388
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_38_SGNS_historicalVAD.tsv,0.8799,0.0,0.5482,0.0004,0.7804,0.0,0.7361
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_39_SGNS_historicalVAD.tsv,0.8846,0.0,0.5507,0.0003,0.7841,0.0,0.7398
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_3_SGNS_historicalVAD.tsv,0.8817,0.0,0.5428,0.0004,0.7756,0.0,0.7334
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_40_SGNS_historicalVAD.tsv,0.8847,0.0,0.5574,0.0003,0.7768,0.0,0.7396
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_41_SGNS_historicalVAD.tsv,0.884,0.0,0.5462,0.0004,0.7846,0.0,0.7383
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_42_SGNS_historicalVAD.tsv,0.8827,0.0,0.5395,0.0005,0.7828,0.0,0.735
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_43_SGNS_historicalVAD.tsv,0.8815,0.0,0.5507,0.0003,0.7742,0.0,0.7355
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_44_SGNS_historicalVAD.tsv,0.8819,0.0,0.5554,0.0003,0.7786,0.0,0.7386
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_45_SGNS_historicalVAD.tsv,0.8831,0.0,0.56,0.0003,0.7789,0.0,0.7407
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_46_SGNS_historicalVAD.tsv,0.8816,0.0,0.5444,0.0004,0.778,0.0,0.7347
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_47_SGNS_historicalVAD.tsv,0.8852,0.0,0.5402,0.0005,0.7869,0.0,0.7374
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_48_SGNS_historicalVAD.tsv,0.8806,0.0,0.5584,0.0003,0.78,0.0,0.7397
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_49_SGNS_historicalVAD.tsv,0.8832,0.0,0.5518,0.0003,0.7841,0.0,0.7397
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_4_SGNS_historicalVAD.tsv,0.881,0.0,0.5613,0.0002,0.78,0.0,0.7408
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_50_SGNS_historicalVAD.tsv,0.8842,0.0,0.56,0.0003,0.7719,0.0,0.7387
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_5_SGNS_historicalVAD.tsv,0.8824,0.0,0.5553,0.0003,0.7829,0.0,0.7402
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_6_SGNS_historicalVAD.tsv,0.8792,0.0,0.5668,0.0002,0.7835,0.0,0.7432
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_7_SGNS_historicalVAD.tsv,0.8799,0.0,0.558,0.0003,0.7792,0.0,0.739
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_8_SGNS_historicalVAD.tsv,0.8808,0.0,0.5464,0.0004,0.7814,0.0,0.7362
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_9_SGNS_historicalVAD.tsv,0.8831,0.0,0.5556,0.0003,0.7763,0.0,0.7383
Mean,0.8816019999999999,0.0,0.5540319999999999,0.0003179999999999999,0.7804059999999998,0.0,0.7386780000000001
