,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_10_FastText_historicalVAD.tsv,0.866,0.0,0.5081,0.0011,0.7072,0.0,0.6937
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_11_FastText_historicalVAD.tsv,0.8606,0.0,0.5291,0.0006,0.7007,0.0,0.6968
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_12_FastText_historicalVAD.tsv,0.8884,0.0,0.5116,0.001,0.7619,0.0,0.7207
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_13_FastText_historicalVAD.tsv,0.8806,0.0,0.5304,0.0006,0.7304,0.0,0.7138
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_14_FastText_historicalVAD.tsv,0.87,0.0,0.4895,0.0018,0.7253,0.0,0.6949
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_15_FastText_historicalVAD.tsv,0.8628,0.0,0.536,0.0005,0.7093,0.0,0.7027
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_16_FastText_historicalVAD.tsv,0.871,0.0,0.4969,0.0015,0.7179,0.0,0.6953
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_17_FastText_historicalVAD.tsv,0.8689,0.0,0.5167,0.0009,0.7116,0.0,0.6991
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_18_FastText_historicalVAD.tsv,0.8823,0.0,0.5472,0.0004,0.7374,0.0,0.7223
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_19_FastText_historicalVAD.tsv,0.8647,0.0,0.495,0.0016,0.7053,0.0,0.6883
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_1_FastText_historicalVAD.tsv,0.8628,0.0,0.5151,0.0009,0.6858,0.0,0.6879
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_20_FastText_historicalVAD.tsv,0.8745,0.0,0.513,0.001,0.728,0.0,0.7052
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_21_FastText_historicalVAD.tsv,0.8678,0.0,0.4996,0.0014,0.721,0.0,0.6961
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_22_FastText_historicalVAD.tsv,0.8675,0.0,0.5287,0.0006,0.7158,0.0,0.704
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_23_FastText_historicalVAD.tsv,0.8665,0.0,0.5375,0.0005,0.6974,0.0,0.7005
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_24_FastText_historicalVAD.tsv,0.8595,0.0,0.5143,0.001,0.7073,0.0,0.6937
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_25_FastText_historicalVAD.tsv,0.8718,0.0,0.5519,0.0003,0.705,0.0,0.7096
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_26_FastText_historicalVAD.tsv,0.8753,0.0,0.4487,0.0047,0.7381,0.0,0.6873
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_27_FastText_historicalVAD.tsv,0.8673,0.0,0.5281,0.0007,0.7099,0.0,0.7018
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_28_FastText_historicalVAD.tsv,0.8686,0.0,0.5181,0.0009,0.7119,0.0,0.6995
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_29_FastText_historicalVAD.tsv,0.8733,0.0,0.5327,0.0006,0.6991,0.0,0.7017
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_2_FastText_historicalVAD.tsv,0.864,0.0,0.5264,0.0007,0.7238,0.0,0.7047
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_30_FastText_historicalVAD.tsv,0.8811,0.0,0.5104,0.0011,0.7219,0.0,0.7045
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_31_FastText_historicalVAD.tsv,0.8568,0.0,0.5371,0.0005,0.722,0.0,0.7053
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_32_FastText_historicalVAD.tsv,0.865,0.0,0.511,0.001,0.6975,0.0,0.6912
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_33_FastText_historicalVAD.tsv,0.8831,0.0,0.521,0.0008,0.735,0.0,0.713
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_34_FastText_historicalVAD.tsv,0.857,0.0,0.5134,0.001,0.7049,0.0,0.6918
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_35_FastText_historicalVAD.tsv,0.8557,0.0,0.556,0.0003,0.7142,0.0,0.7086
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_36_FastText_historicalVAD.tsv,0.872,0.0,0.5244,0.0007,0.741,0.0,0.7125
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_37_FastText_historicalVAD.tsv,0.8662,0.0,0.4855,0.002,0.7393,0.0,0.697
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_38_FastText_historicalVAD.tsv,0.8757,0.0,0.5002,0.0014,0.708,0.0,0.6947
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_39_FastText_historicalVAD.tsv,0.8646,0.0,0.5009,0.0014,0.7263,0.0,0.6972
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_3_FastText_historicalVAD.tsv,0.8714,0.0,0.5235,0.0007,0.7136,0.0,0.7028
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_40_FastText_historicalVAD.tsv,0.8661,0.0,0.5385,0.0005,0.7537,0.0,0.7194
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_41_FastText_historicalVAD.tsv,0.8809,0.0,0.534,0.0006,0.7024,0.0,0.7058
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_42_FastText_historicalVAD.tsv,0.8636,0.0,0.5225,0.0008,0.7203,0.0,0.7021
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_43_FastText_historicalVAD.tsv,0.8765,0.0,0.5062,0.0012,0.7082,0.0,0.697
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_44_FastText_historicalVAD.tsv,0.8649,0.0,0.4993,0.0014,0.716,0.0,0.6934
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_45_FastText_historicalVAD.tsv,0.8623,0.0,0.5009,0.0014,0.7277,0.0,0.6969
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_46_FastText_historicalVAD.tsv,0.8595,0.0,0.528,0.0007,0.7369,0.0,0.7081
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_47_FastText_historicalVAD.tsv,0.8518,0.0,0.5216,0.0008,0.698,0.0,0.6905
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_48_FastText_historicalVAD.tsv,0.8714,0.0,0.474,0.0026,0.7319,0.0,0.6924
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_49_FastText_historicalVAD.tsv,0.878,0.0,0.5114,0.001,0.7067,0.0,0.6987
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_4_FastText_historicalVAD.tsv,0.8627,0.0,0.4761,0.0025,0.7136,0.0,0.6842
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_50_FastText_historicalVAD.tsv,0.8629,0.0,0.522,0.0008,0.7218,0.0,0.7022
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_5_FastText_historicalVAD.tsv,0.8681,0.0,0.467,0.0031,0.7071,0.0,0.6807
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_6_FastText_historicalVAD.tsv,0.8707,0.0,0.5006,0.0014,0.7522,0.0,0.7078
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_7_FastText_historicalVAD.tsv,0.8855,0.0,0.5142,0.001,0.7366,0.0,0.7121
