,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_10_FastText_historicalVAD.tsv,0.8786,0.0,0.507,0.0012,0.7064,0.0,0.6973
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_11_FastText_historicalVAD.tsv,0.8787,0.0,0.5426,0.0004,0.7462,0.0,0.7225
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_12_FastText_historicalVAD.tsv,0.8671,0.0,0.5427,0.0004,0.7185,0.0,0.7094
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_13_FastText_historicalVAD.tsv,0.8476,0.0,0.4891,0.0018,0.7003,0.0,0.679
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_14_FastText_historicalVAD.tsv,0.8663,0.0,0.5053,0.0012,0.7216,0.0,0.6977
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_15_FastText_historicalVAD.tsv,0.8718,0.0,0.5085,0.0011,0.7266,0.0,0.7023
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_16_FastText_historicalVAD.tsv,0.8697,0.0,0.5303,0.0006,0.7085,0.0,0.7028
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_17_FastText_historicalVAD.tsv,0.8635,0.0,0.4543,0.0042,0.7052,0.0,0.6743
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_18_FastText_historicalVAD.tsv,0.8594,0.0,0.5713,0.0002,0.7031,0.0,0.7113
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_19_FastText_historicalVAD.tsv,0.8648,0.0,0.49,0.0018,0.7358,0.0,0.6969
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_1_FastText_historicalVAD.tsv,0.8652,0.0,0.5414,0.0004,0.6796,0.0,0.6954
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_20_FastText_historicalVAD.tsv,0.8658,0.0,0.5233,0.0007,0.7483,0.0,0.7125
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_21_FastText_historicalVAD.tsv,0.8674,0.0,0.5191,0.0008,0.7083,0.0,0.6983
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_22_FastText_historicalVAD.tsv,0.867,0.0,0.5373,0.0005,0.7132,0.0,0.7058
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_23_FastText_historicalVAD.tsv,0.8715,0.0,0.5464,0.0004,0.7,0.0,0.7059
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_24_FastText_historicalVAD.tsv,0.8831,0.0,0.518,0.0009,0.7588,0.0,0.72
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_25_FastText_historicalVAD.tsv,0.8735,0.0,0.5012,0.0013,0.7325,0.0,0.7024
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_26_FastText_historicalVAD.tsv,0.847,0.0,0.5572,0.0003,0.696,0.0,0.7001
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_27_FastText_historicalVAD.tsv,0.8627,0.0,0.5115,0.001,0.6914,0.0,0.6885
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_28_FastText_historicalVAD.tsv,0.8496,0.0,0.5229,0.0008,0.6877,0.0,0.6867
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_29_FastText_historicalVAD.tsv,0.8729,0.0,0.5354,0.0005,0.7155,0.0,0.7079
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_2_FastText_historicalVAD.tsv,0.871,0.0,0.4975,0.0015,0.7003,0.0,0.6896
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_30_FastText_historicalVAD.tsv,0.8699,0.0,0.5083,0.0011,0.7085,0.0,0.6956
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_31_FastText_historicalVAD.tsv,0.8594,0.0,0.4635,0.0034,0.6892,0.0,0.6707
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_32_FastText_historicalVAD.tsv,0.8772,0.0,0.4775,0.0024,0.719,0.0,0.6912
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_33_FastText_historicalVAD.tsv,0.8751,0.0,0.5199,0.0008,0.6986,0.0,0.6979
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_34_FastText_historicalVAD.tsv,0.8711,0.0,0.5127,0.001,0.7233,0.0,0.7023
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_35_FastText_historicalVAD.tsv,0.8708,0.0,0.5106,0.0011,0.7187,0.0,0.7
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_36_FastText_historicalVAD.tsv,0.8738,0.0,0.4822,0.0022,0.6998,0.0,0.6853
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_37_FastText_historicalVAD.tsv,0.8703,0.0,0.4688,0.003,0.7118,0.0,0.6836
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_38_FastText_historicalVAD.tsv,0.859,0.0,0.513,0.001,0.7082,0.0,0.6934
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_39_FastText_historicalVAD.tsv,0.8658,0.0,0.5102,0.0011,0.7359,0.0,0.704
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_3_FastText_historicalVAD.tsv,0.8772,0.0,0.5643,0.0002,0.7129,0.0,0.7181
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_40_FastText_historicalVAD.tsv,0.8539,0.0,0.5023,0.0013,0.6943,0.0,0.6835
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_41_FastText_historicalVAD.tsv,0.8727,0.0,0.5331,0.0006,0.7355,0.0,0.7137
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_42_FastText_historicalVAD.tsv,0.8339,0.0,0.4672,0.0031,0.6785,0.0,0.6598
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_43_FastText_historicalVAD.tsv,0.8536,0.0,0.5573,0.0003,0.7208,0.0,0.7105
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_44_FastText_historicalVAD.tsv,0.8698,0.0,0.5292,0.0006,0.7232,0.0,0.7074
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_45_FastText_historicalVAD.tsv,0.864,0.0,0.569,0.0002,0.7285,0.0,0.7205
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_46_FastText_historicalVAD.tsv,0.8764,0.0,0.54,0.0005,0.7364,0.0,0.7176
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_47_FastText_historicalVAD.tsv,0.8643,0.0,0.5168,0.0009,0.7224,0.0,0.7012
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_48_FastText_historicalVAD.tsv,0.8776,0.0,0.5323,0.0006,0.7409,0.0,0.7169
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_49_FastText_historicalVAD.tsv,0.8735,0.0,0.5021,0.0013,0.7689,0.0,0.7148
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_4_FastText_historicalVAD.tsv,0.8763,0.0,0.5383,0.0005,0.7031,0.0,0.7059
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_50_FastText_historicalVAD.tsv,0.8732,0.0,0.5916,0.0001,0.7525,0.0,0.7391
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_5_FastText_historicalVAD.tsv,0.8674,0.0,0.4704,0.0029,0.7015,0.0,0.6798
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_6_FastText_historicalVAD.tsv,0.8689,0.0,0.4897,0.0018,0.6956,0.0,0.6847
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_7_FastText_historicalVAD.tsv,0.8764,0.0,0.4753,0.0026,0.7399,0.0,0.6972
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_8_FastText_historicalVAD.tsv,0.8752,0.0,0.5287,0.0006,0.7148,0.0,0.7062
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_9_FastText_historicalVAD.tsv,0.8531,0.0,0.5262,0.0007,0.6879,0.0,0.6891
Mean,0.8672799999999999,0.0,0.517056,0.001158,0.715488,0.0,0.6999320000000001
