,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_31_FastText_historicalVAD.tsv,0.8657,0.0,0.6709,0.0,0.7366,0.0,0.7577
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_32_FastText_historicalVAD.tsv,0.8799,0.0,0.6966,0.0,0.7535,0.0,0.7767
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_33_FastText_historicalVAD.tsv,0.8696,0.0,0.6934,0.0,0.7449,0.0,0.7693
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_34_FastText_historicalVAD.tsv,0.8749,0.0,0.666,0.0,0.7209,0.0,0.7539
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_35_FastText_historicalVAD.tsv,0.8716,0.0,0.6704,0.0,0.7197,0.0,0.7539
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_36_FastText_historicalVAD.tsv,0.8671,0.0,0.6549,0.0,0.7368,0.0,0.7529
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_37_FastText_historicalVAD.tsv,0.8707,0.0,0.6825,0.0,0.7243,0.0,0.7592
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_38_FastText_historicalVAD.tsv,0.8764,0.0,0.6746,0.0,0.7579,0.0,0.7696
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_39_FastText_historicalVAD.tsv,0.8759,0.0,0.7024,0.0,0.7397,0.0,0.7727
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_3_FastText_historicalVAD.tsv,0.8721,0.0,0.6622,0.0,0.7555,0.0,0.7633
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_40_FastText_historicalVAD.tsv,0.8654,0.0,0.6691,0.0,0.7229,0.0,0.7524
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_41_FastText_historicalVAD.tsv,0.8789,0.0,0.6878,0.0,0.761,0.0,0.7759
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_42_FastText_historicalVAD.tsv,0.8805,0.0,0.6796,0.0,0.7482,0.0,0.7695
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_43_FastText_historicalVAD.tsv,0.8598,0.0,0.6835,0.0,0.7614,0.0,0.7682
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_44_FastText_historicalVAD.tsv,0.8706,0.0,0.6597,0.0,0.7415,0.0,0.7573
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_45_FastText_historicalVAD.tsv,0.8729,0.0,0.6635,0.0,0.7476,0.0,0.7613
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_46_FastText_historicalVAD.tsv,0.8666,0.0,0.6707,0.0,0.7162,0.0,0.7512
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_47_FastText_historicalVAD.tsv,0.863,0.0,0.6808,0.0,0.7507,0.0,0.7648
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_48_FastText_historicalVAD.tsv,0.8713,0.0,0.6784,0.0,0.7478,0.0,0.7658
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_49_FastText_historicalVAD.tsv,0.8652,0.0,0.658,0.0,0.7241,0.0,0.7491
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_4_FastText_historicalVAD.tsv,0.879,0.0,0.651,0.0,0.7352,0.0,0.7551
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_50_FastText_historicalVAD.tsv,0.8729,0.0,0.6599,0.0,0.7401,0.0,0.7577
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_5_FastText_historicalVAD.tsv,0.868,0.0,0.659,0.0,0.7454,0.0,0.7575
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_6_FastText_historicalVAD.tsv,0.8652,0.0,0.7046,0.0,0.7362,0.0,0.7687
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_7_FastText_historicalVAD.tsv,0.8622,0.0,0.6707,0.0,0.7267,0.0,0.7532
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_8_FastText_historicalVAD.tsv,0.874,0.0,0.7056,0.0,0.7385,0.0,0.7727
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_9_FastText_historicalVAD.tsv,0.8777,0.0,0.6831,0.0,0.75,0.0,0.7703
Mean,0.872482,0.0,0.675344,0.0,0.740962,0.0,0.762934
