,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_10_SGNS_historicalVAD.tsv,0.8818,0.0,0.5415,0.0004,0.7767,0.0,0.7334
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_11_SGNS_historicalVAD.tsv,0.8768,0.0,0.535,0.0005,0.77,0.0,0.7272
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_12_SGNS_historicalVAD.tsv,0.8792,0.0,0.5398,0.0005,0.7923,0.0,0.7371
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_13_SGNS_historicalVAD.tsv,0.8862,0.0,0.5516,0.0003,0.7756,0.0,0.7378
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_14_SGNS_historicalVAD.tsv,0.8768,0.0,0.5391,0.0005,0.7894,0.0,0.7351
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_15_SGNS_historicalVAD.tsv,0.8786,0.0,0.5596,0.0003,0.7787,0.0,0.739
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_16_SGNS_historicalVAD.tsv,0.8806,0.0,0.5384,0.0005,0.7828,0.0,0.7339
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_17_SGNS_historicalVAD.tsv,0.8833,0.0,0.5455,0.0004,0.7803,0.0,0.7364
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_18_SGNS_historicalVAD.tsv,0.8753,0.0,0.556,0.0003,0.7783,0.0,0.7365
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_19_SGNS_historicalVAD.tsv,0.8808,0.0,0.5591,0.0003,0.7822,0.0,0.7407
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_1_SGNS_historicalVAD.tsv,0.8822,0.0,0.5541,0.0003,0.7801,0.0,0.7388
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_20_SGNS_historicalVAD.tsv,0.8635,0.0,0.5735,0.0002,0.7809,0.0,0.7393
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_21_SGNS_historicalVAD.tsv,0.8784,0.0,0.5711,0.0002,0.7737,0.0,0.7411
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_22_SGNS_historicalVAD.tsv,0.8825,0.0,0.5501,0.0003,0.7693,0.0,0.734
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_23_SGNS_historicalVAD.tsv,0.8751,0.0,0.534,0.0006,0.7752,0.0,0.7281
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_24_SGNS_historicalVAD.tsv,0.872,0.0,0.5342,0.0006,0.7694,0.0,0.7252
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_25_SGNS_historicalVAD.tsv,0.8744,0.0,0.5698,0.0002,0.7842,0.0,0.7428
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_26_SGNS_historicalVAD.tsv,0.8811,0.0,0.55,0.0003,0.7931,0.0,0.7414
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_27_SGNS_historicalVAD.tsv,0.8852,0.0,0.5582,0.0003,0.775,0.0,0.7395
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_28_SGNS_historicalVAD.tsv,0.8761,0.0,0.5495,0.0004,0.7581,0.0,0.7279
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_29_SGNS_historicalVAD.tsv,0.8846,0.0,0.5525,0.0003,0.7712,0.0,0.7361
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_2_SGNS_historicalVAD.tsv,0.8841,0.0,0.5376,0.0005,0.7793,0.0,0.7337
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_30_SGNS_historicalVAD.tsv,0.8692,0.0,0.5699,0.0002,0.7767,0.0,0.7386
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_31_SGNS_historicalVAD.tsv,0.8797,0.0,0.5433,0.0004,0.7867,0.0,0.7366
