,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_32_SGNS_historicalVAD.tsv,0.8816,0.0,0.5307,0.0006,0.782,0.0,0.7314
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_33_SGNS_historicalVAD.tsv,0.8785,0.0,0.5493,0.0004,0.7636,0.0,0.7305
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_34_SGNS_historicalVAD.tsv,0.8778,0.0,0.5227,0.0008,0.787,0.0,0.7291
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_35_SGNS_historicalVAD.tsv,0.8773,0.0,0.5503,0.0003,0.7839,0.0,0.7372
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_36_SGNS_historicalVAD.tsv,0.8833,0.0,0.5549,0.0003,0.7926,0.0,0.7436
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_37_SGNS_historicalVAD.tsv,0.8845,0.0,0.5704,0.0002,0.7863,0.0,0.747
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_38_SGNS_historicalVAD.tsv,0.8837,0.0,0.5438,0.0004,0.7817,0.0,0.7364
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_39_SGNS_historicalVAD.tsv,0.8806,0.0,0.536,0.0005,0.7899,0.0,0.7355
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_3_SGNS_historicalVAD.tsv,0.8793,0.0,0.5637,0.0002,0.7847,0.0,0.7426
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_40_SGNS_historicalVAD.tsv,0.8771,0.0,0.5451,0.0004,0.7758,0.0,0.7327
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_41_SGNS_historicalVAD.tsv,0.8819,0.0,0.548,0.0004,0.7912,0.0,0.7404
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_42_SGNS_historicalVAD.tsv,0.8785,0.0,0.5751,0.0002,0.7869,0.0,0.7468
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_43_SGNS_historicalVAD.tsv,0.878,0.0,0.5513,0.0003,0.7729,0.0,0.7341
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_44_SGNS_historicalVAD.tsv,0.8892,0.0,0.5473,0.0004,0.7934,0.0,0.7433
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_45_SGNS_historicalVAD.tsv,0.8824,0.0,0.5475,0.0004,0.7736,0.0,0.7345
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_46_SGNS_historicalVAD.tsv,0.8857,0.0,0.5573,0.0003,0.7798,0.0,0.741
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_47_SGNS_historicalVAD.tsv,0.8824,0.0,0.5407,0.0005,0.7741,0.0,0.7324
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_48_SGNS_historicalVAD.tsv,0.8847,0.0,0.5505,0.0003,0.7787,0.0,0.738
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_49_SGNS_historicalVAD.tsv,0.8774,0.0,0.5459,0.0004,0.7623,0.0,0.7286
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_4_SGNS_historicalVAD.tsv,0.8809,0.0,0.5325,0.0006,0.78,0.0,0.7311
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_50_SGNS_historicalVAD.tsv,0.8776,0.0,0.5236,0.0007,0.7726,0.0,0.7246
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_5_SGNS_historicalVAD.tsv,0.8847,0.0,0.5405,0.0005,0.7803,0.0,0.7352
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_6_SGNS_historicalVAD.tsv,0.8847,0.0,0.5519,0.0003,0.7818,0.0,0.7394
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_7_SGNS_historicalVAD.tsv,0.8881,0.0,0.5727,0.0002,0.7698,0.0,0.7435
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_8_SGNS_historicalVAD.tsv,0.8852,0.0,0.5649,0.0002,0.7755,0.0,0.7419
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_9_SGNS_historicalVAD.tsv,0.8752,0.0,0.5297,0.0006,0.7771,0.0,0.7273
Mean,0.8801559999999999,0.0,0.549194,0.00038399999999999996,0.779134,0.0,0.7361660000000001
