,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_10_FastText_historicalVAD.tsv,0.8399,0.0,0.6998,0.0,0.716,0.0,0.7519
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_11_FastText_historicalVAD.tsv,0.8241,0.0,0.6432,0.0,0.7096,0.0,0.7256
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_12_FastText_historicalVAD.tsv,0.8609,0.0,0.5927,0.0001,0.7395,0.0,0.7311
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_13_FastText_historicalVAD.tsv,0.8077,0.0,0.6208,0.0,0.6539,0.0,0.6941
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_14_FastText_historicalVAD.tsv,0.8362,0.0,0.5857,0.0001,0.666,0.0,0.696
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_15_FastText_historicalVAD.tsv,0.8435,0.0,0.6266,0.0,0.6678,0.0,0.7126
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_16_FastText_historicalVAD.tsv,0.8326,0.0,0.6245,0.0,0.7289,0.0,0.7286
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_17_FastText_historicalVAD.tsv,0.872,0.0,0.5939,0.0001,0.6614,0.0,0.7091
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_18_FastText_historicalVAD.tsv,0.8389,0.0,0.6127,0.0,0.6735,0.0,0.7084
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_19_FastText_historicalVAD.tsv,0.8234,0.0,0.6057,0.0,0.6706,0.0,0.6999
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_1_FastText_historicalVAD.tsv,0.8343,0.0,0.6899,0.0,0.7078,0.0,0.744
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_20_FastText_historicalVAD.tsv,0.8046,0.0,0.6049,0.0,0.6612,0.0,0.6902
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_21_FastText_historicalVAD.tsv,0.8225,0.0,0.6236,0.0,0.6336,0.0,0.6932
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_22_FastText_historicalVAD.tsv,0.8457,0.0,0.5718,0.0001,0.701,0.0,0.7062
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_23_FastText_historicalVAD.tsv,0.7793,0.0,0.6084,0.0,0.6749,0.0,0.6876
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_24_FastText_historicalVAD.tsv,0.8124,0.0,0.6658,0.0,0.7665,0.0,0.7483
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_25_FastText_historicalVAD.tsv,0.8311,0.0,0.6298,0.0,0.6704,0.0,0.7104
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_26_FastText_historicalVAD.tsv,0.8032,0.0,0.624,0.0,0.6083,0.0,0.6785
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_27_FastText_historicalVAD.tsv,0.8478,0.0,0.6043,0.0,0.7124,0.0,0.7215
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_28_FastText_historicalVAD.tsv,0.8238,0.0,0.5617,0.0002,0.6727,0.0,0.6861
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_29_FastText_historicalVAD.tsv,0.8671,0.0,0.6171,0.0,0.6834,0.0,0.7225
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_2_FastText_historicalVAD.tsv,0.8375,0.0,0.657,0.0,0.6067,0.0,0.7004
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_30_FastText_historicalVAD.tsv,0.8577,0.0,0.6313,0.0,0.6862,0.0,0.7251
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_31_FastText_historicalVAD.tsv,0.8004,0.0,0.6348,0.0,0.6168,0.0,0.684
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_32_FastText_historicalVAD.tsv,0.8313,0.0,0.6425,0.0,0.6461,0.0,0.7066
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_33_FastText_historicalVAD.tsv,0.8874,0.0,0.7394,0.0,0.7053,0.0,0.7774
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_34_FastText_historicalVAD.tsv,0.8484,0.0,0.6249,0.0,0.689,0.0,0.7208
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_35_FastText_historicalVAD.tsv,0.8411,0.0,0.6039,0.0,0.6752,0.0,0.7067
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_36_FastText_historicalVAD.tsv,0.8144,0.0,0.584,0.0001,0.6707,0.0,0.6897
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_37_FastText_historicalVAD.tsv,0.8302,0.0,0.634,0.0,0.6985,0.0,0.7209
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_38_FastText_historicalVAD.tsv,0.8285,0.0,0.6444,0.0,0.7059,0.0,0.7263
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_39_FastText_historicalVAD.tsv,0.8298,0.0,0.595,0.0001,0.6665,0.0,0.6971
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_3_FastText_historicalVAD.tsv,0.8045,0.0,0.624,0.0,0.6865,0.0,0.705
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_40_FastText_historicalVAD.tsv,0.8291,0.0,0.7,0.0,0.643,0.0,0.724
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_41_FastText_historicalVAD.tsv,0.8536,0.0,0.6002,0.0001,0.6676,0.0,0.7071
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_42_FastText_historicalVAD.tsv,0.8309,0.0,0.6306,0.0,0.6946,0.0,0.7187
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_43_FastText_historicalVAD.tsv,0.8731,0.0,0.5449,0.0003,0.6972,0.0,0.7051
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_44_FastText_historicalVAD.tsv,0.8427,0.0,0.5914,0.0001,0.6949,0.0,0.7097
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_45_FastText_historicalVAD.tsv,0.8314,0.0,0.6746,0.0,0.5688,0.0002,0.6916
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_46_FastText_historicalVAD.tsv,0.8229,0.0,0.6272,0.0,0.7235,0.0,0.7245
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_47_FastText_historicalVAD.tsv,0.8426,0.0,0.5927,0.0001,0.6721,0.0,0.7025
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_48_FastText_historicalVAD.tsv,0.83,0.0,0.6628,0.0,0.7444,0.0,0.7457
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_49_FastText_historicalVAD.tsv,0.8423,0.0,0.6154,0.0,0.7185,0.0,0.7254
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_4_FastText_historicalVAD.tsv,0.8074,0.0,0.6184,0.0,0.672,0.0,0.6993
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_50_FastText_historicalVAD.tsv,0.8575,0.0,0.691,0.0,0.7323,0.0,0.7603
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_5_FastText_historicalVAD.tsv,0.8298,0.0,0.602,0.0001,0.7222,0.0,0.718
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_6_FastText_historicalVAD.tsv,0.8421,0.0,0.6535,0.0,0.6142,0.0,0.7033
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_7_FastText_historicalVAD.tsv,0.832,0.0,0.6582,0.0,0.7052,0.0,0.7318
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_8_FastText_historicalVAD.tsv,0.8129,0.0,0.5697,0.0002,0.6936,0.0,0.6921
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_9_FastText_historicalVAD.tsv,0.8458,0.0,0.5797,0.0001,0.6381,0.0,0.6878
Mean,0.833766,0.0,0.6246879999999999,3.6e-05,0.6807000000000001,4e-06,0.7130540000000002
