,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_10_SGNS_historicalVAD.tsv,0.8774,0.0,0.6743,0.0,0.7612,0.0,0.771
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_11_SGNS_historicalVAD.tsv,0.8871,0.0,0.6733,0.0,0.7598,0.0,0.7734
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_12_SGNS_historicalVAD.tsv,0.8789,0.0,0.6545,0.0,0.7462,0.0,0.7598
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_13_SGNS_historicalVAD.tsv,0.8901,0.0,0.6608,0.0,0.7283,0.0,0.7597
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_14_SGNS_historicalVAD.tsv,0.8751,0.0,0.6404,0.0,0.7107,0.0,0.7421
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_15_SGNS_historicalVAD.tsv,0.8975,0.0,0.6337,0.0,0.7502,0.0,0.7605
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_16_SGNS_historicalVAD.tsv,0.904,0.0,0.6663,0.0,0.7862,0.0,0.7855
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_17_SGNS_historicalVAD.tsv,0.8886,0.0,0.6238,0.0,0.7507,0.0,0.7544
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_18_SGNS_historicalVAD.tsv,0.8785,0.0,0.6662,0.0,0.7413,0.0,0.762
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_19_SGNS_historicalVAD.tsv,0.8953,0.0,0.643,0.0,0.7801,0.0,0.7728
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_1_SGNS_historicalVAD.tsv,0.882,0.0,0.6443,0.0,0.7247,0.0,0.7503
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_20_SGNS_historicalVAD.tsv,0.8852,0.0,0.6577,0.0,0.7491,0.0,0.764
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_21_SGNS_historicalVAD.tsv,0.8739,0.0,0.63,0.0,0.725,0.0,0.743
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_22_SGNS_historicalVAD.tsv,0.8871,0.0,0.6338,0.0,0.747,0.0,0.756
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_23_SGNS_historicalVAD.tsv,0.8883,0.0,0.673,0.0,0.7667,0.0,0.776
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_24_SGNS_historicalVAD.tsv,0.8916,0.0,0.6437,0.0,0.7945,0.0,0.7766
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_25_SGNS_historicalVAD.tsv,0.8909,0.0,0.6323,0.0,0.7404,0.0,0.7545
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_26_SGNS_historicalVAD.tsv,0.8772,0.0,0.6337,0.0,0.7366,0.0,0.7492
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_27_SGNS_historicalVAD.tsv,0.8829,0.0,0.6326,0.0,0.7078,0.0,0.7411
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_28_SGNS_historicalVAD.tsv,0.8976,0.0,0.6547,0.0,0.773,0.0,0.7751
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_29_SGNS_historicalVAD.tsv,0.8813,0.0,0.6669,0.0,0.717,0.0,0.7551
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_2_SGNS_historicalVAD.tsv,0.8827,0.0,0.623,0.0,0.7308,0.0,0.7455
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_30_SGNS_historicalVAD.tsv,0.9047,0.0,0.6769,0.0,0.723,0.0,0.7682
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_31_SGNS_historicalVAD.tsv,0.885,0.0,0.6312,0.0,0.7386,0.0,0.7516
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_32_SGNS_historicalVAD.tsv,0.8894,0.0,0.6663,0.0,0.7138,0.0,0.7565
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_33_SGNS_historicalVAD.tsv,0.8758,0.0,0.6338,0.0,0.7232,0.0,0.7443
