,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_10_SGNS_historicalVAD.tsv,0.7814,0.0,0.6277,0.0,0.5317,0.0005,0.6469
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_11_SGNS_historicalVAD.tsv,0.7816,0.0,0.6362,0.0,0.5401,0.0004,0.6526
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_12_SGNS_historicalVAD.tsv,0.7782,0.0,0.6333,0.0,0.5228,0.0006,0.6448
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_13_SGNS_historicalVAD.tsv,0.7824,0.0,0.6352,0.0,0.5376,0.0004,0.6517
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_14_SGNS_historicalVAD.tsv,0.7918,0.0,0.6365,0.0,0.5369,0.0004,0.6551
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_15_SGNS_historicalVAD.tsv,0.7845,0.0,0.6274,0.0,0.5398,0.0004,0.6506
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_16_SGNS_historicalVAD.tsv,0.788,0.0,0.6305,0.0,0.5368,0.0004,0.6518
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_17_SGNS_historicalVAD.tsv,0.7818,0.0,0.6293,0.0,0.5249,0.0006,0.6454
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_18_SGNS_historicalVAD.tsv,0.7867,0.0,0.6243,0.0,0.5392,0.0004,0.6501
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_19_SGNS_historicalVAD.tsv,0.7869,0.0,0.6281,0.0,0.5311,0.0005,0.6487
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_1_SGNS_historicalVAD.tsv,0.7854,0.0,0.6325,0.0,0.5379,0.0004,0.6519
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_20_SGNS_historicalVAD.tsv,0.7826,0.0,0.6371,0.0,0.5429,0.0004,0.6542
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_21_SGNS_historicalVAD.tsv,0.7838,0.0,0.6359,0.0,0.5277,0.0006,0.6492
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_22_SGNS_historicalVAD.tsv,0.7901,0.0,0.6323,0.0,0.537,0.0004,0.6531
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_23_SGNS_historicalVAD.tsv,0.7873,0.0,0.6337,0.0,0.5413,0.0004,0.6541
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_24_SGNS_historicalVAD.tsv,0.7895,0.0,0.6293,0.0,0.5315,0.0005,0.6501
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_25_SGNS_historicalVAD.tsv,0.7902,0.0,0.6329,0.0,0.5299,0.0005,0.651
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_26_SGNS_historicalVAD.tsv,0.7882,0.0,0.6303,0.0,0.5349,0.0005,0.6512
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_27_SGNS_historicalVAD.tsv,0.7865,0.0,0.6327,0.0,0.5376,0.0004,0.6523
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_28_SGNS_historicalVAD.tsv,0.7819,0.0,0.6345,0.0,0.5283,0.0005,0.6482
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_29_SGNS_historicalVAD.tsv,0.7911,0.0,0.6344,0.0,0.5353,0.0004,0.6536
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_2_SGNS_historicalVAD.tsv,0.7791,0.0,0.6286,0.0,0.5307,0.0005,0.6461
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_30_SGNS_historicalVAD.tsv,0.7913,0.0,0.6363,0.0,0.5273,0.0006,0.6516
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_31_SGNS_historicalVAD.tsv,0.7863,0.0,0.6327,0.0,0.5293,0.0005,0.6494
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_32_SGNS_historicalVAD.tsv,0.7844,0.0,0.6294,0.0,0.5403,0.0004,0.6513
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_33_SGNS_historicalVAD.tsv,0.7862,0.0,0.6287,0.0,0.5351,0.0004,0.65
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_34_SGNS_historicalVAD.tsv,0.7869,0.0,0.6348,0.0,0.5371,0.0004,0.6529
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_35_SGNS_historicalVAD.tsv,0.7807,0.0,0.6311,0.0,0.5285,0.0005,0.6468
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_36_SGNS_historicalVAD.tsv,0.7849,0.0,0.6359,0.0,0.5324,0.0005,0.651
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_37_SGNS_historicalVAD.tsv,0.7859,0.0,0.6272,0.0,0.5329,0.0005,0.6487
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_38_SGNS_historicalVAD.tsv,0.786,0.0,0.6335,0.0,0.5334,0.0005,0.651
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_39_SGNS_historicalVAD.tsv,0.7894,0.0,0.6324,0.0,0.5301,0.0005,0.6507
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_3_SGNS_historicalVAD.tsv,0.7858,0.0,0.6299,0.0,0.5328,0.0005,0.6495
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_40_SGNS_historicalVAD.tsv,0.7853,0.0,0.6333,0.0,0.5358,0.0004,0.6515
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_41_SGNS_historicalVAD.tsv,0.784,0.0,0.6265,0.0,0.5385,0.0004,0.6497
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_42_SGNS_historicalVAD.tsv,0.7836,0.0,0.6297,0.0,0.5261,0.0006,0.6464
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_43_SGNS_historicalVAD.tsv,0.7854,0.0,0.634,0.0,0.5354,0.0004,0.6516
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_44_SGNS_historicalVAD.tsv,0.7781,0.0,0.6358,0.0,0.5293,0.0005,0.6477
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_45_SGNS_historicalVAD.tsv,0.7899,0.0,0.6326,0.0,0.5334,0.0005,0.652
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_46_SGNS_historicalVAD.tsv,0.7836,0.0,0.6269,0.0,0.5335,0.0005,0.648
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_47_SGNS_historicalVAD.tsv,0.7827,0.0,0.6312,0.0,0.53,0.0005,0.648
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_48_SGNS_historicalVAD.tsv,0.7885,0.0,0.6287,0.0,0.545,0.0003,0.654
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_49_SGNS_historicalVAD.tsv,0.7898,0.0,0.6333,0.0,0.5353,0.0004,0.6528
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_4_SGNS_historicalVAD.tsv,0.7852,0.0,0.6379,0.0,0.5329,0.0005,0.652
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_50_SGNS_historicalVAD.tsv,0.7863,0.0,0.6351,0.0,0.5372,0.0004,0.6529
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_5_SGNS_historicalVAD.tsv,0.7843,0.0,0.6338,0.0,0.5404,0.0004,0.6528
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_6_SGNS_historicalVAD.tsv,0.7848,0.0,0.6299,0.0,0.5271,0.0006,0.6472
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_7_SGNS_historicalVAD.tsv,0.7835,0.0,0.6308,0.0,0.5354,0.0004,0.6499
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_8_SGNS_historicalVAD.tsv,0.791,0.0,0.6341,0.0,0.5376,0.0004,0.6542
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_9_SGNS_historicalVAD.tsv,0.784,0.0,0.6341,0.0,0.5302,0.0005,0.6494
Mean,0.7855359999999998,0.0,0.632046,0.0,0.5339640000000001,0.00046200000000000006,0.650514
