,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_10_SGNS_historicalVAD.tsv,0.7852,0.0,0.6333,0.0,0.5386,0.0004,0.6524
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_11_SGNS_historicalVAD.tsv,0.7877,0.0,0.6347,0.0,0.5287,0.0005,0.6504
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_12_SGNS_historicalVAD.tsv,0.788,0.0,0.6338,0.0,0.5369,0.0004,0.6529
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_13_SGNS_historicalVAD.tsv,0.7925,0.0,0.6338,0.0,0.5396,0.0004,0.6553
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_14_SGNS_historicalVAD.tsv,0.7894,0.0,0.6365,0.0,0.5389,0.0004,0.6549
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_15_SGNS_historicalVAD.tsv,0.7885,0.0,0.6278,0.0,0.531,0.0005,0.6491
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_16_SGNS_historicalVAD.tsv,0.7831,0.0,0.627,0.0,0.5388,0.0004,0.6496
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_17_SGNS_historicalVAD.tsv,0.7851,0.0,0.6335,0.0,0.5385,0.0004,0.6523
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_18_SGNS_historicalVAD.tsv,0.7818,0.0,0.6338,0.0,0.5326,0.0005,0.6494
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_19_SGNS_historicalVAD.tsv,0.7834,0.0,0.6367,0.0,0.5262,0.0006,0.6488
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_1_SGNS_historicalVAD.tsv,0.7871,0.0,0.6332,0.0,0.5378,0.0004,0.6527
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_20_SGNS_historicalVAD.tsv,0.7874,0.0,0.6317,0.0,0.5367,0.0004,0.6519
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_21_SGNS_historicalVAD.tsv,0.792,0.0,0.633,0.0,0.536,0.0004,0.6537
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_22_SGNS_historicalVAD.tsv,0.7887,0.0,0.6308,0.0,0.5361,0.0004,0.6519
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_23_SGNS_historicalVAD.tsv,0.7842,0.0,0.6332,0.0,0.5336,0.0005,0.6504
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_24_SGNS_historicalVAD.tsv,0.7862,0.0,0.6308,0.0,0.5338,0.0005,0.6503
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_25_SGNS_historicalVAD.tsv,0.7826,0.0,0.6286,0.0,0.5356,0.0004,0.649
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_26_SGNS_historicalVAD.tsv,0.783,0.0,0.6321,0.0,0.5336,0.0005,0.6496
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_27_SGNS_historicalVAD.tsv,0.79,0.0,0.6331,0.0,0.5237,0.0006,0.6489
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_28_SGNS_historicalVAD.tsv,0.79,0.0,0.6308,0.0,0.5373,0.0004,0.6527
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_29_SGNS_historicalVAD.tsv,0.7876,0.0,0.6325,0.0,0.5298,0.0005,0.65
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_2_SGNS_historicalVAD.tsv,0.7846,0.0,0.6321,0.0,0.5339,0.0005,0.6502
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_30_SGNS_historicalVAD.tsv,0.7845,0.0,0.6293,0.0,0.5376,0.0004,0.6505
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_31_SGNS_historicalVAD.tsv,0.7865,0.0,0.6219,0.0,0.5376,0.0004,0.6487
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_32_SGNS_historicalVAD.tsv,0.7875,0.0,0.628,0.0,0.5438,0.0003,0.6531
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_33_SGNS_historicalVAD.tsv,0.7895,0.0,0.6312,0.0,0.54,0.0004,0.6535
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_34_SGNS_historicalVAD.tsv,0.7845,0.0,0.6356,0.0,0.5344,0.0005,0.6515
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_35_SGNS_historicalVAD.tsv,0.7884,0.0,0.6297,0.0,0.5342,0.0005,0.6508
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_36_SGNS_historicalVAD.tsv,0.7851,0.0,0.631,0.0,0.5405,0.0004,0.6522
HistoricalVAD\SGNS_PaRaSim\NRC_VAD8000\NRC_VAD_8000_37_SGNS_historicalVAD.tsv,0.7881,0.0,0.6341,0.0,0.5342,0.0005,0.6521
