,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_10_FastText_historicalVAD.tsv,0.7329,0.0,0.4976,0.0015,0.5648,0.0002,0.5984
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_11_FastText_historicalVAD.tsv,0.7477,0.0,0.5532,0.0003,0.5629,0.0002,0.6212
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_12_FastText_historicalVAD.tsv,0.7123,0.0,0.6796,0.0,0.6552,0.0,0.6824
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_13_FastText_historicalVAD.tsv,0.7847,0.0,0.6296,0.0,0.6061,0.0001,0.6735
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_14_FastText_historicalVAD.tsv,0.7438,0.0,0.5275,0.0007,0.5443,0.0004,0.6052
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_15_FastText_historicalVAD.tsv,0.7229,0.0,0.4938,0.0016,0.4958,0.0015,0.5708
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_16_FastText_historicalVAD.tsv,0.6835,0.0,0.7259,0.0,0.5264,0.0007,0.6453
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_17_FastText_historicalVAD.tsv,0.7029,0.0,0.3957,0.0139,0.5241,0.0007,0.5409
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_18_FastText_historicalVAD.tsv,0.7139,0.0,0.5375,0.0005,0.5307,0.0006,0.594
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_19_FastText_historicalVAD.tsv,0.7339,0.0,0.517,0.0009,0.4704,0.0029,0.5738
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_1_FastText_historicalVAD.tsv,0.7779,0.0,0.4021,0.0123,0.5588,0.0003,0.5796
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_20_FastText_historicalVAD.tsv,0.6266,0.0,0.5027,0.0013,0.4626,0.0035,0.5306
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_21_FastText_historicalVAD.tsv,0.784,0.0,0.5511,0.0003,0.5841,0.0001,0.6397
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_22_FastText_historicalVAD.tsv,0.845,0.0,0.6577,0.0,0.7261,0.0,0.7429
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_23_FastText_historicalVAD.tsv,0.7234,0.0,0.4408,0.0056,0.6097,0.0,0.5913
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_24_FastText_historicalVAD.tsv,0.7056,0.0,0.3945,0.0143,0.5303,0.0006,0.5434
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_25_FastText_historicalVAD.tsv,0.6951,0.0,0.4107,0.0104,0.5395,0.0005,0.5484
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_26_FastText_historicalVAD.tsv,0.7084,0.0,0.41,0.0106,0.5168,0.0009,0.5451
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_27_FastText_historicalVAD.tsv,0.6322,0.0,0.5117,0.001,0.4925,0.0017,0.5455
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_28_FastText_historicalVAD.tsv,0.6833,0.0,0.5829,0.0001,0.5272,0.0007,0.5978
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_29_FastText_historicalVAD.tsv,0.7957,0.0,0.7003,0.0,0.5193,0.0008,0.6718
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_2_FastText_historicalVAD.tsv,0.7189,0.0,0.4614,0.0035,0.5102,0.0011,0.5635
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_30_FastText_historicalVAD.tsv,0.7518,0.0,0.6631,0.0,0.6136,0.0,0.6762
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_31_FastText_historicalVAD.tsv,0.8038,0.0,0.5453,0.0004,0.6427,0.0,0.6639
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_32_FastText_historicalVAD.tsv,0.6989,0.0,0.4415,0.0055,0.5704,0.0002,0.5703
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_33_FastText_historicalVAD.tsv,0.741,0.0,0.5297,0.0006,0.4572,0.0039,0.576
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_34_FastText_historicalVAD.tsv,0.7449,0.0,0.5581,0.0003,0.574,0.0002,0.6257
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_35_FastText_historicalVAD.tsv,0.7313,0.0,0.5169,0.0009,0.5192,0.0008,0.5891
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_36_FastText_historicalVAD.tsv,0.7064,0.0,0.4255,0.0077,0.4792,0.0023,0.537
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_37_FastText_historicalVAD.tsv,0.7265,0.0,0.5983,0.0001,0.4839,0.0021,0.6029
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_38_FastText_historicalVAD.tsv,0.7973,0.0,0.5512,0.0003,0.621,0.0,0.6565
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_39_FastText_historicalVAD.tsv,0.7539,0.0,0.5752,0.0002,0.6419,0.0,0.657
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_3_FastText_historicalVAD.tsv,0.7167,0.0,0.4392,0.0058,0.5093,0.0011,0.555
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_40_FastText_historicalVAD.tsv,0.6988,0.0,0.4152,0.0095,0.54,0.0005,0.5513
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_41_FastText_historicalVAD.tsv,0.7545,0.0,0.5778,0.0001,0.5323,0.0006,0.6216
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_42_FastText_historicalVAD.tsv,0.7741,0.0,0.4919,0.0017,0.6253,0.0,0.6304
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_43_FastText_historicalVAD.tsv,0.7096,0.0,0.4781,0.0024,0.5568,0.0003,0.5815
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_44_FastText_historicalVAD.tsv,0.7082,0.0,0.5412,0.0005,0.5493,0.0004,0.5996
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_45_FastText_historicalVAD.tsv,0.7521,0.0,0.4956,0.0016,0.6371,0.0,0.6283
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_46_FastText_historicalVAD.tsv,0.6888,0.0,0.7152,0.0,0.4233,0.0081,0.6091
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_47_FastText_historicalVAD.tsv,0.7188,0.0,0.5649,0.0002,0.5935,0.0001,0.6257
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_48_FastText_historicalVAD.tsv,0.803,0.0,0.4365,0.0062,0.6349,0.0,0.6248
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_49_FastText_historicalVAD.tsv,0.6784,0.0,0.4869,0.0019,0.5602,0.0003,0.5752
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_4_FastText_historicalVAD.tsv,0.838,0.0,0.6002,0.0001,0.7084,0.0,0.7155
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_50_FastText_historicalVAD.tsv,0.7595,0.0,0.5022,0.0013,0.616,0.0,0.6259
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_5_FastText_historicalVAD.tsv,0.6569,0.0,0.5122,0.001,0.4973,0.0015,0.5555
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_6_FastText_historicalVAD.tsv,0.74,0.0,0.5731,0.0002,0.6323,0.0,0.6485
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_7_FastText_historicalVAD.tsv,0.7733,0.0,0.4969,0.0015,0.5111,0.001,0.5938
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_8_FastText_historicalVAD.tsv,0.6979,0.0,0.5636,0.0002,0.5067,0.0012,0.5894
HistoricalVAD\FastText_kNN\Warriner2000\Warriner_2000_9_FastText_historicalVAD.tsv,0.8164,0.0,0.6236,0.0,0.6837,0.0,0.7079
Mean,0.734308,0.0,0.5300480000000001,0.0025800000000000003,0.5595680000000001,0.000842,0.607974
