,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_10_SGNS_historicalVAD.tsv,0.8909,0.0,0.6548,0.0,0.7522,0.0,0.766
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_11_SGNS_historicalVAD.tsv,0.8833,0.0,0.7072,0.0,0.7728,0.0,0.7878
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_12_SGNS_historicalVAD.tsv,0.8921,0.0,0.6932,0.0,0.6977,0.0,0.761
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_13_SGNS_historicalVAD.tsv,0.8835,0.0,0.6786,0.0,0.7537,0.0,0.7719
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_14_SGNS_historicalVAD.tsv,0.9074,0.0,0.6446,0.0,0.7896,0.0,0.7805
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_15_SGNS_historicalVAD.tsv,0.8877,0.0,0.6674,0.0,0.7502,0.0,0.7684
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_16_SGNS_historicalVAD.tsv,0.8964,0.0,0.6861,0.0,0.7228,0.0,0.7685
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_17_SGNS_historicalVAD.tsv,0.871,0.0,0.6353,0.0,0.7511,0.0,0.7525
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_18_SGNS_historicalVAD.tsv,0.8913,0.0,0.6068,0.0,0.7224,0.0,0.7401
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_19_SGNS_historicalVAD.tsv,0.9,0.0,0.7076,0.0,0.7564,0.0,0.788
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_1_SGNS_historicalVAD.tsv,0.8803,0.0,0.6585,0.0,0.6748,0.0,0.7379
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_20_SGNS_historicalVAD.tsv,0.8812,0.0,0.6252,0.0,0.6914,0.0,0.7326
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_21_SGNS_historicalVAD.tsv,0.8814,0.0,0.658,0.0,0.6688,0.0,0.7361
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_22_SGNS_historicalVAD.tsv,0.8849,0.0,0.6725,0.0,0.7138,0.0,0.757
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_23_SGNS_historicalVAD.tsv,0.8585,0.0,0.6017,0.0001,0.7092,0.0,0.7231
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_24_SGNS_historicalVAD.tsv,0.8702,0.0,0.6416,0.0,0.6869,0.0,0.7329
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_25_SGNS_historicalVAD.tsv,0.8925,0.0,0.587,0.0001,0.6893,0.0,0.7229
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_26_SGNS_historicalVAD.tsv,0.8714,0.0,0.6651,0.0,0.6938,0.0,0.7434
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_27_SGNS_historicalVAD.tsv,0.8963,0.0,0.6303,0.0,0.7634,0.0,0.7633
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_28_SGNS_historicalVAD.tsv,0.8951,0.0,0.6651,0.0,0.7417,0.0,0.7673
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_29_SGNS_historicalVAD.tsv,0.9049,0.0,0.612,0.0,0.7485,0.0,0.7551
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_2_SGNS_historicalVAD.tsv,0.8726,0.0,0.5796,0.0001,0.6809,0.0,0.711
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_30_SGNS_historicalVAD.tsv,0.8997,0.0,0.617,0.0,0.7277,0.0,0.7481
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_31_SGNS_historicalVAD.tsv,0.8808,0.0,0.6523,0.0,0.7556,0.0,0.7629
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_32_SGNS_historicalVAD.tsv,0.898,0.0,0.699,0.0,0.7496,0.0,0.7822
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_33_SGNS_historicalVAD.tsv,0.8989,0.0,0.6669,0.0,0.7315,0.0,0.7658
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_34_SGNS_historicalVAD.tsv,0.8936,0.0,0.6501,0.0,0.7684,0.0,0.7707
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_35_SGNS_historicalVAD.tsv,0.8963,0.0,0.6343,0.0,0.7474,0.0,0.7594
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_36_SGNS_historicalVAD.tsv,0.8885,0.0,0.6148,0.0,0.7052,0.0,0.7362
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_37_SGNS_historicalVAD.tsv,0.8981,0.0,0.6347,0.0,0.7204,0.0,0.7511
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_38_SGNS_historicalVAD.tsv,0.8776,0.0,0.6388,0.0,0.7465,0.0,0.7543
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_39_SGNS_historicalVAD.tsv,0.8793,0.0,0.6157,0.0,0.727,0.0,0.7407
