,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_10_FastText_historicalVAD.tsv,0.8715,0.0,0.5259,0.0007,0.7283,0.0,0.7086
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_11_FastText_historicalVAD.tsv,0.8607,0.0,0.533,0.0006,0.7102,0.0,0.7013
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_12_FastText_historicalVAD.tsv,0.8698,0.0,0.5057,0.0012,0.7093,0.0,0.6949
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_13_FastText_historicalVAD.tsv,0.8772,0.0,0.5647,0.0002,0.7159,0.0,0.7192
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_14_FastText_historicalVAD.tsv,0.8697,0.0,0.4998,0.0014,0.7281,0.0,0.6992
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_15_FastText_historicalVAD.tsv,0.8616,0.0,0.5311,0.0006,0.7173,0.0,0.7033
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_16_FastText_historicalVAD.tsv,0.8676,0.0,0.5272,0.0007,0.7136,0.0,0.7028
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_17_FastText_historicalVAD.tsv,0.8628,0.0,0.5217,0.0008,0.728,0.0,0.7042
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_18_FastText_historicalVAD.tsv,0.8745,0.0,0.4995,0.0014,0.7352,0.0,0.7031
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_19_FastText_historicalVAD.tsv,0.8595,0.0,0.5073,0.0012,0.7093,0.0,0.6921
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_1_FastText_historicalVAD.tsv,0.8685,0.0,0.5175,0.0009,0.6952,0.0,0.6937
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_20_FastText_historicalVAD.tsv,0.8635,0.0,0.5173,0.0009,0.7138,0.0,0.6982
