,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_10_FastText_historicalVAD.tsv,0.7505,0.0,0.6027,0.0001,0.4365,0.0061,0.5966
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_11_FastText_historicalVAD.tsv,0.7438,0.0,0.4394,0.0058,0.5036,0.0013,0.5623
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_12_FastText_historicalVAD.tsv,0.7547,0.0,0.5536,0.0003,0.5547,0.0003,0.621
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_13_FastText_historicalVAD.tsv,0.7665,0.0,0.5457,0.0004,0.6268,0.0,0.6463
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_14_FastText_historicalVAD.tsv,0.8239,0.0,0.6479,0.0,0.6605,0.0,0.7107
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_15_FastText_historicalVAD.tsv,0.7336,0.0,0.5818,0.0001,0.6326,0.0,0.6493
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_16_FastText_historicalVAD.tsv,0.7004,0.0,0.5611,0.0002,0.5454,0.0004,0.6023
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_17_FastText_historicalVAD.tsv,0.7595,0.0,0.6531,0.0,0.4981,0.0015,0.6369
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_18_FastText_historicalVAD.tsv,0.7252,0.0,0.572,0.0002,0.5249,0.0007,0.6074
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_19_FastText_historicalVAD.tsv,0.7403,0.0,0.5095,0.0011,0.5125,0.001,0.5875
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_1_FastText_historicalVAD.tsv,0.7879,0.0,0.5892,0.0001,0.6087,0.0001,0.6619
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_20_FastText_historicalVAD.tsv,0.7048,0.0,0.454,0.0042,0.5199,0.0008,0.5595
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_21_FastText_historicalVAD.tsv,0.7276,0.0,0.5906,0.0001,0.5648,0.0002,0.6277
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_22_FastText_historicalVAD.tsv,0.7582,0.0,0.5588,0.0003,0.5211,0.0008,0.6127
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_23_FastText_historicalVAD.tsv,0.7384,0.0,0.4231,0.0081,0.5801,0.0001,0.5805
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_24_FastText_historicalVAD.tsv,0.7769,0.0,0.5389,0.0005,0.6709,0.0,0.6622
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_25_FastText_historicalVAD.tsv,0.801,0.0,0.4618,0.0035,0.5804,0.0001,0.6144
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_26_FastText_historicalVAD.tsv,0.7811,0.0,0.5201,0.0008,0.6572,0.0,0.6528
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_27_FastText_historicalVAD.tsv,0.8163,0.0,0.6165,0.0,0.6945,0.0,0.7091
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_28_FastText_historicalVAD.tsv,0.7158,0.0,0.5995,0.0001,0.5945,0.0001,0.6366
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_29_FastText_historicalVAD.tsv,0.7638,0.0,0.4635,0.0034,0.61,0.0,0.6124
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_2_FastText_historicalVAD.tsv,0.7445,0.0,0.5481,0.0004,0.5298,0.0006,0.6075
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_30_FastText_historicalVAD.tsv,0.7913,0.0,0.5507,0.0003,0.5239,0.0007,0.622
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_31_FastText_historicalVAD.tsv,0.7955,0.0,0.6449,0.0,0.6966,0.0,0.7123
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_32_FastText_historicalVAD.tsv,0.7612,0.0,0.6431,0.0,0.6402,0.0,0.6815
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_33_FastText_historicalVAD.tsv,0.7992,0.0,0.6936,0.0,0.6391,0.0,0.7106
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_34_FastText_historicalVAD.tsv,0.7381,0.0,0.4998,0.0014,0.5276,0.0007,0.5885
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_35_FastText_historicalVAD.tsv,0.7463,0.0,0.5801,0.0001,0.59,0.0001,0.6388
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_36_FastText_historicalVAD.tsv,0.8166,0.0,0.6554,0.0,0.638,0.0,0.7033
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_37_FastText_historicalVAD.tsv,0.7861,0.0,0.5489,0.0004,0.593,0.0001,0.6427
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_38_FastText_historicalVAD.tsv,0.7832,0.0,0.6236,0.0,0.6187,0.0,0.6751
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_39_FastText_historicalVAD.tsv,0.7828,0.0,0.5881,0.0001,0.6053,0.0001,0.6587
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_3_FastText_historicalVAD.tsv,0.7513,0.0,0.5723,0.0002,0.5845,0.0001,0.636
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_40_FastText_historicalVAD.tsv,0.7094,0.0,0.5058,0.0012,0.4786,0.0024,0.5646
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_41_FastText_historicalVAD.tsv,0.736,0.0,0.5568,0.0003,0.6554,0.0,0.6494
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_42_FastText_historicalVAD.tsv,0.773,0.0,0.607,0.0001,0.6,0.0001,0.66
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_43_FastText_historicalVAD.tsv,0.8208,0.0,0.588,0.0001,0.6447,0.0,0.6845
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_44_FastText_historicalVAD.tsv,0.7392,0.0,0.4949,0.0016,0.5568,0.0003,0.597
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_45_FastText_historicalVAD.tsv,0.7185,0.0,0.4932,0.0017,0.4871,0.0019,0.5663
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_46_FastText_historicalVAD.tsv,0.7418,0.0,0.5548,0.0003,0.6406,0.0,0.6457
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_47_FastText_historicalVAD.tsv,0.7572,0.0,0.5713,0.0002,0.499,0.0014,0.6092
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_48_FastText_historicalVAD.tsv,0.7433,0.0,0.6034,0.0001,0.5435,0.0004,0.6301
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_49_FastText_historicalVAD.tsv,0.7425,0.0,0.5581,0.0003,0.6522,0.0,0.6509
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_4_FastText_historicalVAD.tsv,0.7516,0.0,0.5045,0.0012,0.5976,0.0001,0.6179
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_50_FastText_historicalVAD.tsv,0.7642,0.0,0.5596,0.0003,0.5957,0.0001,0.6398
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_5_FastText_historicalVAD.tsv,0.6884,0.0,0.5282,0.0007,0.436,0.0062,0.5509
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_6_FastText_historicalVAD.tsv,0.7439,0.0,0.5964,0.0001,0.5505,0.0003,0.6303
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_7_FastText_historicalVAD.tsv,0.7847,0.0,0.6123,0.0,0.5657,0.0002,0.6542
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_8_FastText_historicalVAD.tsv,0.7227,0.0,0.5302,0.0006,0.6199,0.0,0.6243
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_9_FastText_historicalVAD.tsv,0.6916,0.0,0.6356,0.0,0.4367,0.0061,0.588
Mean,0.7559020000000001,0.0,0.56263,0.00082,0.576888,0.000708,0.631804
