,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_10_SGNS_historicalVAD.tsv,0.8778,0.0,0.5381,0.0005,0.7543,0.0,0.7234
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_11_SGNS_historicalVAD.tsv,0.8826,0.0,0.5499,0.0003,0.7807,0.0,0.7377
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_12_SGNS_historicalVAD.tsv,0.8728,0.0,0.5189,0.0008,0.7723,0.0,0.7214
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_13_SGNS_historicalVAD.tsv,0.8673,0.0,0.5295,0.0006,0.7828,0.0,0.7265
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_14_SGNS_historicalVAD.tsv,0.878,0.0,0.5354,0.0005,0.7779,0.0,0.7304
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_15_SGNS_historicalVAD.tsv,0.8865,0.0,0.53,0.0006,0.7971,0.0,0.7379
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_16_SGNS_historicalVAD.tsv,0.8795,0.0,0.5385,0.0005,0.7684,0.0,0.7288
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_17_SGNS_historicalVAD.tsv,0.8883,0.0,0.5236,0.0007,0.775,0.0,0.729
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_18_SGNS_historicalVAD.tsv,0.8928,0.0,0.5488,0.0004,0.7888,0.0,0.7435
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_19_SGNS_historicalVAD.tsv,0.8901,0.0,0.5352,0.0005,0.7807,0.0,0.7354
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_1_SGNS_historicalVAD.tsv,0.8851,0.0,0.5401,0.0005,0.7732,0.0,0.7328
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_20_SGNS_historicalVAD.tsv,0.8787,0.0,0.5472,0.0004,0.7867,0.0,0.7375
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_21_SGNS_historicalVAD.tsv,0.8893,0.0,0.5586,0.0003,0.7761,0.0,0.7413
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_22_SGNS_historicalVAD.tsv,0.8826,0.0,0.5671,0.0002,0.7825,0.0,0.7441
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_23_SGNS_historicalVAD.tsv,0.886,0.0,0.5707,0.0002,0.7715,0.0,0.7427
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_24_SGNS_historicalVAD.tsv,0.8749,0.0,0.5634,0.0002,0.7775,0.0,0.7386
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_25_SGNS_historicalVAD.tsv,0.885,0.0,0.5618,0.0002,0.7893,0.0,0.7454
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_26_SGNS_historicalVAD.tsv,0.8815,0.0,0.5469,0.0004,0.7737,0.0,0.734
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_27_SGNS_historicalVAD.tsv,0.8771,0.0,0.532,0.0006,0.7872,0.0,0.7321
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_28_SGNS_historicalVAD.tsv,0.8672,0.0,0.5501,0.0003,0.7811,0.0,0.7328
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_29_SGNS_historicalVAD.tsv,0.8895,0.0,0.5627,0.0002,0.7729,0.0,0.7417
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_2_SGNS_historicalVAD.tsv,0.8907,0.0,0.5601,0.0003,0.785,0.0,0.7453
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_30_SGNS_historicalVAD.tsv,0.8784,0.0,0.5371,0.0005,0.7692,0.0,0.7282
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_31_SGNS_historicalVAD.tsv,0.879,0.0,0.5907,0.0001,0.7787,0.0,0.7495
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_32_SGNS_historicalVAD.tsv,0.8744,0.0,0.5301,0.0006,0.775,0.0,0.7265
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_33_SGNS_historicalVAD.tsv,0.8859,0.0,0.515,0.0009,0.7748,0.0,0.7252
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_34_SGNS_historicalVAD.tsv,0.8896,0.0,0.5245,0.0007,0.7768,0.0,0.7303
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_35_SGNS_historicalVAD.tsv,0.8704,0.0,0.5478,0.0004,0.7707,0.0,0.7297
