,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_36_SGNS_historicalVAD.tsv,0.877,0.0,0.5573,0.0003,0.7842,0.0,0.7395
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_37_SGNS_historicalVAD.tsv,0.8756,0.0,0.551,0.0003,0.767,0.0,0.7312
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_38_SGNS_historicalVAD.tsv,0.8801,0.0,0.5444,0.0004,0.772,0.0,0.7322
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_39_SGNS_historicalVAD.tsv,0.8866,0.0,0.5526,0.0003,0.7878,0.0,0.7423
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_3_SGNS_historicalVAD.tsv,0.8799,0.0,0.5184,0.0009,0.7723,0.0,0.7235
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_40_SGNS_historicalVAD.tsv,0.8845,0.0,0.5613,0.0002,0.7846,0.0,0.7435
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_41_SGNS_historicalVAD.tsv,0.8827,0.0,0.5749,0.0002,0.7898,0.0,0.7491
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_42_SGNS_historicalVAD.tsv,0.8839,0.0,0.511,0.001,0.7756,0.0,0.7235
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_43_SGNS_historicalVAD.tsv,0.8815,0.0,0.5872,0.0001,0.7815,0.0,0.7501
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_44_SGNS_historicalVAD.tsv,0.8874,0.0,0.5572,0.0003,0.7766,0.0,0.7404
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_45_SGNS_historicalVAD.tsv,0.8723,0.0,0.5195,0.0008,0.8036,0.0,0.7318
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_46_SGNS_historicalVAD.tsv,0.8863,0.0,0.5385,0.0005,0.7844,0.0,0.7364
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_47_SGNS_historicalVAD.tsv,0.8826,0.0,0.5372,0.0005,0.7675,0.0,0.7291
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_48_SGNS_historicalVAD.tsv,0.8805,0.0,0.5394,0.0005,0.7819,0.0,0.734
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_49_SGNS_historicalVAD.tsv,0.8825,0.0,0.5196,0.0008,0.7876,0.0,0.7299
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_4_SGNS_historicalVAD.tsv,0.8827,0.0,0.5244,0.0007,0.7797,0.0,0.7289
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_50_SGNS_historicalVAD.tsv,0.884,0.0,0.5365,0.0005,0.7906,0.0,0.737
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_5_SGNS_historicalVAD.tsv,0.8781,0.0,0.5595,0.0003,0.7799,0.0,0.7391
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_6_SGNS_historicalVAD.tsv,0.8873,0.0,0.5039,0.0013,0.7667,0.0,0.7193
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_7_SGNS_historicalVAD.tsv,0.8839,0.0,0.5542,0.0003,0.7872,0.0,0.7418
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_8_SGNS_historicalVAD.tsv,0.8786,0.0,0.5721,0.0002,0.7822,0.0,0.7443
HistoricalVAD\SGNS_LinearRegression\Warriner6000\Warriner_6000_9_SGNS_historicalVAD.tsv,0.8727,0.0,0.5381,0.0005,0.7668,0.0,0.7259
Mean,0.881434,0.0,0.54424,0.00046600000000000005,0.7789880000000002,0.0,0.73489
