,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_10_SGNS_historicalVAD.tsv,0.7851,0.0,0.6336,0.0,0.5337,0.0005,0.6508
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_11_SGNS_historicalVAD.tsv,0.7851,0.0,0.6332,0.0,0.5361,0.0004,0.6514
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_12_SGNS_historicalVAD.tsv,0.7872,0.0,0.6358,0.0,0.5358,0.0004,0.6529
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_13_SGNS_historicalVAD.tsv,0.7846,0.0,0.6331,0.0,0.5374,0.0004,0.6517
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_14_SGNS_historicalVAD.tsv,0.7884,0.0,0.6336,0.0,0.5381,0.0004,0.6534
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_15_SGNS_historicalVAD.tsv,0.7887,0.0,0.6318,0.0,0.5372,0.0004,0.6526
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_16_SGNS_historicalVAD.tsv,0.7885,0.0,0.6322,0.0,0.5349,0.0005,0.6519
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_17_SGNS_historicalVAD.tsv,0.7884,0.0,0.6334,0.0,0.5361,0.0004,0.6526
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_18_SGNS_historicalVAD.tsv,0.7877,0.0,0.633,0.0,0.5345,0.0005,0.6518
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_19_SGNS_historicalVAD.tsv,0.7883,0.0,0.6309,0.0,0.5352,0.0004,0.6515
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_1_SGNS_historicalVAD.tsv,0.7846,0.0,0.6319,0.0,0.5341,0.0005,0.6502
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_20_SGNS_historicalVAD.tsv,0.7834,0.0,0.631,0.0,0.5377,0.0004,0.6507
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_21_SGNS_historicalVAD.tsv,0.7894,0.0,0.6323,0.0,0.5372,0.0004,0.653
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_22_SGNS_historicalVAD.tsv,0.788,0.0,0.6319,0.0,0.5334,0.0005,0.6511
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_23_SGNS_historicalVAD.tsv,0.7889,0.0,0.6326,0.0,0.5379,0.0004,0.6531
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_24_SGNS_historicalVAD.tsv,0.7854,0.0,0.6321,0.0,0.5328,0.0005,0.6501
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_25_SGNS_historicalVAD.tsv,0.7859,0.0,0.6297,0.0,0.533,0.0005,0.6496
HistoricalVAD\SGNS_PaRaSim\NRC_VAD10000\NRC_VAD_10000_26_SGNS_historicalVAD.tsv,0.7876,0.0,0.6338,0.0,0.5378,0.0004,0.6531
