,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,r_mean
FastTextLinearRegression10000,0.873566,0.0,0.47391,0.0027100000000000006,0.4162600000000001,0.009439999999999999,0.5879059999999999
FastTextLinearRegression02000,0.838592,0.0,0.42846000000000006,0.010864,0.3926699999999999,0.024830000000000005,0.553236
FastTextLinearRegression03000,0.8493860000000001,0.0,0.4511780000000001,0.0064139999999999996,0.39714,0.017642,0.565906
FastTextLinearRegression04000,0.860386,0.0,0.46087599999999995,0.004548,0.4006060000000001,0.016508000000000002,0.5739599999999999
FastTextLinearRegression05000,0.8630159999999999,0.0,0.46379,0.0038139999999999997,0.40779400000000005,0.012658,0.5782079999999999
FastTextLinearRegression06000,0.865712,0.0,0.46951199999999993,0.0034400000000000003,0.41119799999999995,0.011576,0.582142
FastTextLinearRegression07000,0.8683900000000001,0.0,0.475102,0.002772,0.411646,0.011017999999999998,0.585046
FastTextLinearRegression08000,0.8718320000000002,0.0,0.472944,0.002906,0.416184,0.010020000000000003,0.586978
FastTextLinearRegression09000,0.8717659999999999,0.0,0.47281599999999996,0.0028499999999999997,0.41314999999999996,0.010244,0.5859080000000001
