,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_10_FastText_historicalVAD.tsv,0.8312,0.0,0.6311,0.0,0.71,0.0,0.7241
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_11_FastText_historicalVAD.tsv,0.8397,0.0,0.6596,0.0,0.6561,0.0,0.7185
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_12_FastText_historicalVAD.tsv,0.8663,0.0,0.6601,0.0,0.7229,0.0,0.7498
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_13_FastText_historicalVAD.tsv,0.8214,0.0,0.6768,0.0,0.6888,0.0,0.729
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_14_FastText_historicalVAD.tsv,0.8756,0.0,0.6373,0.0,0.7069,0.0,0.74
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_15_FastText_historicalVAD.tsv,0.8589,0.0,0.6842,0.0,0.6851,0.0,0.7428
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_16_FastText_historicalVAD.tsv,0.8774,0.0,0.6434,0.0,0.7143,0.0,0.745
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_17_FastText_historicalVAD.tsv,0.8447,0.0,0.6588,0.0,0.6611,0.0,0.7215
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_18_FastText_historicalVAD.tsv,0.8815,0.0,0.6959,0.0,0.7296,0.0,0.769
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_19_FastText_historicalVAD.tsv,0.8508,0.0,0.6532,0.0,0.6667,0.0,0.7235
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_1_FastText_historicalVAD.tsv,0.8582,0.0,0.7023,0.0,0.7123,0.0,0.7576
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_20_FastText_historicalVAD.tsv,0.8595,0.0,0.6553,0.0,0.769,0.0,0.7612
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_21_FastText_historicalVAD.tsv,0.869,0.0,0.6789,0.0,0.7638,0.0,0.7706
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_22_FastText_historicalVAD.tsv,0.8691,0.0,0.7067,0.0,0.6999,0.0,0.7586
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_23_FastText_historicalVAD.tsv,0.8748,0.0,0.6876,0.0,0.7142,0.0,0.7589
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_24_FastText_historicalVAD.tsv,0.8814,0.0,0.6043,0.0,0.734,0.0,0.7399
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_25_FastText_historicalVAD.tsv,0.8444,0.0,0.6996,0.0,0.7457,0.0,0.7632
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_26_FastText_historicalVAD.tsv,0.8577,0.0,0.6783,0.0,0.7078,0.0,0.7479
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_27_FastText_historicalVAD.tsv,0.8702,0.0,0.6313,0.0,0.7441,0.0,0.7486
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_28_FastText_historicalVAD.tsv,0.8549,0.0,0.6573,0.0,0.7198,0.0,0.744
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_29_FastText_historicalVAD.tsv,0.8668,0.0,0.6621,0.0,0.7519,0.0,0.7603
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_2_FastText_historicalVAD.tsv,0.8335,0.0,0.6638,0.0,0.696,0.0,0.7311
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_30_FastText_historicalVAD.tsv,0.8446,0.0,0.6276,0.0,0.7427,0.0,0.7383
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_31_FastText_historicalVAD.tsv,0.8671,0.0,0.6456,0.0,0.7631,0.0,0.7586
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_32_FastText_historicalVAD.tsv,0.8717,0.0,0.6518,0.0,0.6855,0.0,0.7363
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_33_FastText_historicalVAD.tsv,0.882,0.0,0.6486,0.0,0.7043,0.0,0.745
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_34_FastText_historicalVAD.tsv,0.8597,0.0,0.7363,0.0,0.7166,0.0,0.7709
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_35_FastText_historicalVAD.tsv,0.8501,0.0,0.6329,0.0,0.7339,0.0,0.739
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_36_FastText_historicalVAD.tsv,0.8661,0.0,0.6638,0.0,0.7471,0.0,0.759
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_37_FastText_historicalVAD.tsv,0.8604,0.0,0.6526,0.0,0.7194,0.0,0.7441
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_38_FastText_historicalVAD.tsv,0.8547,0.0,0.6433,0.0,0.6879,0.0,0.7286
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_39_FastText_historicalVAD.tsv,0.8748,0.0,0.6806,0.0,0.7322,0.0,0.7625
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_3_FastText_historicalVAD.tsv,0.8617,0.0,0.6855,0.0,0.744,0.0,0.7637
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_40_FastText_historicalVAD.tsv,0.8788,0.0,0.6802,0.0,0.7394,0.0,0.7661
