,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_41_FastText_historicalVAD.tsv,0.8611,0.0,0.6439,0.0,0.6973,0.0,0.7341
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_42_FastText_historicalVAD.tsv,0.8729,0.0,0.7032,0.0,0.7366,0.0,0.7709
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_43_FastText_historicalVAD.tsv,0.8516,0.0,0.6571,0.0,0.6986,0.0,0.7357
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_44_FastText_historicalVAD.tsv,0.8735,0.0,0.6377,0.0,0.704,0.0,0.7384
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_45_FastText_historicalVAD.tsv,0.8618,0.0,0.6544,0.0,0.7491,0.0,0.7551
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_46_FastText_historicalVAD.tsv,0.8551,0.0,0.6433,0.0,0.6843,0.0,0.7276
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_47_FastText_historicalVAD.tsv,0.8398,0.0,0.6802,0.0,0.7007,0.0,0.7402
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_48_FastText_historicalVAD.tsv,0.8554,0.0,0.7043,0.0,0.7038,0.0,0.7545
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_49_FastText_historicalVAD.tsv,0.8431,0.0,0.6019,0.0001,0.7705,0.0,0.7385
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_4_FastText_historicalVAD.tsv,0.8431,0.0,0.6627,0.0,0.7404,0.0,0.7488
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_50_FastText_historicalVAD.tsv,0.8488,0.0,0.6794,0.0,0.6781,0.0,0.7354
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_5_FastText_historicalVAD.tsv,0.8592,0.0,0.5822,0.0001,0.7452,0.0,0.7289
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_6_FastText_historicalVAD.tsv,0.8711,0.0,0.6836,0.0,0.8027,0.0,0.7858
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_7_FastText_historicalVAD.tsv,0.841,0.0,0.709,0.0,0.7251,0.0,0.7584
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_8_FastText_historicalVAD.tsv,0.8626,0.0,0.6281,0.0,0.6913,0.0,0.7273
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_9_FastText_historicalVAD.tsv,0.8495,0.0,0.6237,0.0,0.7717,0.0,0.7483
Mean,0.8589660000000001,0.0,0.6614280000000001,4e-06,0.72031,0.0,0.7469020000000001
