,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_10_SGNS_historicalVAD.tsv,0.909,0.0,0.6477,0.0,0.75,0.0,0.7689
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_11_SGNS_historicalVAD.tsv,0.8852,0.0,0.667,0.0,0.7432,0.0,0.7652
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_12_SGNS_historicalVAD.tsv,0.8789,0.0,0.6448,0.0,0.7499,0.0,0.7579
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_13_SGNS_historicalVAD.tsv,0.8949,0.0,0.6751,0.0,0.7586,0.0,0.7762
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_14_SGNS_historicalVAD.tsv,0.8986,0.0,0.6532,0.0,0.7567,0.0,0.7695
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_15_SGNS_historicalVAD.tsv,0.8973,0.0,0.6415,0.0,0.6933,0.0,0.744
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_16_SGNS_historicalVAD.tsv,0.8621,0.0,0.638,0.0,0.7556,0.0,0.7519
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_17_SGNS_historicalVAD.tsv,0.8818,0.0,0.6463,0.0,0.7285,0.0,0.7522
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_18_SGNS_historicalVAD.tsv,0.8892,0.0,0.6504,0.0,0.702,0.0,0.7472
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_19_SGNS_historicalVAD.tsv,0.9073,0.0,0.6473,0.0,0.772,0.0,0.7755
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_1_SGNS_historicalVAD.tsv,0.8827,0.0,0.647,0.0,0.6918,0.0,0.7405
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_20_SGNS_historicalVAD.tsv,0.8988,0.0,0.6393,0.0,0.7744,0.0,0.7708
