,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_10_SGNS_historicalVAD.tsv,0.7776,0.0,0.6331,0.0,0.5329,0.0005,0.6479
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_11_SGNS_historicalVAD.tsv,0.7725,0.0,0.6329,0.0,0.5257,0.0006,0.6437
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_12_SGNS_historicalVAD.tsv,0.7933,0.0,0.6251,0.0,0.5483,0.0003,0.6556
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_13_SGNS_historicalVAD.tsv,0.7737,0.0,0.6348,0.0,0.5297,0.0005,0.6461
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_14_SGNS_historicalVAD.tsv,0.786,0.0,0.6351,0.0,0.538,0.0004,0.653
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_15_SGNS_historicalVAD.tsv,0.7824,0.0,0.6247,0.0,0.5322,0.0005,0.6464
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_16_SGNS_historicalVAD.tsv,0.7889,0.0,0.6299,0.0,0.526,0.0006,0.6483
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_17_SGNS_historicalVAD.tsv,0.7892,0.0,0.6358,0.0,0.5408,0.0004,0.6553
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_18_SGNS_historicalVAD.tsv,0.7922,0.0,0.6302,0.0,0.5217,0.0007,0.648
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_19_SGNS_historicalVAD.tsv,0.7871,0.0,0.6375,0.0,0.5312,0.0005,0.6519
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_1_SGNS_historicalVAD.tsv,0.7859,0.0,0.6377,0.0,0.5311,0.0005,0.6516
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_20_SGNS_historicalVAD.tsv,0.7894,0.0,0.6296,0.0,0.521,0.0007,0.6467
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_21_SGNS_historicalVAD.tsv,0.7805,0.0,0.6313,0.0,0.5182,0.0007,0.6433
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_22_SGNS_historicalVAD.tsv,0.7783,0.0,0.6318,0.0,0.5323,0.0005,0.6475
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_23_SGNS_historicalVAD.tsv,0.7948,0.0,0.6356,0.0,0.5463,0.0003,0.6589
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_24_SGNS_historicalVAD.tsv,0.797,0.0,0.6258,0.0,0.5434,0.0004,0.6554
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_25_SGNS_historicalVAD.tsv,0.7892,0.0,0.6259,0.0,0.5368,0.0004,0.6506
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_26_SGNS_historicalVAD.tsv,0.7778,0.0,0.6352,0.0,0.5395,0.0004,0.6508
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_27_SGNS_historicalVAD.tsv,0.7876,0.0,0.6259,0.0,0.5272,0.0006,0.6469
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_28_SGNS_historicalVAD.tsv,0.7784,0.0,0.6278,0.0,0.5266,0.0006,0.6443
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_29_SGNS_historicalVAD.tsv,0.779,0.0,0.6299,0.0,0.5352,0.0004,0.648
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_2_SGNS_historicalVAD.tsv,0.7851,0.0,0.6209,0.0,0.5338,0.0005,0.6466
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_30_SGNS_historicalVAD.tsv,0.7822,0.0,0.6193,0.0,0.5462,0.0003,0.6492
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_31_SGNS_historicalVAD.tsv,0.7796,0.0,0.6339,0.0,0.5403,0.0004,0.6513
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_32_SGNS_historicalVAD.tsv,0.787,0.0,0.6282,0.0,0.5395,0.0004,0.6515
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_33_SGNS_historicalVAD.tsv,0.7763,0.0,0.6265,0.0,0.5311,0.0005,0.6446
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_34_SGNS_historicalVAD.tsv,0.7867,0.0,0.6352,0.0,0.5275,0.0006,0.6498
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_35_SGNS_historicalVAD.tsv,0.7732,0.0,0.6281,0.0,0.5209,0.0007,0.6407
