,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_36_SGNS_historicalVAD.tsv,0.7879,0.0,0.637,0.0,0.5276,0.0006,0.6508
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_37_SGNS_historicalVAD.tsv,0.7891,0.0,0.6239,0.0,0.5364,0.0004,0.6498
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_38_SGNS_historicalVAD.tsv,0.7889,0.0,0.6359,0.0,0.526,0.0006,0.6503
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_39_SGNS_historicalVAD.tsv,0.7776,0.0,0.6417,0.0,0.5292,0.0005,0.6495
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_3_SGNS_historicalVAD.tsv,0.7712,0.0,0.6275,0.0,0.533,0.0005,0.6439
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_40_SGNS_historicalVAD.tsv,0.7968,0.0,0.6317,0.0,0.5418,0.0004,0.6568
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_41_SGNS_historicalVAD.tsv,0.7862,0.0,0.6312,0.0,0.5289,0.0005,0.6487
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_42_SGNS_historicalVAD.tsv,0.7818,0.0,0.6333,0.0,0.5288,0.0005,0.648
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_43_SGNS_historicalVAD.tsv,0.7945,0.0,0.6349,0.0,0.5412,0.0004,0.6569
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_44_SGNS_historicalVAD.tsv,0.7898,0.0,0.6241,0.0,0.5134,0.0008,0.6424
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_45_SGNS_historicalVAD.tsv,0.7869,0.0,0.6248,0.0,0.5333,0.0005,0.6483
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_46_SGNS_historicalVAD.tsv,0.7793,0.0,0.6351,0.0,0.5421,0.0004,0.6521
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_47_SGNS_historicalVAD.tsv,0.7794,0.0,0.6245,0.0,0.5351,0.0004,0.6463
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_48_SGNS_historicalVAD.tsv,0.7828,0.0,0.6363,0.0,0.5192,0.0007,0.6461
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_49_SGNS_historicalVAD.tsv,0.7973,0.0,0.6346,0.0,0.5326,0.0005,0.6548
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_4_SGNS_historicalVAD.tsv,0.7905,0.0,0.631,0.0,0.5374,0.0004,0.653
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_50_SGNS_historicalVAD.tsv,0.7862,0.0,0.6375,0.0,0.5363,0.0004,0.6533
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_5_SGNS_historicalVAD.tsv,0.7765,0.0,0.629,0.0,0.539,0.0004,0.6482
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_6_SGNS_historicalVAD.tsv,0.7864,0.0,0.6395,0.0,0.5413,0.0004,0.6558
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_7_SGNS_historicalVAD.tsv,0.7813,0.0,0.6351,0.0,0.5348,0.0005,0.6504
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_8_SGNS_historicalVAD.tsv,0.78,0.0,0.6336,0.0,0.5483,0.0003,0.654
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_9_SGNS_historicalVAD.tsv,0.7774,0.0,0.6316,0.0,0.5363,0.0004,0.6484
Mean,0.784374,0.0,0.63123,0.0,0.533308,0.00048800000000000004,0.649634
