,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,r_mean
FastTextkNN2000,0.7234119999999998,2e-06,0.636814,0.00020999999999999998,0.38953399999999994,0.027054000000000005,0.58325
FastTextkNN3000,0.7338740000000001,0.0,0.6680459999999999,2e-05,0.37364400000000003,0.032055999999999994,0.59186
FastTextkNN4000,0.745354,0.0,0.6815200000000001,2e-06,0.36409199999999997,0.03241600000000001,0.5969920000000001
FastTextkNN5000,0.7581960000000001,0.0,0.7083220000000001,0.0,0.360464,0.033162,0.608996
FastTextkNN6000,0.766264,0.0,0.7261580000000001,0.0,0.37207999999999997,0.024116,0.621498
FastTextkNN7000,0.7656099999999999,0.0,0.736132,0.0,0.375152,0.021206,0.625628
FastTextkNN8000,0.754642,0.0,0.7349760000000001,0.0,0.36432400000000004,0.023607999999999997,0.617972
