,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_10_FastText_historicalVAD.tsv,0.8737,0.0,0.6786,0.0,0.735,0.0,0.7624
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_11_FastText_historicalVAD.tsv,0.8755,0.0,0.6715,0.0,0.7423,0.0,0.7631
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_12_FastText_historicalVAD.tsv,0.8759,0.0,0.6875,0.0,0.75,0.0,0.7711
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_13_FastText_historicalVAD.tsv,0.8755,0.0,0.6747,0.0,0.7424,0.0,0.7642
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_14_FastText_historicalVAD.tsv,0.8737,0.0,0.6763,0.0,0.7544,0.0,0.7682
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_15_FastText_historicalVAD.tsv,0.8799,0.0,0.6653,0.0,0.7491,0.0,0.7648
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_16_FastText_historicalVAD.tsv,0.8756,0.0,0.6698,0.0,0.7419,0.0,0.7624
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_17_FastText_historicalVAD.tsv,0.8781,0.0,0.6819,0.0,0.7445,0.0,0.7682
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_18_FastText_historicalVAD.tsv,0.879,0.0,0.682,0.0,0.7438,0.0,0.7683
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_19_FastText_historicalVAD.tsv,0.8771,0.0,0.6856,0.0,0.747,0.0,0.7699
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_1_FastText_historicalVAD.tsv,0.8718,0.0,0.6759,0.0,0.7429,0.0,0.7635
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_20_FastText_historicalVAD.tsv,0.8703,0.0,0.6849,0.0,0.7369,0.0,0.764
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_21_FastText_historicalVAD.tsv,0.8785,0.0,0.6829,0.0,0.7561,0.0,0.7725
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_22_FastText_historicalVAD.tsv,0.8773,0.0,0.682,0.0,0.7479,0.0,0.7691
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_23_FastText_historicalVAD.tsv,0.8744,0.0,0.6869,0.0,0.7516,0.0,0.771
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_24_FastText_historicalVAD.tsv,0.8681,0.0,0.6557,0.0,0.7453,0.0,0.7564
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_25_FastText_historicalVAD.tsv,0.8697,0.0,0.6756,0.0,0.7446,0.0,0.7633
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_26_FastText_historicalVAD.tsv,0.878,0.0,0.666,0.0,0.7501,0.0,0.7647
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_27_FastText_historicalVAD.tsv,0.875,0.0,0.669,0.0,0.7437,0.0,0.7626
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_28_FastText_historicalVAD.tsv,0.8745,0.0,0.6833,0.0,0.75,0.0,0.7693
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_29_FastText_historicalVAD.tsv,0.8744,0.0,0.6866,0.0,0.7509,0.0,0.7706
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_2_FastText_historicalVAD.tsv,0.8701,0.0,0.6838,0.0,0.7444,0.0,0.7661
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_30_FastText_historicalVAD.tsv,0.8764,0.0,0.6786,0.0,0.7471,0.0,0.7674
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_31_FastText_historicalVAD.tsv,0.8768,0.0,0.6714,0.0,0.7319,0.0,0.76
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_32_FastText_historicalVAD.tsv,0.8724,0.0,0.6706,0.0,0.7582,0.0,0.7671
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_33_FastText_historicalVAD.tsv,0.8759,0.0,0.6867,0.0,0.7463,0.0,0.7696
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_34_FastText_historicalVAD.tsv,0.8763,0.0,0.6749,0.0,0.7432,0.0,0.7648
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_35_FastText_historicalVAD.tsv,0.8762,0.0,0.6676,0.0,0.7474,0.0,0.7637
