,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_36_FastText_historicalVAD.tsv,0.8724,0.0,0.6906,0.0,0.7581,0.0,0.7737
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_37_FastText_historicalVAD.tsv,0.8728,0.0,0.6753,0.0,0.7456,0.0,0.7646
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_38_FastText_historicalVAD.tsv,0.8768,0.0,0.6732,0.0,0.7404,0.0,0.7635
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_39_FastText_historicalVAD.tsv,0.8735,0.0,0.6641,0.0,0.7505,0.0,0.7627
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_3_FastText_historicalVAD.tsv,0.8739,0.0,0.6887,0.0,0.7494,0.0,0.7707
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_40_FastText_historicalVAD.tsv,0.8732,0.0,0.6688,0.0,0.7463,0.0,0.7628
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_41_FastText_historicalVAD.tsv,0.8773,0.0,0.6688,0.0,0.7472,0.0,0.7644
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_42_FastText_historicalVAD.tsv,0.8794,0.0,0.6885,0.0,0.7456,0.0,0.7711
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_43_FastText_historicalVAD.tsv,0.8707,0.0,0.6712,0.0,0.7468,0.0,0.7629
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_44_FastText_historicalVAD.tsv,0.8764,0.0,0.6737,0.0,0.729,0.0,0.7597
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_45_FastText_historicalVAD.tsv,0.8748,0.0,0.6746,0.0,0.7449,0.0,0.7648
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_46_FastText_historicalVAD.tsv,0.8752,0.0,0.6721,0.0,0.7529,0.0,0.7667
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_47_FastText_historicalVAD.tsv,0.8804,0.0,0.6836,0.0,0.7491,0.0,0.771
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_48_FastText_historicalVAD.tsv,0.8748,0.0,0.6716,0.0,0.7466,0.0,0.7643
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_49_FastText_historicalVAD.tsv,0.8748,0.0,0.687,0.0,0.7449,0.0,0.7689
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_4_FastText_historicalVAD.tsv,0.8714,0.0,0.6809,0.0,0.7421,0.0,0.7648
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_50_FastText_historicalVAD.tsv,0.8812,0.0,0.6791,0.0,0.747,0.0,0.7691
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_5_FastText_historicalVAD.tsv,0.8763,0.0,0.6966,0.0,0.7448,0.0,0.7726
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_6_FastText_historicalVAD.tsv,0.8766,0.0,0.6744,0.0,0.7504,0.0,0.7671
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_7_FastText_historicalVAD.tsv,0.8756,0.0,0.6744,0.0,0.747,0.0,0.7657
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_8_FastText_historicalVAD.tsv,0.8774,0.0,0.6693,0.0,0.7477,0.0,0.7648
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_9_FastText_historicalVAD.tsv,0.8706,0.0,0.6743,0.0,0.7441,0.0,0.763
Mean,0.875112,0.0,0.6771280000000001,0.0,0.746186,0.0,0.766144
