,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_10_SGNS_historicalVAD.tsv,0.886,0.0,0.6505,0.0,0.7242,0.0,0.7536
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_11_SGNS_historicalVAD.tsv,0.8896,0.0,0.6665,0.0,0.7328,0.0,0.763
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_12_SGNS_historicalVAD.tsv,0.9092,0.0,0.6427,0.0,0.7287,0.0,0.7602
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_13_SGNS_historicalVAD.tsv,0.8905,0.0,0.6688,0.0,0.7577,0.0,0.7723
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_14_SGNS_historicalVAD.tsv,0.8778,0.0,0.6506,0.0,0.7505,0.0,0.7596
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_15_SGNS_historicalVAD.tsv,0.8973,0.0,0.6736,0.0,0.7237,0.0,0.7649
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_16_SGNS_historicalVAD.tsv,0.8912,0.0,0.6623,0.0,0.7253,0.0,0.7596
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_17_SGNS_historicalVAD.tsv,0.8848,0.0,0.6467,0.0,0.6926,0.0,0.7414
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_18_SGNS_historicalVAD.tsv,0.8793,0.0,0.6551,0.0,0.7236,0.0,0.7527
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_19_SGNS_historicalVAD.tsv,0.8704,0.0,0.6435,0.0,0.7197,0.0,0.7445
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_1_SGNS_historicalVAD.tsv,0.8922,0.0,0.6509,0.0,0.6864,0.0,0.7432
HistoricalVAD\SGNS_LinearRegression\NRC_VAD4000\NRC_VAD_4000_20_SGNS_historicalVAD.tsv,0.8825,0.0,0.6604,0.0,0.7009,0.0,0.7479
