,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_10_SGNS_historicalVAD.tsv,0.8829,0.0,0.6087,0.0,0.707,0.0,0.7329
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_11_SGNS_historicalVAD.tsv,0.8781,0.0,0.6267,0.0,0.8015,0.0,0.7687
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_12_SGNS_historicalVAD.tsv,0.8788,0.0,0.642,0.0,0.7016,0.0,0.7408
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_13_SGNS_historicalVAD.tsv,0.8847,0.0,0.685,0.0,0.6728,0.0,0.7475
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_14_SGNS_historicalVAD.tsv,0.8781,0.0,0.6495,0.0,0.6791,0.0,0.7356
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_15_SGNS_historicalVAD.tsv,0.8784,0.0,0.6645,0.0,0.7342,0.0,0.759
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_16_SGNS_historicalVAD.tsv,0.8896,0.0,0.67,0.0,0.7879,0.0,0.7825
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_17_SGNS_historicalVAD.tsv,0.8837,0.0,0.6917,0.0,0.7739,0.0,0.7831
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_18_SGNS_historicalVAD.tsv,0.8732,0.0,0.6397,0.0,0.6847,0.0,0.7326
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_19_SGNS_historicalVAD.tsv,0.8527,0.0,0.6707,0.0,0.7472,0.0,0.7569
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_1_SGNS_historicalVAD.tsv,0.8693,0.0,0.6266,0.0,0.6994,0.0,0.7318
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_20_SGNS_historicalVAD.tsv,0.8994,0.0,0.6638,0.0,0.7514,0.0,0.7716
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_21_SGNS_historicalVAD.tsv,0.8925,0.0,0.6364,0.0,0.7266,0.0,0.7518
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_22_SGNS_historicalVAD.tsv,0.8953,0.0,0.6203,0.0,0.7577,0.0,0.7578
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_23_SGNS_historicalVAD.tsv,0.8807,0.0,0.6785,0.0,0.715,0.0,0.7581
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_24_SGNS_historicalVAD.tsv,0.9015,0.0,0.6663,0.0,0.7551,0.0,0.7743
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_25_SGNS_historicalVAD.tsv,0.8807,0.0,0.6386,0.0,0.7012,0.0,0.7401
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_26_SGNS_historicalVAD.tsv,0.8864,0.0,0.616,0.0,0.748,0.0,0.7501
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_27_SGNS_historicalVAD.tsv,0.8725,0.0,0.6078,0.0,0.7134,0.0,0.7312
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_28_SGNS_historicalVAD.tsv,0.8946,0.0,0.6786,0.0,0.7343,0.0,0.7692
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_29_SGNS_historicalVAD.tsv,0.9073,0.0,0.6556,0.0,0.7057,0.0,0.7562
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_2_SGNS_historicalVAD.tsv,0.8702,0.0,0.5964,0.0001,0.7151,0.0,0.7272
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_30_SGNS_historicalVAD.tsv,0.8938,0.0,0.6339,0.0,0.7209,0.0,0.7495
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_31_SGNS_historicalVAD.tsv,0.8697,0.0,0.6138,0.0,0.6743,0.0,0.7193
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_32_SGNS_historicalVAD.tsv,0.8978,0.0,0.6114,0.0,0.6417,0.0,0.717
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_33_SGNS_historicalVAD.tsv,0.89,0.0,0.6726,0.0,0.7688,0.0,0.7771
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_34_SGNS_historicalVAD.tsv,0.8869,0.0,0.6035,0.0,0.6554,0.0,0.7153
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_35_SGNS_historicalVAD.tsv,0.8574,0.0,0.6242,0.0,0.767,0.0,0.7495
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_36_SGNS_historicalVAD.tsv,0.881,0.0,0.6255,0.0,0.6721,0.0,0.7262
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_37_SGNS_historicalVAD.tsv,0.868,0.0,0.6589,0.0,0.7035,0.0,0.7435
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_38_SGNS_historicalVAD.tsv,0.8806,0.0,0.6444,0.0,0.6854,0.0,0.7368
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_39_SGNS_historicalVAD.tsv,0.8785,0.0,0.6125,0.0,0.6727,0.0,0.7212
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_3_SGNS_historicalVAD.tsv,0.8577,0.0,0.587,0.0001,0.6693,0.0,0.7047
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_40_SGNS_historicalVAD.tsv,0.8973,0.0,0.6687,0.0,0.7327,0.0,0.7662
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_41_SGNS_historicalVAD.tsv,0.8789,0.0,0.5825,0.0001,0.7348,0.0,0.7321
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_42_SGNS_historicalVAD.tsv,0.8843,0.0,0.6798,0.0,0.7345,0.0,0.7662
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_43_SGNS_historicalVAD.tsv,0.8822,0.0,0.6437,0.0,0.7213,0.0,0.7491
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_44_SGNS_historicalVAD.tsv,0.9017,0.0,0.6393,0.0,0.8075,0.0,0.7828
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_45_SGNS_historicalVAD.tsv,0.8833,0.0,0.5729,0.0001,0.675,0.0,0.7104
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_46_SGNS_historicalVAD.tsv,0.8945,0.0,0.5628,0.0002,0.7385,0.0,0.732
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_47_SGNS_historicalVAD.tsv,0.8794,0.0,0.7027,0.0,0.7782,0.0,0.7867
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_48_SGNS_historicalVAD.tsv,0.8978,0.0,0.7233,0.0,0.7869,0.0,0.8026
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_49_SGNS_historicalVAD.tsv,0.8878,0.0,0.6489,0.0,0.6997,0.0,0.7455
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_4_SGNS_historicalVAD.tsv,0.8889,0.0,0.6319,0.0,0.7746,0.0,0.7651
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_50_SGNS_historicalVAD.tsv,0.8963,0.0,0.651,0.0,0.7226,0.0,0.7566
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_5_SGNS_historicalVAD.tsv,0.8926,0.0,0.6926,0.0,0.7319,0.0,0.7724
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_6_SGNS_historicalVAD.tsv,0.8736,0.0,0.6573,0.0,0.6493,0.0,0.7267
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_7_SGNS_historicalVAD.tsv,0.9015,0.0,0.6326,0.0,0.6876,0.0,0.7406
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_8_SGNS_historicalVAD.tsv,0.8715,0.0,0.6653,0.0,0.7191,0.0,0.7519
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_9_SGNS_historicalVAD.tsv,0.8802,0.0,0.6568,0.0,0.7448,0.0,0.7606
Mean,0.8836760000000001,0.0,0.6426639999999999,1.2e-05,0.7216579999999999,0.0,0.7493319999999999
