,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_10_SGNS_historicalVAD.tsv,0.7872,0.0,0.6258,0.0,0.5503,0.0003,0.6544
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_11_SGNS_historicalVAD.tsv,0.7811,0.0,0.6296,0.0,0.5415,0.0004,0.6507
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_12_SGNS_historicalVAD.tsv,0.7924,0.0,0.6337,0.0,0.5397,0.0004,0.6552
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_13_SGNS_historicalVAD.tsv,0.7913,0.0,0.6403,0.0,0.5409,0.0004,0.6575
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_14_SGNS_historicalVAD.tsv,0.7814,0.0,0.6335,0.0,0.5217,0.0007,0.6455
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_15_SGNS_historicalVAD.tsv,0.7872,0.0,0.6305,0.0,0.5104,0.0009,0.6427
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_16_SGNS_historicalVAD.tsv,0.7836,0.0,0.6324,0.0,0.5234,0.0006,0.6464
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_17_SGNS_historicalVAD.tsv,0.7851,0.0,0.6307,0.0,0.5253,0.0006,0.647
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_18_SGNS_historicalVAD.tsv,0.7763,0.0,0.6218,0.0,0.5381,0.0004,0.6454
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_19_SGNS_historicalVAD.tsv,0.7964,0.0,0.6291,0.0,0.5327,0.0005,0.6528
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_1_SGNS_historicalVAD.tsv,0.7843,0.0,0.633,0.0,0.5301,0.0005,0.6491
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_20_SGNS_historicalVAD.tsv,0.7931,0.0,0.6294,0.0,0.5532,0.0003,0.6585
