,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_21_SGNS_historicalVAD.tsv,0.7757,0.0,0.6243,0.0,0.5277,0.0006,0.6425
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_22_SGNS_historicalVAD.tsv,0.7975,0.0,0.6396,0.0,0.5283,0.0005,0.6551
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_23_SGNS_historicalVAD.tsv,0.7817,0.0,0.6281,0.0,0.5402,0.0004,0.65
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_24_SGNS_historicalVAD.tsv,0.78,0.0,0.6257,0.0,0.5182,0.0007,0.6413
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_25_SGNS_historicalVAD.tsv,0.778,0.0,0.6266,0.0,0.5396,0.0004,0.6481
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_26_SGNS_historicalVAD.tsv,0.778,0.0,0.6335,0.0,0.5297,0.0005,0.6471
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_27_SGNS_historicalVAD.tsv,0.7796,0.0,0.6262,0.0,0.5343,0.0005,0.6467
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_28_SGNS_historicalVAD.tsv,0.7781,0.0,0.6367,0.0,0.5262,0.0006,0.647
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_29_SGNS_historicalVAD.tsv,0.7819,0.0,0.6319,0.0,0.5241,0.0006,0.646
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_2_SGNS_historicalVAD.tsv,0.7826,0.0,0.6199,0.0,0.5407,0.0004,0.6477
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_30_SGNS_historicalVAD.tsv,0.787,0.0,0.6355,0.0,0.5299,0.0005,0.6508
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_31_SGNS_historicalVAD.tsv,0.7887,0.0,0.6334,0.0,0.5267,0.0006,0.6496
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_32_SGNS_historicalVAD.tsv,0.784,0.0,0.6282,0.0,0.5327,0.0005,0.6483
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_33_SGNS_historicalVAD.tsv,0.7901,0.0,0.6363,0.0,0.5336,0.0005,0.6533
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_34_SGNS_historicalVAD.tsv,0.7868,0.0,0.6342,0.0,0.5327,0.0005,0.6512
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_35_SGNS_historicalVAD.tsv,0.7846,0.0,0.6306,0.0,0.5253,0.0006,0.6469
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_36_SGNS_historicalVAD.tsv,0.7849,0.0,0.6344,0.0,0.5324,0.0005,0.6505
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_37_SGNS_historicalVAD.tsv,0.7811,0.0,0.6335,0.0,0.5331,0.0005,0.6493
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_38_SGNS_historicalVAD.tsv,0.7985,0.0,0.6429,0.0,0.5316,0.0005,0.6577
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_39_SGNS_historicalVAD.tsv,0.7804,0.0,0.6305,0.0,0.5382,0.0004,0.6497
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_3_SGNS_historicalVAD.tsv,0.7969,0.0,0.6251,0.0,0.5349,0.0005,0.6523
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_40_SGNS_historicalVAD.tsv,0.7842,0.0,0.6303,0.0,0.5237,0.0006,0.6461
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_41_SGNS_historicalVAD.tsv,0.7922,0.0,0.637,0.0,0.531,0.0005,0.6534
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_42_SGNS_historicalVAD.tsv,0.7907,0.0,0.6287,0.0,0.5344,0.0005,0.6513
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_43_SGNS_historicalVAD.tsv,0.7867,0.0,0.6256,0.0,0.5359,0.0004,0.6494
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_44_SGNS_historicalVAD.tsv,0.7828,0.0,0.631,0.0,0.5388,0.0004,0.6509
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_45_SGNS_historicalVAD.tsv,0.7869,0.0,0.6332,0.0,0.5476,0.0003,0.6559
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_46_SGNS_historicalVAD.tsv,0.7909,0.0,0.6376,0.0,0.5314,0.0005,0.6533
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_47_SGNS_historicalVAD.tsv,0.7818,0.0,0.6332,0.0,0.5416,0.0004,0.6522
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_48_SGNS_historicalVAD.tsv,0.787,0.0,0.6338,0.0,0.5453,0.0003,0.6554
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_49_SGNS_historicalVAD.tsv,0.7816,0.0,0.6215,0.0,0.5389,0.0004,0.6473
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_4_SGNS_historicalVAD.tsv,0.7831,0.0,0.6281,0.0,0.5492,0.0003,0.6535
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_50_SGNS_historicalVAD.tsv,0.7844,0.0,0.6342,0.0,0.5564,0.0002,0.6584
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_5_SGNS_historicalVAD.tsv,0.7836,0.0,0.6387,0.0,0.5259,0.0006,0.6494
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_6_SGNS_historicalVAD.tsv,0.7827,0.0,0.6342,0.0,0.5392,0.0004,0.652
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_7_SGNS_historicalVAD.tsv,0.7899,0.0,0.6325,0.0,0.5511,0.0003,0.6578
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_8_SGNS_historicalVAD.tsv,0.7892,0.0,0.6298,0.0,0.5366,0.0004,0.6518
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_9_SGNS_historicalVAD.tsv,0.7913,0.0,0.6387,0.0,0.5318,0.0005,0.6539
Mean,0.78569,0.0,0.6315,0.0,0.534524,0.000476,0.650566
