,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_10_FastText_historicalVAD.tsv,0.7594,0.0,0.608,0.0001,0.5941,0.0001,0.6538
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_11_FastText_historicalVAD.tsv,0.7244,0.0,0.5401,0.0005,0.557,0.0003,0.6072
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_12_FastText_historicalVAD.tsv,0.7472,0.0,0.592,0.0001,0.5584,0.0003,0.6325
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_13_FastText_historicalVAD.tsv,0.8018,0.0,0.63,0.0,0.622,0.0,0.6846
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_14_FastText_historicalVAD.tsv,0.7658,0.0,0.5085,0.0011,0.6028,0.0001,0.6257
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_15_FastText_historicalVAD.tsv,0.7976,0.0,0.559,0.0003,0.5644,0.0002,0.6403
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_16_FastText_historicalVAD.tsv,0.8287,0.0,0.6134,0.0,0.6576,0.0,0.6999
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_17_FastText_historicalVAD.tsv,0.7988,0.0,0.6185,0.0,0.6349,0.0,0.6841
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_18_FastText_historicalVAD.tsv,0.7878,0.0,0.6027,0.0001,0.605,0.0001,0.6652
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_19_FastText_historicalVAD.tsv,0.7633,0.0,0.5971,0.0001,0.5922,0.0001,0.6509
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_1_FastText_historicalVAD.tsv,0.759,0.0,0.6137,0.0,0.5621,0.0002,0.645
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_20_FastText_historicalVAD.tsv,0.7692,0.0,0.648,0.0,0.5686,0.0002,0.662
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_21_FastText_historicalVAD.tsv,0.8026,0.0,0.6177,0.0,0.5895,0.0001,0.6699
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_22_FastText_historicalVAD.tsv,0.7396,0.0,0.5773,0.0001,0.5629,0.0002,0.6266
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_23_FastText_historicalVAD.tsv,0.7868,0.0,0.5418,0.0004,0.6063,0.0001,0.645
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_24_FastText_historicalVAD.tsv,0.7682,0.0,0.5683,0.0002,0.6175,0.0,0.6514
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_25_FastText_historicalVAD.tsv,0.7782,0.0,0.6353,0.0,0.5997,0.0001,0.6711
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_26_FastText_historicalVAD.tsv,0.7903,0.0,0.6315,0.0,0.5965,0.0001,0.6728
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_27_FastText_historicalVAD.tsv,0.7942,0.0,0.6162,0.0,0.5862,0.0001,0.6655
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_28_FastText_historicalVAD.tsv,0.7791,0.0,0.5595,0.0003,0.5585,0.0003,0.6323
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_29_FastText_historicalVAD.tsv,0.7599,0.0,0.5229,0.0008,0.5703,0.0002,0.6177
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_2_FastText_historicalVAD.tsv,0.8113,0.0,0.5801,0.0001,0.6506,0.0,0.6806
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_30_FastText_historicalVAD.tsv,0.7604,0.0,0.5901,0.0001,0.6142,0.0,0.6549
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_31_FastText_historicalVAD.tsv,0.7458,0.0,0.5333,0.0006,0.5862,0.0001,0.6218
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_32_FastText_historicalVAD.tsv,0.7648,0.0,0.5589,0.0003,0.5456,0.0004,0.6231
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_33_FastText_historicalVAD.tsv,0.8049,0.0,0.5401,0.0005,0.5989,0.0001,0.648
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_34_FastText_historicalVAD.tsv,0.7908,0.0,0.5638,0.0002,0.5458,0.0004,0.6335
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_35_FastText_historicalVAD.tsv,0.7671,0.0,0.5162,0.0009,0.5782,0.0001,0.6205
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_36_FastText_historicalVAD.tsv,0.7906,0.0,0.5388,0.0005,0.566,0.0002,0.6318
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_37_FastText_historicalVAD.tsv,0.7501,0.0,0.4748,0.0026,0.5951,0.0001,0.6067
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_38_FastText_historicalVAD.tsv,0.7762,0.0,0.5974,0.0001,0.5504,0.0003,0.6414
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_39_FastText_historicalVAD.tsv,0.7684,0.0,0.5413,0.0004,0.6237,0.0,0.6445
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_3_FastText_historicalVAD.tsv,0.7593,0.0,0.5516,0.0003,0.5727,0.0002,0.6279
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_40_FastText_historicalVAD.tsv,0.7362,0.0,0.5444,0.0004,0.5446,0.0004,0.6084
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_41_FastText_historicalVAD.tsv,0.7779,0.0,0.5861,0.0001,0.5796,0.0001,0.6479
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_42_FastText_historicalVAD.tsv,0.7762,0.0,0.5814,0.0001,0.584,0.0001,0.6472
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_43_FastText_historicalVAD.tsv,0.7944,0.0,0.5933,0.0001,0.6288,0.0,0.6722
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_44_FastText_historicalVAD.tsv,0.776,0.0,0.4947,0.0016,0.5765,0.0002,0.6157
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_45_FastText_historicalVAD.tsv,0.7793,0.0,0.5231,0.0008,0.5669,0.0002,0.6231
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_46_FastText_historicalVAD.tsv,0.7737,0.0,0.5531,0.0003,0.5292,0.0006,0.6187
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_47_FastText_historicalVAD.tsv,0.7828,0.0,0.5967,0.0001,0.5827,0.0001,0.6541
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_48_FastText_historicalVAD.tsv,0.7766,0.0,0.5512,0.0003,0.5794,0.0001,0.6357
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_49_FastText_historicalVAD.tsv,0.7835,0.0,0.5848,0.0001,0.5889,0.0001,0.6524
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_4_FastText_historicalVAD.tsv,0.7919,0.0,0.6055,0.0001,0.6161,0.0,0.6711
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_50_FastText_historicalVAD.tsv,0.7934,0.0,0.6037,0.0001,0.5463,0.0004,0.6478
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_5_FastText_historicalVAD.tsv,0.7794,0.0,0.5359,0.0005,0.6185,0.0,0.6446
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_6_FastText_historicalVAD.tsv,0.7946,0.0,0.5681,0.0002,0.57,0.0002,0.6442
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_7_FastText_historicalVAD.tsv,0.7366,0.0,0.5699,0.0002,0.5114,0.001,0.606
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_8_FastText_historicalVAD.tsv,0.7708,0.0,0.5422,0.0004,0.5891,0.0001,0.634
HistoricalVAD\FastText_kNN\Warriner7000\Warriner_7000_9_FastText_historicalVAD.tsv,0.7506,0.0,0.573,0.0002,0.5738,0.0002,0.6325
Mean,0.7753099999999999,0.0,0.5719000000000001,0.00032599999999999996,0.584394,0.00017,0.6438759999999999
