,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_10_SGNS_historicalVAD.tsv,0.8003,0.0,0.6372,0.0,0.5404,0.0004,0.6593
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_11_SGNS_historicalVAD.tsv,0.7808,0.0,0.6292,0.0,0.5296,0.0005,0.6465
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_12_SGNS_historicalVAD.tsv,0.7791,0.0,0.6264,0.0,0.5377,0.0004,0.6478
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_13_SGNS_historicalVAD.tsv,0.7822,0.0,0.6355,0.0,0.5327,0.0005,0.6501
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_14_SGNS_historicalVAD.tsv,0.7728,0.0,0.6301,0.0,0.5312,0.0005,0.6447
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_15_SGNS_historicalVAD.tsv,0.7788,0.0,0.6404,0.0,0.5303,0.0005,0.6499
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_16_SGNS_historicalVAD.tsv,0.7776,0.0,0.6355,0.0,0.5331,0.0005,0.6487
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_17_SGNS_historicalVAD.tsv,0.7964,0.0,0.6371,0.0,0.5419,0.0004,0.6585
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_18_SGNS_historicalVAD.tsv,0.7717,0.0,0.6122,0.0,0.5379,0.0004,0.6406
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_19_SGNS_historicalVAD.tsv,0.7833,0.0,0.6418,0.0,0.5442,0.0003,0.6564
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_1_SGNS_historicalVAD.tsv,0.7837,0.0,0.6375,0.0,0.5264,0.0006,0.6492
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_20_SGNS_historicalVAD.tsv,0.778,0.0,0.6268,0.0,0.5331,0.0005,0.646
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_21_SGNS_historicalVAD.tsv,0.8007,0.0,0.6403,0.0,0.5191,0.0007,0.6534
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_22_SGNS_historicalVAD.tsv,0.792,0.0,0.6368,0.0,0.5398,0.0004,0.6562
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_23_SGNS_historicalVAD.tsv,0.787,0.0,0.6299,0.0,0.5253,0.0006,0.6474
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_24_SGNS_historicalVAD.tsv,0.7825,0.0,0.6268,0.0,0.5115,0.0009,0.6403
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_25_SGNS_historicalVAD.tsv,0.7899,0.0,0.6224,0.0,0.5027,0.0011,0.6383
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_26_SGNS_historicalVAD.tsv,0.7772,0.0,0.6237,0.0,0.5328,0.0005,0.6446
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_27_SGNS_historicalVAD.tsv,0.785,0.0,0.6276,0.0,0.5409,0.0004,0.6512
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_28_SGNS_historicalVAD.tsv,0.7969,0.0,0.6363,0.0,0.5412,0.0004,0.6582
