,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_27_SGNS_historicalVAD.tsv,0.8926,0.0,0.6538,0.0,0.7403,0.0,0.7622
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_28_SGNS_historicalVAD.tsv,0.884,0.0,0.6362,0.0,0.7518,0.0,0.7573
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_29_SGNS_historicalVAD.tsv,0.8905,0.0,0.6425,0.0,0.748,0.0,0.7603
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_2_SGNS_historicalVAD.tsv,0.8927,0.0,0.6684,0.0,0.776,0.0,0.779
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_30_SGNS_historicalVAD.tsv,0.8901,0.0,0.6408,0.0,0.77,0.0,0.767
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_31_SGNS_historicalVAD.tsv,0.8935,0.0,0.666,0.0,0.7551,0.0,0.7715
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_32_SGNS_historicalVAD.tsv,0.8943,0.0,0.6736,0.0,0.7604,0.0,0.7761
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_33_SGNS_historicalVAD.tsv,0.8906,0.0,0.6696,0.0,0.769,0.0,0.7764
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_34_SGNS_historicalVAD.tsv,0.8875,0.0,0.6866,0.0,0.7577,0.0,0.7773
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_35_SGNS_historicalVAD.tsv,0.8846,0.0,0.6359,0.0,0.7575,0.0,0.7593
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_36_SGNS_historicalVAD.tsv,0.8894,0.0,0.679,0.0,0.7704,0.0,0.7796
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_37_SGNS_historicalVAD.tsv,0.8825,0.0,0.668,0.0,0.7188,0.0,0.7565
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_38_SGNS_historicalVAD.tsv,0.8886,0.0,0.6525,0.0,0.761,0.0,0.7674
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_39_SGNS_historicalVAD.tsv,0.8773,0.0,0.6674,0.0,0.7322,0.0,0.759
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_3_SGNS_historicalVAD.tsv,0.8843,0.0,0.6589,0.0,0.7523,0.0,0.7651
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_40_SGNS_historicalVAD.tsv,0.8876,0.0,0.6404,0.0,0.7196,0.0,0.7492
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_41_SGNS_historicalVAD.tsv,0.8872,0.0,0.6568,0.0,0.7769,0.0,0.7736
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_42_SGNS_historicalVAD.tsv,0.886,0.0,0.6441,0.0,0.7561,0.0,0.7621
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_43_SGNS_historicalVAD.tsv,0.8926,0.0,0.6564,0.0,0.7808,0.0,0.7766
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_44_SGNS_historicalVAD.tsv,0.8816,0.0,0.6574,0.0,0.7291,0.0,0.7561
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_45_SGNS_historicalVAD.tsv,0.8879,0.0,0.6479,0.0,0.7813,0.0,0.7724
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_46_SGNS_historicalVAD.tsv,0.885,0.0,0.6401,0.0,0.7325,0.0,0.7525
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_47_SGNS_historicalVAD.tsv,0.8815,0.0,0.6367,0.0,0.7367,0.0,0.7516
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_48_SGNS_historicalVAD.tsv,0.8907,0.0,0.6441,0.0,0.7419,0.0,0.7589
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_49_SGNS_historicalVAD.tsv,0.8895,0.0,0.6462,0.0,0.7207,0.0,0.7521
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_4_SGNS_historicalVAD.tsv,0.8832,0.0,0.6421,0.0,0.7706,0.0,0.7653
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_50_SGNS_historicalVAD.tsv,0.8955,0.0,0.6248,0.0,0.7617,0.0,0.7607
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_5_SGNS_historicalVAD.tsv,0.8802,0.0,0.6334,0.0,0.7443,0.0,0.7526
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_6_SGNS_historicalVAD.tsv,0.8878,0.0,0.6305,0.0,0.7317,0.0,0.75
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_7_SGNS_historicalVAD.tsv,0.8902,0.0,0.6428,0.0,0.7352,0.0,0.7561
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_8_SGNS_historicalVAD.tsv,0.8859,0.0,0.6852,0.0,0.7565,0.0,0.7759
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_9_SGNS_historicalVAD.tsv,0.8851,0.0,0.6299,0.0,0.7311,0.0,0.7487
Mean,0.887482,0.0,0.6504059999999999,0.0,0.7496299999999999,0.0,0.762512
