,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_10_SGNS_historicalVAD.tsv,0.8899,0.0,0.6559,0.0,0.7437,0.0,0.7632
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_11_SGNS_historicalVAD.tsv,0.8894,0.0,0.6479,0.0,0.7438,0.0,0.7604
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_12_SGNS_historicalVAD.tsv,0.8937,0.0,0.6583,0.0,0.7584,0.0,0.7701
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_13_SGNS_historicalVAD.tsv,0.8896,0.0,0.6425,0.0,0.7732,0.0,0.7685
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_14_SGNS_historicalVAD.tsv,0.8871,0.0,0.6585,0.0,0.7616,0.0,0.7691
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_15_SGNS_historicalVAD.tsv,0.8896,0.0,0.655,0.0,0.752,0.0,0.7656
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_16_SGNS_historicalVAD.tsv,0.8809,0.0,0.653,0.0,0.7427,0.0,0.7588
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_17_SGNS_historicalVAD.tsv,0.8888,0.0,0.6436,0.0,0.7542,0.0,0.7622
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_18_SGNS_historicalVAD.tsv,0.8879,0.0,0.6439,0.0,0.7121,0.0,0.748
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_19_SGNS_historicalVAD.tsv,0.8969,0.0,0.6279,0.0,0.736,0.0,0.7536
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_1_SGNS_historicalVAD.tsv,0.8908,0.0,0.6355,0.0,0.7485,0.0,0.7583
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_20_SGNS_historicalVAD.tsv,0.885,0.0,0.6233,0.0,0.7512,0.0,0.7532
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_21_SGNS_historicalVAD.tsv,0.8963,0.0,0.6468,0.0,0.7398,0.0,0.761
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_22_SGNS_historicalVAD.tsv,0.8805,0.0,0.6694,0.0,0.7467,0.0,0.7656
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_23_SGNS_historicalVAD.tsv,0.8842,0.0,0.6631,0.0,0.7604,0.0,0.7692
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_24_SGNS_historicalVAD.tsv,0.8734,0.0,0.6503,0.0,0.731,0.0,0.7516
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_25_SGNS_historicalVAD.tsv,0.8868,0.0,0.6323,0.0,0.7508,0.0,0.7566
HistoricalVAD\SGNS_LinearRegression\NRC_VAD8000\NRC_VAD_8000_26_SGNS_historicalVAD.tsv,0.8833,0.0,0.6551,0.0,0.7482,0.0,0.7622
