,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_10_SGNS_historicalVAD.tsv,0.7867,0.0,0.642,0.0,0.5156,0.0008,0.6481
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_11_SGNS_historicalVAD.tsv,0.7672,0.0,0.6354,0.0,0.5447,0.0003,0.6491
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_12_SGNS_historicalVAD.tsv,0.7848,0.0,0.6444,0.0,0.5368,0.0004,0.6553
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_13_SGNS_historicalVAD.tsv,0.7774,0.0,0.633,0.0,0.5368,0.0004,0.649
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_14_SGNS_historicalVAD.tsv,0.7767,0.0,0.6373,0.0,0.5243,0.0006,0.6461
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_15_SGNS_historicalVAD.tsv,0.8046,0.0,0.6294,0.0,0.5292,0.0005,0.6544
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_16_SGNS_historicalVAD.tsv,0.7763,0.0,0.6385,0.0,0.5373,0.0004,0.6507
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_17_SGNS_historicalVAD.tsv,0.7722,0.0,0.6273,0.0,0.5249,0.0006,0.6415
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_18_SGNS_historicalVAD.tsv,0.7676,0.0,0.6214,0.0,0.5519,0.0003,0.647
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_19_SGNS_historicalVAD.tsv,0.7792,0.0,0.6389,0.0,0.5125,0.0009,0.6435
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_1_SGNS_historicalVAD.tsv,0.7794,0.0,0.6385,0.0,0.5141,0.0008,0.644
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_20_SGNS_historicalVAD.tsv,0.7675,0.0,0.6317,0.0,0.5367,0.0004,0.6453
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_21_SGNS_historicalVAD.tsv,0.7797,0.0,0.6262,0.0,0.5584,0.0002,0.6548
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_22_SGNS_historicalVAD.tsv,0.7851,0.0,0.6356,0.0,0.5203,0.0007,0.647
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_23_SGNS_historicalVAD.tsv,0.7805,0.0,0.6318,0.0,0.5403,0.0004,0.6509
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_24_SGNS_historicalVAD.tsv,0.779,0.0,0.6287,0.0,0.5329,0.0005,0.6469
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_25_SGNS_historicalVAD.tsv,0.7847,0.0,0.6321,0.0,0.5266,0.0006,0.6478
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_26_SGNS_historicalVAD.tsv,0.7885,0.0,0.6239,0.0,0.5411,0.0004,0.6512
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_27_SGNS_historicalVAD.tsv,0.776,0.0,0.6046,0.0,0.5333,0.0005,0.6379
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_28_SGNS_historicalVAD.tsv,0.785,0.0,0.6402,0.0,0.5385,0.0004,0.6546
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_29_SGNS_historicalVAD.tsv,0.7821,0.0,0.6354,0.0,0.5588,0.0002,0.6588
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_2_SGNS_historicalVAD.tsv,0.7827,0.0,0.6265,0.0,0.525,0.0006,0.6447
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_30_SGNS_historicalVAD.tsv,0.7771,0.0,0.6283,0.0,0.5242,0.0006,0.6432
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_31_SGNS_historicalVAD.tsv,0.7876,0.0,0.6298,0.0,0.5429,0.0004,0.6534
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_32_SGNS_historicalVAD.tsv,0.7898,0.0,0.6345,0.0,0.5114,0.0009,0.6452
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_33_SGNS_historicalVAD.tsv,0.7977,0.0,0.6424,0.0,0.5435,0.0003,0.6612
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_34_SGNS_historicalVAD.tsv,0.7911,0.0,0.6378,0.0,0.5325,0.0005,0.6538
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_35_SGNS_historicalVAD.tsv,0.7759,0.0,0.6264,0.0,0.5153,0.0008,0.6392
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_36_SGNS_historicalVAD.tsv,0.7781,0.0,0.6295,0.0,0.53,0.0005,0.6459
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_37_SGNS_historicalVAD.tsv,0.7945,0.0,0.6262,0.0,0.5122,0.0009,0.6443
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_38_SGNS_historicalVAD.tsv,0.7852,0.0,0.6294,0.0,0.4868,0.0017,0.6338
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_39_SGNS_historicalVAD.tsv,0.7771,0.0,0.6236,0.0,0.517,0.0008,0.6392
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_3_SGNS_historicalVAD.tsv,0.788,0.0,0.6205,0.0,0.5418,0.0004,0.6501
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_40_SGNS_historicalVAD.tsv,0.7738,0.0,0.6255,0.0,0.5455,0.0003,0.6483
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_41_SGNS_historicalVAD.tsv,0.7897,0.0,0.6343,0.0,0.5283,0.0005,0.6508
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_42_SGNS_historicalVAD.tsv,0.8084,0.0,0.6345,0.0,0.5446,0.0003,0.6625
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_43_SGNS_historicalVAD.tsv,0.7979,0.0,0.6304,0.0,0.5376,0.0004,0.6553
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_44_SGNS_historicalVAD.tsv,0.8023,0.0,0.6256,0.0,0.5521,0.0003,0.66
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_45_SGNS_historicalVAD.tsv,0.7771,0.0,0.6226,0.0,0.5208,0.0007,0.6402
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_46_SGNS_historicalVAD.tsv,0.7841,0.0,0.6207,0.0,0.5218,0.0007,0.6422
