,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_10_FastText_historicalVAD.tsv,0.8549,0.0,0.6594,0.0,0.7275,0.0,0.7473
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_11_FastText_historicalVAD.tsv,0.8346,0.0,0.6869,0.0,0.7348,0.0,0.7521
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_12_FastText_historicalVAD.tsv,0.8543,0.0,0.6361,0.0,0.6945,0.0,0.7283
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_13_FastText_historicalVAD.tsv,0.8785,0.0,0.6466,0.0,0.7182,0.0,0.7478
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_14_FastText_historicalVAD.tsv,0.8659,0.0,0.6865,0.0,0.734,0.0,0.7621
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_15_FastText_historicalVAD.tsv,0.8788,0.0,0.7047,0.0,0.7236,0.0,0.769
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_16_FastText_historicalVAD.tsv,0.8689,0.0,0.6542,0.0,0.7119,0.0,0.745
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_17_FastText_historicalVAD.tsv,0.8734,0.0,0.7026,0.0,0.6992,0.0,0.7584
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_18_FastText_historicalVAD.tsv,0.8603,0.0,0.649,0.0,0.7195,0.0,0.7429
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_19_FastText_historicalVAD.tsv,0.8726,0.0,0.6467,0.0,0.7142,0.0,0.7445
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_1_FastText_historicalVAD.tsv,0.8573,0.0,0.6932,0.0,0.7329,0.0,0.7611
