,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_10_FastText_historicalVAD.tsv,0.8506,0.0,0.6654,0.0,0.7024,0.0,0.7395
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_11_FastText_historicalVAD.tsv,0.8619,0.0,0.6038,0.0,0.7177,0.0,0.7278
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_12_FastText_historicalVAD.tsv,0.8399,0.0,0.6345,0.0,0.661,0.0,0.7118
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_13_FastText_historicalVAD.tsv,0.8177,0.0,0.6807,0.0,0.6921,0.0,0.7301
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_14_FastText_historicalVAD.tsv,0.8361,0.0,0.6025,0.0,0.6702,0.0,0.703
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_15_FastText_historicalVAD.tsv,0.8118,0.0,0.6021,0.0001,0.7069,0.0,0.7069
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_16_FastText_historicalVAD.tsv,0.8205,0.0,0.649,0.0,0.7619,0.0,0.7438
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_17_FastText_historicalVAD.tsv,0.8301,0.0,0.6549,0.0,0.649,0.0,0.7113
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_18_FastText_historicalVAD.tsv,0.8671,0.0,0.6716,0.0,0.7333,0.0,0.7573
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_19_FastText_historicalVAD.tsv,0.8686,0.0,0.6715,0.0,0.7321,0.0,0.7574
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_1_FastText_historicalVAD.tsv,0.8549,0.0,0.699,0.0,0.7114,0.0,0.7551
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_20_FastText_historicalVAD.tsv,0.8361,0.0,0.6704,0.0,0.7477,0.0,0.7514
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_21_FastText_historicalVAD.tsv,0.8413,0.0,0.6353,0.0,0.6398,0.0,0.7055
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_22_FastText_historicalVAD.tsv,0.8743,0.0,0.661,0.0,0.7577,0.0,0.7643
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_23_FastText_historicalVAD.tsv,0.8498,0.0,0.6306,0.0,0.6275,0.0,0.7026
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_24_FastText_historicalVAD.tsv,0.8272,0.0,0.6305,0.0,0.7527,0.0,0.7368
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_25_FastText_historicalVAD.tsv,0.8469,0.0,0.7115,0.0,0.757,0.0,0.7718
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_26_FastText_historicalVAD.tsv,0.8346,0.0,0.6323,0.0,0.7005,0.0,0.7225
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_27_FastText_historicalVAD.tsv,0.841,0.0,0.6935,0.0,0.7109,0.0,0.7485
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_28_FastText_historicalVAD.tsv,0.8508,0.0,0.6072,0.0,0.6786,0.0,0.7122
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_29_FastText_historicalVAD.tsv,0.8691,0.0,0.5681,0.0002,0.673,0.0,0.7034
