,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_10_FastText_historicalVAD.tsv,0.8485,0.0,0.4745,0.0026,0.6921,0.0,0.6717
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_11_FastText_historicalVAD.tsv,0.8752,0.0,0.5414,0.0004,0.7041,0.0,0.7069
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_12_FastText_historicalVAD.tsv,0.8592,0.0,0.426,0.0077,0.7454,0.0,0.6769
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_13_FastText_historicalVAD.tsv,0.8529,0.0,0.5309,0.0006,0.7101,0.0,0.698
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_14_FastText_historicalVAD.tsv,0.8772,0.0,0.5361,0.0005,0.6952,0.0,0.7028
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_15_FastText_historicalVAD.tsv,0.8692,0.0,0.5127,0.001,0.6587,0.0,0.6802
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_16_FastText_historicalVAD.tsv,0.8807,0.0,0.5339,0.0006,0.6707,0.0,0.6951
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_17_FastText_historicalVAD.tsv,0.8878,0.0,0.4737,0.0027,0.7057,0.0,0.6891
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_18_FastText_historicalVAD.tsv,0.8901,0.0,0.5092,0.0011,0.7319,0.0,0.7104
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_19_FastText_historicalVAD.tsv,0.8531,0.0,0.4941,0.0016,0.645,0.0,0.664
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_1_FastText_historicalVAD.tsv,0.8833,0.0,0.4795,0.0023,0.6716,0.0,0.6782
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_20_FastText_historicalVAD.tsv,0.8794,0.0,0.4843,0.0021,0.6759,0.0,0.6799
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_21_FastText_historicalVAD.tsv,0.8627,0.0,0.495,0.0016,0.7105,0.0,0.6894
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_22_FastText_historicalVAD.tsv,0.8746,0.0,0.4728,0.0027,0.6765,0.0,0.6746
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_23_FastText_historicalVAD.tsv,0.8536,0.0,0.5238,0.0007,0.7197,0.0,0.699
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_24_FastText_historicalVAD.tsv,0.8645,0.0,0.4772,0.0024,0.7467,0.0,0.6961
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_25_FastText_historicalVAD.tsv,0.8467,0.0,0.4189,0.0089,0.7507,0.0,0.6721
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_26_FastText_historicalVAD.tsv,0.8319,0.0,0.4738,0.0027,0.6725,0.0,0.6594
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_27_FastText_historicalVAD.tsv,0.8461,0.0,0.5536,0.0003,0.6812,0.0,0.6937
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_28_FastText_historicalVAD.tsv,0.8611,0.0,0.5564,0.0003,0.6739,0.0,0.6972
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_29_FastText_historicalVAD.tsv,0.8653,0.0,0.3878,0.0161,0.7029,0.0,0.652
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_2_FastText_historicalVAD.tsv,0.8493,0.0,0.5333,0.0006,0.7125,0.0,0.6984
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_30_FastText_historicalVAD.tsv,0.8593,0.0,0.4471,0.0049,0.6367,0.0,0.6477
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_31_FastText_historicalVAD.tsv,0.8388,0.0,0.4873,0.0019,0.6684,0.0,0.6648
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_32_FastText_historicalVAD.tsv,0.8644,0.0,0.5353,0.0005,0.7339,0.0,0.7112
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_33_FastText_historicalVAD.tsv,0.8564,0.0,0.4762,0.0025,0.6728,0.0,0.6685
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_34_FastText_historicalVAD.tsv,0.8588,0.0,0.477,0.0025,0.7387,0.0,0.6915
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_35_FastText_historicalVAD.tsv,0.8539,0.0,0.5197,0.0008,0.6904,0.0,0.688
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_36_FastText_historicalVAD.tsv,0.8486,0.0,0.4367,0.0061,0.706,0.0,0.6638
