,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_37_FastText_historicalVAD.tsv,0.8782,0.0,0.5429,0.0004,0.6856,0.0,0.7022
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_38_FastText_historicalVAD.tsv,0.8643,0.0,0.4904,0.0018,0.7129,0.0,0.6892
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_39_FastText_historicalVAD.tsv,0.8587,0.0,0.4878,0.0019,0.7287,0.0,0.6917
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_3_FastText_historicalVAD.tsv,0.8638,0.0,0.4183,0.009,0.6637,0.0,0.6486
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_40_FastText_historicalVAD.tsv,0.8717,0.0,0.5112,0.001,0.6904,0.0,0.6911
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_41_FastText_historicalVAD.tsv,0.8589,0.0,0.556,0.0003,0.6525,0.0,0.6891
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_42_FastText_historicalVAD.tsv,0.8736,0.0,0.52,0.0008,0.7132,0.0,0.7023
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_43_FastText_historicalVAD.tsv,0.8649,0.0,0.4747,0.0026,0.7199,0.0,0.6865
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_44_FastText_historicalVAD.tsv,0.8609,0.0,0.5056,0.0012,0.7137,0.0,0.6934
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_45_FastText_historicalVAD.tsv,0.8574,0.0,0.5221,0.0008,0.6277,0.0,0.6691
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_46_FastText_historicalVAD.tsv,0.8095,0.0,0.5384,0.0005,0.6158,0.0,0.6546
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_47_FastText_historicalVAD.tsv,0.8346,0.0,0.5285,0.0006,0.7097,0.0,0.6909
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_48_FastText_historicalVAD.tsv,0.8451,0.0,0.4392,0.0058,0.6953,0.0,0.6599
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_49_FastText_historicalVAD.tsv,0.8512,0.0,0.5066,0.0012,0.7339,0.0,0.6972
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_4_FastText_historicalVAD.tsv,0.8561,0.0,0.4829,0.0021,0.7534,0.0,0.6975
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_50_FastText_historicalVAD.tsv,0.82,0.0,0.5569,0.0003,0.6444,0.0,0.6738
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_5_FastText_historicalVAD.tsv,0.8339,0.0,0.4781,0.0024,0.6459,0.0,0.6526
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_6_FastText_historicalVAD.tsv,0.8585,0.0,0.5264,0.0007,0.7116,0.0,0.6988
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_7_FastText_historicalVAD.tsv,0.8492,0.0,0.4757,0.0025,0.668,0.0,0.6643
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_8_FastText_historicalVAD.tsv,0.8647,0.0,0.4909,0.0018,0.7322,0.0,0.6959
HistoricalVAD\FastText_LinearRegression\Warriner3000\Warriner_3000_9_FastText_historicalVAD.tsv,0.8467,0.0,0.4187,0.0089,0.6684,0.0,0.6446
Mean,0.8582899999999999,0.0,0.49479000000000006,0.002506,0.693746,0.0,0.682278
