,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_10_FastText_historicalVAD.tsv,0.8769,0.0,0.6798,0.0,0.7325,0.0,0.763
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_11_FastText_historicalVAD.tsv,0.8837,0.0,0.6654,0.0,0.747,0.0,0.7654
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_12_FastText_historicalVAD.tsv,0.8822,0.0,0.6709,0.0,0.7233,0.0,0.7588
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_13_FastText_historicalVAD.tsv,0.8686,0.0,0.6893,0.0,0.7399,0.0,0.7659
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_14_FastText_historicalVAD.tsv,0.8694,0.0,0.6697,0.0,0.7151,0.0,0.7514
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_15_FastText_historicalVAD.tsv,0.8714,0.0,0.6825,0.0,0.7722,0.0,0.7754
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_16_FastText_historicalVAD.tsv,0.8779,0.0,0.6902,0.0,0.7393,0.0,0.7691
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_17_FastText_historicalVAD.tsv,0.8762,0.0,0.6649,0.0,0.7338,0.0,0.7583
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_18_FastText_historicalVAD.tsv,0.8697,0.0,0.6634,0.0,0.7348,0.0,0.756
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_19_FastText_historicalVAD.tsv,0.8667,0.0,0.7018,0.0,0.7404,0.0,0.7696
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_1_FastText_historicalVAD.tsv,0.8688,0.0,0.6907,0.0,0.751,0.0,0.7702
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_20_FastText_historicalVAD.tsv,0.8706,0.0,0.7051,0.0,0.7651,0.0,0.7803
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_21_FastText_historicalVAD.tsv,0.871,0.0,0.6459,0.0,0.7615,0.0,0.7595
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_22_FastText_historicalVAD.tsv,0.8784,0.0,0.6858,0.0,0.74,0.0,0.7681
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_23_FastText_historicalVAD.tsv,0.8704,0.0,0.6569,0.0,0.7278,0.0,0.7517
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_24_FastText_historicalVAD.tsv,0.8712,0.0,0.6656,0.0,0.7312,0.0,0.756
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_25_FastText_historicalVAD.tsv,0.8784,0.0,0.6804,0.0,0.7393,0.0,0.766
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_26_FastText_historicalVAD.tsv,0.8637,0.0,0.6594,0.0,0.734,0.0,0.7524
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_27_FastText_historicalVAD.tsv,0.8658,0.0,0.6536,0.0,0.7117,0.0,0.7437
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_28_FastText_historicalVAD.tsv,0.8681,0.0,0.6956,0.0,0.7464,0.0,0.77
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_29_FastText_historicalVAD.tsv,0.8512,0.0,0.6833,0.0,0.7252,0.0,0.7532
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_2_FastText_historicalVAD.tsv,0.8729,0.0,0.6857,0.0,0.7491,0.0,0.7693
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_30_FastText_historicalVAD.tsv,0.8743,0.0,0.6351,0.0,0.749,0.0,0.7528
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_31_FastText_historicalVAD.tsv,0.8691,0.0,0.6619,0.0,0.7325,0.0,0.7545
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_32_FastText_historicalVAD.tsv,0.8637,0.0,0.656,0.0,0.7719,0.0,0.7639
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_33_FastText_historicalVAD.tsv,0.8581,0.0,0.6786,0.0,0.743,0.0,0.7599
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_34_FastText_historicalVAD.tsv,0.8626,0.0,0.6798,0.0,0.7366,0.0,0.7597
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_35_FastText_historicalVAD.tsv,0.8593,0.0,0.6648,0.0,0.7172,0.0,0.7471
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_36_FastText_historicalVAD.tsv,0.8637,0.0,0.6495,0.0,0.7136,0.0,0.7423
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_37_FastText_historicalVAD.tsv,0.8676,0.0,0.6772,0.0,0.7386,0.0,0.7611
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_38_FastText_historicalVAD.tsv,0.8705,0.0,0.6974,0.0,0.7371,0.0,0.7683
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_39_FastText_historicalVAD.tsv,0.8643,0.0,0.6776,0.0,0.7264,0.0,0.7561
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_3_FastText_historicalVAD.tsv,0.876,0.0,0.66,0.0,0.7532,0.0,0.7631
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_40_FastText_historicalVAD.tsv,0.8726,0.0,0.6587,0.0,0.7612,0.0,0.7641
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_41_FastText_historicalVAD.tsv,0.87,0.0,0.6599,0.0,0.7272,0.0,0.7524
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_42_FastText_historicalVAD.tsv,0.8691,0.0,0.683,0.0,0.7539,0.0,0.7686
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_43_FastText_historicalVAD.tsv,0.8684,0.0,0.686,0.0,0.7493,0.0,0.7679
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_44_FastText_historicalVAD.tsv,0.8669,0.0,0.6662,0.0,0.7418,0.0,0.7583
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_45_FastText_historicalVAD.tsv,0.857,0.0,0.6896,0.0,0.7417,0.0,0.7628
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_46_FastText_historicalVAD.tsv,0.8818,0.0,0.676,0.0,0.7536,0.0,0.7705
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_47_FastText_historicalVAD.tsv,0.8754,0.0,0.6591,0.0,0.7515,0.0,0.762
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_48_FastText_historicalVAD.tsv,0.8608,0.0,0.6895,0.0,0.7094,0.0,0.7533
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_49_FastText_historicalVAD.tsv,0.8836,0.0,0.6675,0.0,0.7515,0.0,0.7675
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_4_FastText_historicalVAD.tsv,0.8701,0.0,0.7086,0.0,0.7652,0.0,0.7813
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_50_FastText_historicalVAD.tsv,0.8669,0.0,0.6728,0.0,0.7617,0.0,0.7671
