,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_10_FastText_historicalVAD.tsv,0.8742,0.0,0.5248,0.0007,0.7189,0.0,0.706
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_11_FastText_historicalVAD.tsv,0.8712,0.0,0.5265,0.0007,0.7215,0.0,0.7064
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_12_FastText_historicalVAD.tsv,0.8691,0.0,0.5212,0.0008,0.7358,0.0,0.7087
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_13_FastText_historicalVAD.tsv,0.8792,0.0,0.5262,0.0007,0.7327,0.0,0.7127
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_14_FastText_historicalVAD.tsv,0.87,0.0,0.505,0.0012,0.7242,0.0,0.6998
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_15_FastText_historicalVAD.tsv,0.8712,0.0,0.5317,0.0006,0.7294,0.0,0.7108
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_16_FastText_historicalVAD.tsv,0.8698,0.0,0.5336,0.0006,0.7137,0.0,0.7057
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_17_FastText_historicalVAD.tsv,0.8708,0.0,0.5102,0.0011,0.7161,0.0,0.699
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_18_FastText_historicalVAD.tsv,0.8673,0.0,0.5174,0.0009,0.7163,0.0,0.7004
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_19_FastText_historicalVAD.tsv,0.869,0.0,0.5244,0.0007,0.7233,0.0,0.7056
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_1_FastText_historicalVAD.tsv,0.871,0.0,0.5202,0.0008,0.719,0.0,0.7034
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_20_FastText_historicalVAD.tsv,0.8764,0.0,0.5267,0.0007,0.7181,0.0,0.707
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_21_FastText_historicalVAD.tsv,0.8738,0.0,0.515,0.0009,0.726,0.0,0.7049
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_22_FastText_historicalVAD.tsv,0.8691,0.0,0.5277,0.0007,0.7226,0.0,0.7065
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_23_FastText_historicalVAD.tsv,0.8757,0.0,0.5292,0.0006,0.7213,0.0,0.7087
HistoricalVAD\FastText_LinearRegression\Warriner8000\Warriner_8000_24_FastText_historicalVAD.tsv,0.8755,0.0,0.5227,0.0008,0.7169,0.0,0.705
