,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_28_FastText_historicalVAD.tsv,0.8746,0.0,0.4755,0.0025,0.6932,0.0,0.6811
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_29_FastText_historicalVAD.tsv,0.8733,0.0,0.5717,0.0002,0.6919,0.0,0.7123
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_2_FastText_historicalVAD.tsv,0.8624,0.0,0.467,0.0031,0.6924,0.0,0.6739
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_30_FastText_historicalVAD.tsv,0.8899,0.0,0.4367,0.0061,0.7295,0.0,0.6854
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_31_FastText_historicalVAD.tsv,0.853,0.0,0.4374,0.006,0.7075,0.0,0.666
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_32_FastText_historicalVAD.tsv,0.8435,0.0,0.555,0.0003,0.6672,0.0,0.6886
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_33_FastText_historicalVAD.tsv,0.8409,0.0,0.5285,0.0006,0.6783,0.0,0.6826
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_34_FastText_historicalVAD.tsv,0.8529,0.0,0.4768,0.0025,0.6898,0.0,0.6732
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_35_FastText_historicalVAD.tsv,0.8333,0.0,0.5084,0.0011,0.6615,0.0,0.6677
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_36_FastText_historicalVAD.tsv,0.8725,0.0,0.4685,0.003,0.6953,0.0,0.6788
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_37_FastText_historicalVAD.tsv,0.8688,0.0,0.5486,0.0004,0.6854,0.0,0.7009
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_38_FastText_historicalVAD.tsv,0.8845,0.0,0.5143,0.001,0.7233,0.0,0.7074
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_39_FastText_historicalVAD.tsv,0.8653,0.0,0.5327,0.0006,0.7609,0.0,0.7196
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_3_FastText_historicalVAD.tsv,0.8617,0.0,0.4853,0.002,0.7247,0.0,0.6906
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_40_FastText_historicalVAD.tsv,0.8546,0.0,0.531,0.0006,0.7205,0.0,0.702
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_41_FastText_historicalVAD.tsv,0.8577,0.0,0.5681,0.0002,0.7013,0.0,0.709
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_42_FastText_historicalVAD.tsv,0.851,0.0,0.5021,0.0013,0.6625,0.0,0.6719
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_43_FastText_historicalVAD.tsv,0.8489,0.0,0.5297,0.0006,0.7115,0.0,0.6967
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_44_FastText_historicalVAD.tsv,0.8543,0.0,0.4204,0.0086,0.7001,0.0,0.6582
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_45_FastText_historicalVAD.tsv,0.8845,0.0,0.4809,0.0022,0.695,0.0,0.6868
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_46_FastText_historicalVAD.tsv,0.8572,0.0,0.5443,0.0004,0.7301,0.0,0.7105
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_47_FastText_historicalVAD.tsv,0.8585,0.0,0.5217,0.0008,0.6747,0.0,0.685
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_48_FastText_historicalVAD.tsv,0.8655,0.0,0.4989,0.0014,0.6756,0.0,0.68
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_49_FastText_historicalVAD.tsv,0.8764,0.0,0.5432,0.0004,0.7547,0.0,0.7248
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_4_FastText_historicalVAD.tsv,0.8494,0.0,0.5401,0.0005,0.7387,0.0,0.7094
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_50_FastText_historicalVAD.tsv,0.8494,0.0,0.5297,0.0006,0.7032,0.0,0.6941
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_5_FastText_historicalVAD.tsv,0.8519,0.0,0.5429,0.0004,0.6944,0.0,0.6964
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_6_FastText_historicalVAD.tsv,0.8406,0.0,0.4809,0.0022,0.6544,0.0,0.6587
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_7_FastText_historicalVAD.tsv,0.8526,0.0,0.4188,0.0089,0.699,0.0,0.6568
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_8_FastText_historicalVAD.tsv,0.864,0.0,0.539,0.0005,0.7212,0.0,0.7081
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_9_FastText_historicalVAD.tsv,0.881,0.0,0.5189,0.0008,0.7375,0.0,0.7125
Mean,0.863074,0.0,0.5093719999999999,0.001804,0.7059760000000002,0.0,0.69281
