,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,r_mean
FastTextLinearRegression2000,0.8245620000000001,0.0,0.56157,0.0007020000000000001,0.506514,0.0018560000000000002,0.6308699999999999
FastTextLinearRegression3000,0.844176,0.0,0.5922700000000001,0.000128,0.51568,0.0011459999999999999,0.650714
FastTextLinearRegression4000,0.8481380000000001,0.0,0.60455,7.400000000000001e-05,0.525462,0.0008080000000000001,0.6593800000000001
FastTextLinearRegression5000,0.852606,0.0,0.6122580000000001,5e-05,0.52637,0.000654,0.663742
FastTextLinearRegression6000,0.855872,0.0,0.609096,4.8e-05,0.527016,0.0006399999999999998,0.6639919999999999
FastTextLinearRegression7000,0.8559300000000001,0.0,0.617744,2e-05,0.527054,0.0006160000000000001,0.6669040000000002
FastTextLinearRegression8000,0.8584520000000001,0.0,0.6155539999999999,4e-06,0.5323599999999999,0.0004940000000000001,0.6687879999999999
