,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_35_SGNS_historicalVAD.tsv,0.849,0.0,0.4783,0.0024,0.4568,0.0039,0.5947
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_36_SGNS_historicalVAD.tsv,0.8648,0.0,0.448,0.0048,0.4607,0.0036,0.5912
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_37_SGNS_historicalVAD.tsv,0.8528,0.0,0.4357,0.0063,0.3972,0.0135,0.5619
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_38_SGNS_historicalVAD.tsv,0.8797,0.0,0.443,0.0054,0.453,0.0043,0.5919
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_39_SGNS_historicalVAD.tsv,0.8677,0.0,0.4658,0.0032,0.4785,0.0024,0.604
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_3_SGNS_historicalVAD.tsv,0.8311,0.0,0.4249,0.0078,0.4898,0.0018,0.5819
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_40_SGNS_historicalVAD.tsv,0.8824,0.0,0.507,0.0012,0.5592,0.0003,0.6495
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_41_SGNS_historicalVAD.tsv,0.8475,0.0,0.4265,0.0076,0.4341,0.0065,0.5694
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_42_SGNS_historicalVAD.tsv,0.8881,0.0,0.4687,0.003,0.5142,0.001,0.6237
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_43_SGNS_historicalVAD.tsv,0.8642,0.0,0.4058,0.0115,0.5521,0.0003,0.6074
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_44_SGNS_historicalVAD.tsv,0.889,0.0,0.4467,0.0049,0.5033,0.0013,0.613
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_45_SGNS_historicalVAD.tsv,0.8791,0.0,0.3785,0.0191,0.4886,0.0019,0.582
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_46_SGNS_historicalVAD.tsv,0.8777,0.0,0.3895,0.0156,0.4996,0.0014,0.589
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_47_SGNS_historicalVAD.tsv,0.8781,0.0,0.4507,0.0045,0.6107,0.0,0.6465
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_48_SGNS_historicalVAD.tsv,0.8808,0.0,0.4896,0.0018,0.552,0.0003,0.6408
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_49_SGNS_historicalVAD.tsv,0.87,0.0,0.5174,0.0009,0.4112,0.0103,0.5995
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_4_SGNS_historicalVAD.tsv,0.8779,0.0,0.4459,0.005,0.5567,0.0003,0.6269
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_50_SGNS_historicalVAD.tsv,0.8733,0.0,0.4085,0.0109,0.5901,0.0001,0.6239
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_5_SGNS_historicalVAD.tsv,0.8792,0.0,0.4571,0.0039,0.4997,0.0014,0.612
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_6_SGNS_historicalVAD.tsv,0.8844,0.0,0.4803,0.0023,0.3839,0.0173,0.5829
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_7_SGNS_historicalVAD.tsv,0.8798,0.0,0.46,0.0037,0.4637,0.0034,0.6012
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_8_SGNS_historicalVAD.tsv,0.8769,0.0,0.4827,0.0021,0.4854,0.002,0.615
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_9_SGNS_historicalVAD.tsv,0.8815,0.0,0.4672,0.0031,0.4822,0.0022,0.6103
Mean,0.874406,0.0,0.454704,0.005166,0.500956,0.0027840000000000005,0.6100279999999999
