,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_10_SGNS_historicalVAD.tsv,0.8952,0.0,0.4539,0.0042,0.4911,0.0017,0.6134
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_11_SGNS_historicalVAD.tsv,0.8602,0.0,0.4156,0.0095,0.5701,0.0002,0.6153
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_12_SGNS_historicalVAD.tsv,0.8876,0.0,0.4271,0.0075,0.4218,0.0084,0.5788
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_13_SGNS_historicalVAD.tsv,0.8887,0.0,0.4729,0.0027,0.5426,0.0004,0.6348
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_14_SGNS_historicalVAD.tsv,0.8711,0.0,0.3831,0.0176,0.5258,0.0007,0.5934
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_15_SGNS_historicalVAD.tsv,0.8928,0.0,0.471,0.0028,0.5612,0.0002,0.6417
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_16_SGNS_historicalVAD.tsv,0.8714,0.0,0.4586,0.0038,0.535,0.0005,0.6217
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_17_SGNS_historicalVAD.tsv,0.889,0.0,0.5255,0.0007,0.5766,0.0002,0.6637
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_18_SGNS_historicalVAD.tsv,0.864,0.0,0.4865,0.002,0.5175,0.0009,0.6227
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_19_SGNS_historicalVAD.tsv,0.8495,0.0,0.4659,0.0032,0.3798,0.0187,0.5651
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_1_SGNS_historicalVAD.tsv,0.8749,0.0,0.4911,0.0017,0.4452,0.0051,0.6038
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_20_SGNS_historicalVAD.tsv,0.8741,0.0,0.448,0.0048,0.544,0.0004,0.622
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_21_SGNS_historicalVAD.tsv,0.8837,0.0,0.4195,0.0087,0.546,0.0004,0.6164
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_22_SGNS_historicalVAD.tsv,0.8881,0.0,0.4333,0.0066,0.5197,0.0008,0.6137
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_23_SGNS_historicalVAD.tsv,0.8709,0.0,0.5045,0.0012,0.5235,0.0007,0.633
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_24_SGNS_historicalVAD.tsv,0.8873,0.0,0.4953,0.0016,0.5786,0.0001,0.6537
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_25_SGNS_historicalVAD.tsv,0.8648,0.0,0.4799,0.0023,0.5057,0.0012,0.6168
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_26_SGNS_historicalVAD.tsv,0.8695,0.0,0.4327,0.0067,0.471,0.0028,0.5911
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_27_SGNS_historicalVAD.tsv,0.8668,0.0,0.4467,0.0049,0.509,0.0011,0.6075
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_28_SGNS_historicalVAD.tsv,0.8627,0.0,0.4995,0.0014,0.5302,0.0006,0.6308
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_29_SGNS_historicalVAD.tsv,0.8868,0.0,0.4615,0.0035,0.4937,0.0016,0.614
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_2_SGNS_historicalVAD.tsv,0.8567,0.0,0.4387,0.0059,0.466,0.0032,0.5871
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_30_SGNS_historicalVAD.tsv,0.8861,0.0,0.4576,0.0039,0.4931,0.0017,0.6123
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_31_SGNS_historicalVAD.tsv,0.8824,0.0,0.4531,0.0043,0.525,0.0007,0.6202
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_32_SGNS_historicalVAD.tsv,0.8932,0.0,0.4627,0.0034,0.4682,0.003,0.608
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_33_SGNS_historicalVAD.tsv,0.875,0.0,0.4313,0.0069,0.5254,0.0007,0.6105
stable_words\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_34_SGNS_historicalVAD.tsv,0.8728,0.0,0.4419,0.0055,0.4593,0.0037,0.5913
