,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_25_SGNS_historicalVAD.tsv,0.8747,0.0,0.6707,0.0,0.5752,0.0001,0.7069
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_26_SGNS_historicalVAD.tsv,0.8589,0.0,0.6311,0.0,0.5345,0.0005,0.6748
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_27_SGNS_historicalVAD.tsv,0.8736,0.0,0.6731,0.0,0.5733,0.0001,0.7067
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_28_SGNS_historicalVAD.tsv,0.8634,0.0,0.6255,0.0,0.5571,0.0002,0.682
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_29_SGNS_historicalVAD.tsv,0.861,0.0,0.6559,0.0,0.528,0.0006,0.6816
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_2_SGNS_historicalVAD.tsv,0.8763,0.0,0.646,0.0,0.5478,0.0003,0.6901
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_30_SGNS_historicalVAD.tsv,0.8862,0.0,0.6639,0.0,0.5834,0.0001,0.7112
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_31_SGNS_historicalVAD.tsv,0.8658,0.0,0.6827,0.0,0.5453,0.0003,0.6979
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_32_SGNS_historicalVAD.tsv,0.8516,0.0,0.632,0.0,0.5313,0.0005,0.6716
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_33_SGNS_historicalVAD.tsv,0.8684,0.0,0.6483,0.0,0.566,0.0002,0.6942
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_34_SGNS_historicalVAD.tsv,0.8694,0.0,0.6586,0.0,0.5636,0.0002,0.6972
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_35_SGNS_historicalVAD.tsv,0.8763,0.0,0.6306,0.0,0.5882,0.0001,0.6983
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_36_SGNS_historicalVAD.tsv,0.8748,0.0,0.6616,0.0,0.5658,0.0002,0.7007
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_37_SGNS_historicalVAD.tsv,0.87,0.0,0.6529,0.0,0.5605,0.0002,0.6944
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_38_SGNS_historicalVAD.tsv,0.8751,0.0,0.6603,0.0,0.5484,0.0003,0.6946
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_39_SGNS_historicalVAD.tsv,0.8771,0.0,0.6873,0.0,0.5721,0.0001,0.7122
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_3_SGNS_historicalVAD.tsv,0.8648,0.0,0.6424,0.0,0.565,0.0002,0.6907
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_40_SGNS_historicalVAD.tsv,0.8805,0.0,0.663,0.0,0.5642,0.0002,0.7026
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_41_SGNS_historicalVAD.tsv,0.8899,0.0,0.64,0.0,0.5985,0.0001,0.7095
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_42_SGNS_historicalVAD.tsv,0.8744,0.0,0.6608,0.0,0.5618,0.0002,0.699
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_43_SGNS_historicalVAD.tsv,0.8749,0.0,0.6955,0.0,0.529,0.0005,0.6998
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_44_SGNS_historicalVAD.tsv,0.8704,0.0,0.6605,0.0,0.5676,0.0002,0.6995
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_45_SGNS_historicalVAD.tsv,0.8772,0.0,0.6146,0.0,0.5563,0.0002,0.6827
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_46_SGNS_historicalVAD.tsv,0.8739,0.0,0.6659,0.0,0.5589,0.0002,0.6996
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_47_SGNS_historicalVAD.tsv,0.8599,0.0,0.6774,0.0,0.5636,0.0002,0.7003
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_48_SGNS_historicalVAD.tsv,0.8742,0.0,0.6447,0.0,0.555,0.0002,0.6913
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_49_SGNS_historicalVAD.tsv,0.8665,0.0,0.6432,0.0,0.5641,0.0002,0.6913
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_4_SGNS_historicalVAD.tsv,0.881,0.0,0.6366,0.0,0.5664,0.0002,0.6947
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_50_SGNS_historicalVAD.tsv,0.8648,0.0,0.6375,0.0,0.5677,0.0002,0.69
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_5_SGNS_historicalVAD.tsv,0.8652,0.0,0.6823,0.0,0.5251,0.0006,0.6909
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_6_SGNS_historicalVAD.tsv,0.8769,0.0,0.674,0.0,0.563,0.0002,0.7046
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_7_SGNS_historicalVAD.tsv,0.8759,0.0,0.6175,0.0,0.5566,0.0002,0.6833
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_8_SGNS_historicalVAD.tsv,0.8661,0.0,0.6729,0.0,0.5805,0.0001,0.7065
stable_words\SGNS_LinearRegression\Warriner5000\Warriner_5000_9_SGNS_historicalVAD.tsv,0.8826,0.0,0.6432,0.0,0.5501,0.0003,0.692
Mean,0.8721799999999998,0.0,0.652594,2e-06,0.5612,0.000234,0.695318
