,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_27_SGNS_historicalVAD.tsv,0.7713,0.0,0.5171,0.0009,0.0524,0.7549,0.4469
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_28_SGNS_historicalVAD.tsv,0.7589,0.0,0.528,0.0007,0.0639,0.7032,0.4502
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_29_SGNS_historicalVAD.tsv,0.7616,0.0,0.5419,0.0004,0.0619,0.712,0.4551
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_2_SGNS_historicalVAD.tsv,0.7634,0.0,0.5282,0.0007,0.0891,0.5949,0.4602
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_30_SGNS_historicalVAD.tsv,0.7584,0.0,0.5231,0.0008,0.0893,0.5939,0.4569
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_31_SGNS_historicalVAD.tsv,0.764,0.0,0.5217,0.0008,0.0833,0.619,0.4563
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_32_SGNS_historicalVAD.tsv,0.7663,0.0,0.5386,0.0005,0.0782,0.6407,0.461
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_33_SGNS_historicalVAD.tsv,0.7557,0.0,0.517,0.0009,0.0766,0.6474,0.4498
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_34_SGNS_historicalVAD.tsv,0.7693,0.0,0.5517,0.0003,0.068,0.6849,0.463
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_35_SGNS_historicalVAD.tsv,0.7512,0.0,0.5173,0.0009,0.0522,0.7554,0.4403
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_36_SGNS_historicalVAD.tsv,0.7738,0.0,0.524,0.0007,0.062,0.7117,0.4533
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_37_SGNS_historicalVAD.tsv,0.7675,0.0,0.5259,0.0007,0.0673,0.688,0.4536
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_38_SGNS_historicalVAD.tsv,0.7706,0.0,0.5354,0.0005,0.0649,0.6987,0.457
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_39_SGNS_historicalVAD.tsv,0.7529,0.0,0.5424,0.0004,0.0602,0.7196,0.4518
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_3_SGNS_historicalVAD.tsv,0.7503,0.0,0.5248,0.0007,0.0704,0.6743,0.4485
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_40_SGNS_historicalVAD.tsv,0.7772,0.0,0.5328,0.0006,0.0807,0.6301,0.4636
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_41_SGNS_historicalVAD.tsv,0.7681,0.0,0.5286,0.0006,0.0677,0.6863,0.4548
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_42_SGNS_historicalVAD.tsv,0.7628,0.0,0.5363,0.0005,0.0909,0.5874,0.4633
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_43_SGNS_historicalVAD.tsv,0.7789,0.0,0.5374,0.0005,0.0831,0.62,0.4665
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_44_SGNS_historicalVAD.tsv,0.7708,0.0,0.5341,0.0006,0.0384,0.8187,0.4478
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_45_SGNS_historicalVAD.tsv,0.7705,0.0,0.516,0.0009,0.0789,0.6378,0.4551
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_46_SGNS_historicalVAD.tsv,0.7583,0.0,0.5421,0.0004,0.0832,0.6193,0.4612
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_47_SGNS_historicalVAD.tsv,0.7586,0.0,0.5301,0.0006,0.0794,0.6358,0.456
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_48_SGNS_historicalVAD.tsv,0.7662,0.0,0.5382,0.0005,0.0514,0.7591,0.4519
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_49_SGNS_historicalVAD.tsv,0.7732,0.0,0.5311,0.0006,0.0734,0.6616,0.4592
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_4_SGNS_historicalVAD.tsv,0.7765,0.0,0.523,0.0008,0.0625,0.7093,0.454
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_50_SGNS_historicalVAD.tsv,0.7674,0.0,0.5347,0.0005,0.054,0.7475,0.452
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_5_SGNS_historicalVAD.tsv,0.7602,0.0,0.5284,0.0007,0.0714,0.67,0.4533
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_6_SGNS_historicalVAD.tsv,0.7666,0.0,0.5283,0.0007,0.0906,0.5885,0.4619
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_7_SGNS_historicalVAD.tsv,0.7639,0.0,0.536,0.0005,0.0646,0.7,0.4548
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_8_SGNS_historicalVAD.tsv,0.763,0.0,0.5344,0.0005,0.0954,0.5687,0.4643
stable_words\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_9_SGNS_historicalVAD.tsv,0.7594,0.0,0.5288,0.0006,0.0763,0.6488,0.4548
Mean,0.7653079999999999,0.0,0.530564,0.000624,0.070212,0.6762200000000002,0.4553620000000001
