,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_10_FastText_historicalVAD.tsv,0.8362,0.0,0.6368,0.0,0.5243,0.0006,0.6658
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_11_FastText_historicalVAD.tsv,0.86,0.0,0.6462,0.0,0.5133,0.0008,0.6732
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_12_FastText_historicalVAD.tsv,0.8442,0.0,0.5203,0.0007,0.4789,0.002,0.6145
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_13_FastText_historicalVAD.tsv,0.8591,0.0,0.6204,0.0,0.5698,0.0002,0.6831
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_14_FastText_historicalVAD.tsv,0.837,0.0,0.6001,0.0001,0.5126,0.0008,0.6499
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_15_FastText_historicalVAD.tsv,0.8651,0.0,0.5814,0.0001,0.5652,0.0002,0.6706
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_16_FastText_historicalVAD.tsv,0.8635,0.0,0.5872,0.0001,0.5186,0.0007,0.6564
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_17_FastText_historicalVAD.tsv,0.8665,0.0,0.5333,0.0005,0.5582,0.0002,0.6527
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_18_FastText_historicalVAD.tsv,0.8737,0.0,0.6193,0.0,0.5334,0.0005,0.6755
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_19_FastText_historicalVAD.tsv,0.8419,0.0,0.6372,0.0,0.545,0.0003,0.6747
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_1_FastText_historicalVAD.tsv,0.8591,0.0,0.6355,0.0,0.5007,0.0012,0.6651
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_20_FastText_historicalVAD.tsv,0.85,0.0,0.5761,0.0001,0.5173,0.0007,0.6478
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_21_FastText_historicalVAD.tsv,0.8524,0.0,0.537,0.0004,0.5404,0.0004,0.6433
