,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_22_FastText_historicalVAD.tsv,0.8707,0.0,0.5588,0.0002,0.5615,0.0002,0.6637
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_23_FastText_historicalVAD.tsv,0.8504,0.0,0.5849,0.0001,0.4644,0.0029,0.6332
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_24_FastText_historicalVAD.tsv,0.8581,0.0,0.6407,0.0,0.5832,0.0001,0.694
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_25_FastText_historicalVAD.tsv,0.8303,0.0,0.5858,0.0001,0.48,0.002,0.6321
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_26_FastText_historicalVAD.tsv,0.8084,0.0,0.5752,0.0001,0.4743,0.0023,0.6193
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_27_FastText_historicalVAD.tsv,0.8426,0.0,0.6785,0.0,0.5334,0.0005,0.6848
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_28_FastText_historicalVAD.tsv,0.8113,0.0,0.573,0.0001,0.4432,0.0047,0.6092
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_29_FastText_historicalVAD.tsv,0.8484,0.0,0.5343,0.0005,0.5062,0.001,0.6296
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_2_FastText_historicalVAD.tsv,0.8567,0.0,0.5555,0.0002,0.5127,0.0008,0.6416
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_30_FastText_historicalVAD.tsv,0.8548,0.0,0.5616,0.0002,0.5598,0.0002,0.6587
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_31_FastText_historicalVAD.tsv,0.8393,0.0,0.5779,0.0001,0.482,0.0019,0.6331
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_32_FastText_historicalVAD.tsv,0.8356,0.0,0.5952,0.0001,0.5243,0.0006,0.6517
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_33_FastText_historicalVAD.tsv,0.8424,0.0,0.6119,0.0,0.5342,0.0005,0.6628
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_34_FastText_historicalVAD.tsv,0.8502,0.0,0.6117,0.0,0.4566,0.0035,0.6395
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_35_FastText_historicalVAD.tsv,0.8551,0.0,0.5951,0.0001,0.493,0.0014,0.6477
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_36_FastText_historicalVAD.tsv,0.8286,0.0,0.5792,0.0001,0.4884,0.0016,0.6321
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_37_FastText_historicalVAD.tsv,0.8653,0.0,0.5441,0.0003,0.5799,0.0001,0.6631
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_38_FastText_historicalVAD.tsv,0.864,0.0,0.5719,0.0001,0.5587,0.0002,0.6649
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_39_FastText_historicalVAD.tsv,0.8436,0.0,0.5637,0.0002,0.4739,0.0023,0.6271
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_3_FastText_historicalVAD.tsv,0.8558,0.0,0.5966,0.0001,0.4946,0.0014,0.649
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_40_FastText_historicalVAD.tsv,0.864,0.0,0.644,0.0,0.5599,0.0002,0.6893
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_41_FastText_historicalVAD.tsv,0.8359,0.0,0.6065,0.0,0.5186,0.0007,0.6536
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_42_FastText_historicalVAD.tsv,0.8543,0.0,0.6228,0.0,0.5253,0.0006,0.6675
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_43_FastText_historicalVAD.tsv,0.8219,0.0,0.5374,0.0004,0.5891,0.0001,0.6495
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_44_FastText_historicalVAD.tsv,0.8346,0.0,0.6138,0.0,0.4924,0.0015,0.6469
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_45_FastText_historicalVAD.tsv,0.8325,0.0,0.629,0.0,0.4738,0.0023,0.6451
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_46_FastText_historicalVAD.tsv,0.802,0.0,0.5848,0.0001,0.456,0.0035,0.6143
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_47_FastText_historicalVAD.tsv,0.832,0.0,0.5704,0.0002,0.5128,0.0008,0.6384
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_48_FastText_historicalVAD.tsv,0.8342,0.0,0.596,0.0001,0.5164,0.0008,0.6489
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_49_FastText_historicalVAD.tsv,0.8513,0.0,0.5895,0.0001,0.4921,0.0015,0.6443
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_4_FastText_historicalVAD.tsv,0.8433,0.0,0.5604,0.0002,0.506,0.001,0.6366
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_50_FastText_historicalVAD.tsv,0.8208,0.0,0.656,0.0,0.4565,0.0035,0.6444
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_5_FastText_historicalVAD.tsv,0.8126,0.0,0.5493,0.0003,0.4972,0.0013,0.6197
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_6_FastText_historicalVAD.tsv,0.8201,0.0,0.6987,0.0,0.5278,0.0006,0.6822
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_7_FastText_historicalVAD.tsv,0.8364,0.0,0.5645,0.0002,0.5158,0.0008,0.6389
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_8_FastText_historicalVAD.tsv,0.8372,0.0,0.5789,0.0001,0.5029,0.0011,0.6397
stable_words\FastText_LinearRegression\Warriner3000\Warriner_3000_9_FastText_historicalVAD.tsv,0.8554,0.0,0.5851,0.0001,0.5594,0.0002,0.6666
Mean,0.844176,0.0,0.5922700000000001,0.000128,0.51568,0.0011459999999999999,0.650714
