,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_10_SGNS_historicalVAD.tsv,0.8896,0.0,0.4417,0.0055,0.5115,0.001,0.6143
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_11_SGNS_historicalVAD.tsv,0.8751,0.0,0.5306,0.0006,0.5966,0.0001,0.6674
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_12_SGNS_historicalVAD.tsv,0.8854,0.0,0.4879,0.0019,0.4631,0.0034,0.6121
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_13_SGNS_historicalVAD.tsv,0.8845,0.0,0.4822,0.0022,0.4716,0.0028,0.6128
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_14_SGNS_historicalVAD.tsv,0.8903,0.0,0.435,0.0063,0.5518,0.0003,0.6257
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_15_SGNS_historicalVAD.tsv,0.8896,0.0,0.4685,0.003,0.5269,0.0007,0.6283
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_16_SGNS_historicalVAD.tsv,0.9032,0.0,0.5173,0.0009,0.5788,0.0001,0.6665
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_17_SGNS_historicalVAD.tsv,0.8618,0.0,0.4673,0.0031,0.5089,0.0011,0.6127
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_18_SGNS_historicalVAD.tsv,0.8873,0.0,0.3988,0.0131,0.545,0.0004,0.6104
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_19_SGNS_historicalVAD.tsv,0.882,0.0,0.4982,0.0015,0.5717,0.0002,0.6506
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_1_SGNS_historicalVAD.tsv,0.8784,0.0,0.5025,0.0013,0.451,0.0045,0.6106
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_20_SGNS_historicalVAD.tsv,0.8797,0.0,0.4695,0.0029,0.4281,0.0073,0.5924
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_21_SGNS_historicalVAD.tsv,0.8858,0.0,0.4928,0.0017,0.537,0.0005,0.6386
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_22_SGNS_historicalVAD.tsv,0.8753,0.0,0.4482,0.0048,0.5113,0.001,0.6116
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_23_SGNS_historicalVAD.tsv,0.8554,0.0,0.4708,0.0029,0.4963,0.0015,0.6075
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_24_SGNS_historicalVAD.tsv,0.8589,0.0,0.4241,0.008,0.4779,0.0024,0.587
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_25_SGNS_historicalVAD.tsv,0.8752,0.0,0.4161,0.0094,0.4989,0.0014,0.5967
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_26_SGNS_historicalVAD.tsv,0.8744,0.0,0.4972,0.0015,0.4734,0.0027,0.615
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_27_SGNS_historicalVAD.tsv,0.8753,0.0,0.4472,0.0049,0.515,0.0009,0.6125
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_28_SGNS_historicalVAD.tsv,0.8997,0.0,0.4705,0.0029,0.5667,0.0002,0.6456
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_29_SGNS_historicalVAD.tsv,0.8962,0.0,0.4118,0.0102,0.5457,0.0004,0.6179
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_2_SGNS_historicalVAD.tsv,0.8594,0.0,0.4334,0.0066,0.4786,0.0024,0.5905
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_30_SGNS_historicalVAD.tsv,0.888,0.0,0.4027,0.0122,0.4853,0.002,0.592
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_31_SGNS_historicalVAD.tsv,0.8821,0.0,0.428,0.0074,0.5618,0.0002,0.624
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_32_SGNS_historicalVAD.tsv,0.8846,0.0,0.4913,0.0017,0.5273,0.0007,0.6344
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_33_SGNS_historicalVAD.tsv,0.8848,0.0,0.4652,0.0033,0.5812,0.0001,0.6437
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_34_SGNS_historicalVAD.tsv,0.8998,0.0,0.4677,0.0031,0.5327,0.0006,0.6334
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_35_SGNS_historicalVAD.tsv,0.8769,0.0,0.4566,0.004,0.5241,0.0007,0.6192
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_36_SGNS_historicalVAD.tsv,0.8939,0.0,0.4777,0.0024,0.5408,0.0005,0.6375
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_37_SGNS_historicalVAD.tsv,0.8823,0.0,0.4415,0.0055,0.4735,0.0027,0.5991
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_38_SGNS_historicalVAD.tsv,0.8675,0.0,0.4271,0.0075,0.4719,0.0028,0.5888
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_39_SGNS_historicalVAD.tsv,0.8655,0.0,0.4356,0.0063,0.5806,0.0001,0.6272
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_3_SGNS_historicalVAD.tsv,0.8715,0.0,0.4268,0.0075,0.5045,0.0012,0.601
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_40_SGNS_historicalVAD.tsv,0.8722,0.0,0.4455,0.0051,0.5846,0.0001,0.6341
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_41_SGNS_historicalVAD.tsv,0.897,0.0,0.4403,0.0057,0.4661,0.0032,0.6011
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_42_SGNS_historicalVAD.tsv,0.8786,0.0,0.4163,0.0093,0.5348,0.0005,0.6099
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_43_SGNS_historicalVAD.tsv,0.8994,0.0,0.4694,0.003,0.5035,0.0013,0.6241
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_44_SGNS_historicalVAD.tsv,0.8897,0.0,0.4281,0.0073,0.5706,0.0002,0.6295
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_45_SGNS_historicalVAD.tsv,0.8917,0.0,0.4021,0.0123,0.5449,0.0004,0.6129
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_46_SGNS_historicalVAD.tsv,0.8639,0.0,0.4351,0.0063,0.5739,0.0002,0.6243
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_47_SGNS_historicalVAD.tsv,0.9116,0.0,0.4877,0.0019,0.4791,0.0023,0.6261
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_48_SGNS_historicalVAD.tsv,0.8874,0.0,0.5051,0.0012,0.4911,0.0017,0.6279
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_49_SGNS_historicalVAD.tsv,0.8962,0.0,0.4994,0.0014,0.4715,0.0028,0.6223
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_4_SGNS_historicalVAD.tsv,0.8796,0.0,0.4577,0.0039,0.3936,0.0145,0.577
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_50_SGNS_historicalVAD.tsv,0.8826,0.0,0.475,0.0026,0.5428,0.0004,0.6335
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_5_SGNS_historicalVAD.tsv,0.8853,0.0,0.4513,0.0045,0.5074,0.0011,0.6147
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_6_SGNS_historicalVAD.tsv,0.8811,0.0,0.4893,0.0018,0.5093,0.0011,0.6266
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_7_SGNS_historicalVAD.tsv,0.8718,0.0,0.4299,0.0071,0.47,0.0029,0.5906
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_8_SGNS_historicalVAD.tsv,0.8937,0.0,0.4045,0.0118,0.4688,0.003,0.589
stable_words\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_9_SGNS_historicalVAD.tsv,0.8762,0.0,0.473,0.0027,0.5888,0.0001,0.646
Mean,0.8823479999999999,0.0,0.45683,0.004880000000000001,0.515806,0.001654,0.618332
