,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_29_SGNS_historicalVAD.tsv,0.7727,0.0,0.5379,0.0005,0.072,0.6675,0.4608
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_2_SGNS_historicalVAD.tsv,0.7592,0.0,0.5196,0.0008,0.0694,0.6787,0.4494
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_30_SGNS_historicalVAD.tsv,0.771,0.0,0.5353,0.0005,0.0615,0.7139,0.4559
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_31_SGNS_historicalVAD.tsv,0.7679,0.0,0.535,0.0005,0.0643,0.7015,0.4557
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_32_SGNS_historicalVAD.tsv,0.7661,0.0,0.5354,0.0005,0.0821,0.624,0.4612
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_33_SGNS_historicalVAD.tsv,0.7667,0.0,0.5301,0.0006,0.077,0.6457,0.458
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_34_SGNS_historicalVAD.tsv,0.7682,0.0,0.5324,0.0006,0.0706,0.6735,0.4571
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_35_SGNS_historicalVAD.tsv,0.7615,0.0,0.5341,0.0006,0.0651,0.6978,0.4536
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_36_SGNS_historicalVAD.tsv,0.7639,0.0,0.5317,0.0006,0.0696,0.6778,0.4551
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_37_SGNS_historicalVAD.tsv,0.7634,0.0,0.5241,0.0007,0.0812,0.628,0.4562
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_38_SGNS_historicalVAD.tsv,0.7691,0.0,0.5338,0.0006,0.0775,0.6435,0.4602
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_39_SGNS_historicalVAD.tsv,0.7697,0.0,0.5395,0.0005,0.0651,0.6979,0.4581
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_3_SGNS_historicalVAD.tsv,0.7675,0.0,0.537,0.0005,0.073,0.6633,0.4592
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_40_SGNS_historicalVAD.tsv,0.7652,0.0,0.5355,0.0005,0.06,0.7204,0.4536
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_41_SGNS_historicalVAD.tsv,0.7647,0.0,0.5328,0.0006,0.0841,0.6156,0.4605
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_42_SGNS_historicalVAD.tsv,0.766,0.0,0.5336,0.0006,0.0706,0.6734,0.4568
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_43_SGNS_historicalVAD.tsv,0.7668,0.0,0.5342,0.0006,0.0696,0.6779,0.4569
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_44_SGNS_historicalVAD.tsv,0.7584,0.0,0.5377,0.0005,0.0708,0.6726,0.4556
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_45_SGNS_historicalVAD.tsv,0.7709,0.0,0.5318,0.0006,0.0675,0.6871,0.4567
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_46_SGNS_historicalVAD.tsv,0.7648,0.0,0.534,0.0006,0.0743,0.6575,0.4577
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_47_SGNS_historicalVAD.tsv,0.7641,0.0,0.5326,0.0006,0.058,0.7294,0.4516
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_48_SGNS_historicalVAD.tsv,0.7715,0.0,0.533,0.0006,0.0699,0.6767,0.4581
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_49_SGNS_historicalVAD.tsv,0.7716,0.0,0.5349,0.0005,0.0648,0.6991,0.4571
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_4_SGNS_historicalVAD.tsv,0.7662,0.0,0.5376,0.0005,0.0668,0.6902,0.4569
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_50_SGNS_historicalVAD.tsv,0.767,0.0,0.5358,0.0005,0.0642,0.7017,0.4557
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_5_SGNS_historicalVAD.tsv,0.7663,0.0,0.532,0.0006,0.0744,0.657,0.4576
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_6_SGNS_historicalVAD.tsv,0.7632,0.0,0.5354,0.0005,0.0604,0.7188,0.453
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_7_SGNS_historicalVAD.tsv,0.7642,0.0,0.5323,0.0006,0.073,0.663,0.4565
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_8_SGNS_historicalVAD.tsv,0.7731,0.0,0.5345,0.0005,0.0683,0.6838,0.4586
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_9_SGNS_historicalVAD.tsv,0.7648,0.0,0.5422,0.0004,0.0669,0.69,0.458
Mean,0.766478,0.0,0.5340700000000002,0.0005600000000000001,0.07045,0.674542,0.45700399999999997
