,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_10_SGNS_historicalVAD.tsv,0.763,0.0,0.5316,0.0006,0.0848,0.6128,0.4598
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_11_SGNS_historicalVAD.tsv,0.7604,0.0,0.5331,0.0006,0.0712,0.6709,0.4549
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_12_SGNS_historicalVAD.tsv,0.7582,0.0,0.5345,0.0005,0.0514,0.7592,0.448
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_13_SGNS_historicalVAD.tsv,0.7627,0.0,0.541,0.0005,0.0716,0.6693,0.4585
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_14_SGNS_historicalVAD.tsv,0.7739,0.0,0.5316,0.0006,0.0773,0.6444,0.461
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_15_SGNS_historicalVAD.tsv,0.7643,0.0,0.5273,0.0007,0.0725,0.6652,0.4547
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_16_SGNS_historicalVAD.tsv,0.7707,0.0,0.5251,0.0007,0.0733,0.6619,0.4564
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_17_SGNS_historicalVAD.tsv,0.7615,0.0,0.5385,0.0005,0.0604,0.7189,0.4534
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_18_SGNS_historicalVAD.tsv,0.7655,0.0,0.5317,0.0006,0.069,0.6804,0.4554
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_19_SGNS_historicalVAD.tsv,0.7698,0.0,0.532,0.0006,0.0635,0.705,0.4551
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_1_SGNS_historicalVAD.tsv,0.7651,0.0,0.5308,0.0006,0.0674,0.6878,0.4544
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_20_SGNS_historicalVAD.tsv,0.7643,0.0,0.5477,0.0004,0.0906,0.5887,0.4675
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_21_SGNS_historicalVAD.tsv,0.7685,0.0,0.5329,0.0006,0.0703,0.6751,0.4572
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_22_SGNS_historicalVAD.tsv,0.7713,0.0,0.5316,0.0006,0.0724,0.666,0.4584
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_23_SGNS_historicalVAD.tsv,0.7679,0.0,0.546,0.0004,0.0825,0.6223,0.4655
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_24_SGNS_historicalVAD.tsv,0.7711,0.0,0.535,0.0005,0.0712,0.6708,0.4591
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_25_SGNS_historicalVAD.tsv,0.7713,0.0,0.5376,0.0005,0.0626,0.7089,0.4572
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_26_SGNS_historicalVAD.tsv,0.7709,0.0,0.5274,0.0007,0.0712,0.671,0.4565
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_27_SGNS_historicalVAD.tsv,0.7661,0.0,0.5349,0.0005,0.0794,0.6357,0.4601
stable_words\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_28_SGNS_historicalVAD.tsv,0.7617,0.0,0.5374,0.0005,0.0679,0.6855,0.4557
