,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_26_SGNS_historicalVAD.tsv,0.7581,0.0,0.5349,0.0005,0.0703,0.6747,0.4545
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_27_SGNS_historicalVAD.tsv,0.7649,0.0,0.525,0.0007,0.0692,0.6799,0.453
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_28_SGNS_historicalVAD.tsv,0.7795,0.0,0.5246,0.0007,0.0786,0.6388,0.4609
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_29_SGNS_historicalVAD.tsv,0.7795,0.0,0.5227,0.0008,0.0915,0.5849,0.4646
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_2_SGNS_historicalVAD.tsv,0.7582,0.0,0.5213,0.0008,0.0952,0.5696,0.4582
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_30_SGNS_historicalVAD.tsv,0.7574,0.0,0.5147,0.0009,0.0572,0.7332,0.4431
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_31_SGNS_historicalVAD.tsv,0.7649,0.0,0.5182,0.0009,0.0422,0.8013,0.4418
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_32_SGNS_historicalVAD.tsv,0.7805,0.0,0.5348,0.0005,0.0535,0.7495,0.4563
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_33_SGNS_historicalVAD.tsv,0.7698,0.0,0.5293,0.0006,0.0584,0.7276,0.4525
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_34_SGNS_historicalVAD.tsv,0.7641,0.0,0.5294,0.0006,0.0656,0.6958,0.453
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_35_SGNS_historicalVAD.tsv,0.76,0.0,0.5403,0.0005,0.0665,0.6915,0.4556
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_36_SGNS_historicalVAD.tsv,0.758,0.0,0.534,0.0006,0.0648,0.699,0.4522
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_37_SGNS_historicalVAD.tsv,0.7548,0.0,0.5317,0.0006,0.0413,0.8053,0.4426
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_38_SGNS_historicalVAD.tsv,0.7592,0.0,0.5227,0.0008,0.0606,0.7179,0.4475
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_39_SGNS_historicalVAD.tsv,0.772,0.0,0.5248,0.0007,0.097,0.5623,0.4646
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_3_SGNS_historicalVAD.tsv,0.7524,0.0,0.5017,0.0013,0.0507,0.7623,0.4349
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_40_SGNS_historicalVAD.tsv,0.7338,0.0,0.5159,0.0009,0.0888,0.5959,0.4462
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_41_SGNS_historicalVAD.tsv,0.7548,0.0,0.5539,0.0003,0.0883,0.5983,0.4657
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_42_SGNS_historicalVAD.tsv,0.7557,0.0,0.5255,0.0007,0.0752,0.6534,0.4522
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_43_SGNS_historicalVAD.tsv,0.7586,0.0,0.533,0.0006,0.0634,0.7054,0.4517
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_44_SGNS_historicalVAD.tsv,0.7722,0.0,0.5431,0.0004,0.0834,0.6188,0.4662
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_45_SGNS_historicalVAD.tsv,0.777,0.0,0.5303,0.0006,0.0478,0.7756,0.4517
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_46_SGNS_historicalVAD.tsv,0.7649,0.0,0.5277,0.0007,0.0532,0.7511,0.4486
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_47_SGNS_historicalVAD.tsv,0.7475,0.0,0.5445,0.0004,0.0742,0.6581,0.4554
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_48_SGNS_historicalVAD.tsv,0.7716,0.0,0.5435,0.0004,0.0907,0.5881,0.4686
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_49_SGNS_historicalVAD.tsv,0.7545,0.0,0.5434,0.0004,0.0636,0.7045,0.4538
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_4_SGNS_historicalVAD.tsv,0.769,0.0,0.5346,0.0005,0.0378,0.8219,0.4471
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_50_SGNS_historicalVAD.tsv,0.7582,0.0,0.5391,0.0005,0.0778,0.6424,0.4584
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_5_SGNS_historicalVAD.tsv,0.7784,0.0,0.5291,0.0006,0.0718,0.6682,0.4598
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_6_SGNS_historicalVAD.tsv,0.7717,0.0,0.5232,0.0008,0.0874,0.602,0.4608
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_7_SGNS_historicalVAD.tsv,0.7597,0.0,0.5048,0.0012,0.0613,0.7147,0.4419
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_8_SGNS_historicalVAD.tsv,0.7618,0.0,0.5466,0.0004,0.0589,0.7255,0.4558
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_9_SGNS_historicalVAD.tsv,0.766,0.0,0.534,0.0006,0.0835,0.6182,0.4612
Mean,0.76374,0.0,0.5314,0.0006219999999999999,0.06806,0.686082,0.454404
