,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_10_SGNS_historicalVAD.tsv,0.7856,0.0,0.5185,0.0009,0.0661,0.6936,0.4567
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_11_SGNS_historicalVAD.tsv,0.7608,0.0,0.5358,0.0005,0.0817,0.626,0.4594
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_12_SGNS_historicalVAD.tsv,0.7583,0.0,0.5405,0.0005,0.0661,0.6933,0.455
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_13_SGNS_historicalVAD.tsv,0.7576,0.0,0.5606,0.0003,0.0616,0.7134,0.4599
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_14_SGNS_historicalVAD.tsv,0.7528,0.0,0.5406,0.0005,0.0748,0.6554,0.4561
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_15_SGNS_historicalVAD.tsv,0.7592,0.0,0.5424,0.0004,0.0667,0.6907,0.4561
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_16_SGNS_historicalVAD.tsv,0.7646,0.0,0.5451,0.0004,0.0736,0.6605,0.4611
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_17_SGNS_historicalVAD.tsv,0.7745,0.0,0.5348,0.0005,0.0765,0.6481,0.4619
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_18_SGNS_historicalVAD.tsv,0.7541,0.0,0.5221,0.0008,0.0876,0.601,0.4546
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_19_SGNS_historicalVAD.tsv,0.7648,0.0,0.5338,0.0006,0.096,0.5664,0.4649
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_1_SGNS_historicalVAD.tsv,0.7636,0.0,0.5351,0.0005,0.0484,0.7731,0.449
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_20_SGNS_historicalVAD.tsv,0.7543,0.0,0.5287,0.0006,0.0783,0.6403,0.4538
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_21_SGNS_historicalVAD.tsv,0.781,0.0,0.5423,0.0004,0.05,0.7655,0.4578
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_22_SGNS_historicalVAD.tsv,0.7688,0.0,0.5305,0.0006,0.07,0.6761,0.4564
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_23_SGNS_historicalVAD.tsv,0.7674,0.0,0.5381,0.0005,0.0691,0.6802,0.4582
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_24_SGNS_historicalVAD.tsv,0.7663,0.0,0.5201,0.0008,0.0429,0.7981,0.4431
stable_words\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_25_SGNS_historicalVAD.tsv,0.7646,0.0,0.5187,0.0008,0.0239,0.8867,0.4358
