,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_kNN\Warriner8000\Warriner_8000_10_FastText_historicalVAD.tsv,0.7526,0.0,0.7237,0.0,0.3991,0.0118,0.6251
stable_words\FastText_kNN\Warriner8000\Warriner_8000_11_FastText_historicalVAD.tsv,0.7486,0.0,0.7098,0.0,0.3835,0.0159,0.614
stable_words\FastText_kNN\Warriner8000\Warriner_8000_12_FastText_historicalVAD.tsv,0.7652,0.0,0.727,0.0,0.3828,0.0162,0.625
stable_words\FastText_kNN\Warriner8000\Warriner_8000_13_FastText_historicalVAD.tsv,0.7276,0.0,0.7437,0.0,0.3245,0.0438,0.5986
stable_words\FastText_kNN\Warriner8000\Warriner_8000_14_FastText_historicalVAD.tsv,0.7669,0.0,0.7603,0.0,0.396,0.0126,0.6411
stable_words\FastText_kNN\Warriner8000\Warriner_8000_15_FastText_historicalVAD.tsv,0.7337,0.0,0.7132,0.0,0.3416,0.0333,0.5962
stable_words\FastText_kNN\Warriner8000\Warriner_8000_16_FastText_historicalVAD.tsv,0.7689,0.0,0.7619,0.0,0.368,0.0212,0.6329
stable_words\FastText_kNN\Warriner8000\Warriner_8000_17_FastText_historicalVAD.tsv,0.7768,0.0,0.7324,0.0,0.3759,0.0184,0.6284
stable_words\FastText_kNN\Warriner8000\Warriner_8000_18_FastText_historicalVAD.tsv,0.7583,0.0,0.7553,0.0,0.3512,0.0284,0.6216
stable_words\FastText_kNN\Warriner8000\Warriner_8000_19_FastText_historicalVAD.tsv,0.7721,0.0,0.723,0.0,0.3976,0.0122,0.6309
stable_words\FastText_kNN\Warriner8000\Warriner_8000_1_FastText_historicalVAD.tsv,0.7604,0.0,0.7347,0.0,0.3614,0.0238,0.6188
stable_words\FastText_kNN\Warriner8000\Warriner_8000_20_FastText_historicalVAD.tsv,0.7495,0.0,0.7398,0.0,0.3354,0.0368,0.6082
stable_words\FastText_kNN\Warriner8000\Warriner_8000_21_FastText_historicalVAD.tsv,0.7292,0.0,0.726,0.0,0.3582,0.0252,0.6044
stable_words\FastText_kNN\Warriner8000\Warriner_8000_22_FastText_historicalVAD.tsv,0.7344,0.0,0.7289,0.0,0.3314,0.0393,0.5982
stable_words\FastText_kNN\Warriner8000\Warriner_8000_23_FastText_historicalVAD.tsv,0.7572,0.0,0.7549,0.0,0.3423,0.0329,0.6181
stable_words\FastText_kNN\Warriner8000\Warriner_8000_24_FastText_historicalVAD.tsv,0.7662,0.0,0.7559,0.0,0.3583,0.0251,0.6268
stable_words\FastText_kNN\Warriner8000\Warriner_8000_25_FastText_historicalVAD.tsv,0.7611,0.0,0.7674,0.0,0.3776,0.0178,0.6354
stable_words\FastText_kNN\Warriner8000\Warriner_8000_26_FastText_historicalVAD.tsv,0.7397,0.0,0.7152,0.0,0.3577,0.0254,0.6042
stable_words\FastText_kNN\Warriner8000\Warriner_8000_27_FastText_historicalVAD.tsv,0.7743,0.0,0.7557,0.0,0.3745,0.0188,0.6348
stable_words\FastText_kNN\Warriner8000\Warriner_8000_28_FastText_historicalVAD.tsv,0.7606,0.0,0.7188,0.0,0.3551,0.0265,0.6115
stable_words\FastText_kNN\Warriner8000\Warriner_8000_29_FastText_historicalVAD.tsv,0.7511,0.0,0.7326,0.0,0.382,0.0164,0.6219
stable_words\FastText_kNN\Warriner8000\Warriner_8000_2_FastText_historicalVAD.tsv,0.7561,0.0,0.7316,0.0,0.3653,0.0222,0.6177
stable_words\FastText_kNN\Warriner8000\Warriner_8000_30_FastText_historicalVAD.tsv,0.7757,0.0,0.73,0.0,0.3842,0.0157,0.63
stable_words\FastText_kNN\Warriner8000\Warriner_8000_31_FastText_historicalVAD.tsv,0.7613,0.0,0.7344,0.0,0.3645,0.0225,0.62
stable_words\FastText_kNN\Warriner8000\Warriner_8000_32_FastText_historicalVAD.tsv,0.7648,0.0,0.7222,0.0,0.378,0.0177,0.6217
stable_words\FastText_kNN\Warriner8000\Warriner_8000_33_FastText_historicalVAD.tsv,0.7568,0.0,0.7458,0.0,0.3769,0.018,0.6265
stable_words\FastText_kNN\Warriner8000\Warriner_8000_34_FastText_historicalVAD.tsv,0.7647,0.0,0.7285,0.0,0.378,0.0177,0.6237
stable_words\FastText_kNN\Warriner8000\Warriner_8000_35_FastText_historicalVAD.tsv,0.7718,0.0,0.7412,0.0,0.3757,0.0184,0.6296
stable_words\FastText_kNN\Warriner8000\Warriner_8000_36_FastText_historicalVAD.tsv,0.7599,0.0,0.7296,0.0,0.3711,0.02,0.6202
stable_words\FastText_kNN\Warriner8000\Warriner_8000_37_FastText_historicalVAD.tsv,0.7507,0.0,0.7143,0.0,0.3508,0.0286,0.6053
stable_words\FastText_kNN\Warriner8000\Warriner_8000_38_FastText_historicalVAD.tsv,0.773,0.0,0.7576,0.0,0.3709,0.0201,0.6338
stable_words\FastText_kNN\Warriner8000\Warriner_8000_39_FastText_historicalVAD.tsv,0.7674,0.0,0.7263,0.0,0.3481,0.0299,0.6139
stable_words\FastText_kNN\Warriner8000\Warriner_8000_3_FastText_historicalVAD.tsv,0.7576,0.0,0.7445,0.0,0.382,0.0164,0.628
stable_words\FastText_kNN\Warriner8000\Warriner_8000_40_FastText_historicalVAD.tsv,0.7383,0.0,0.7261,0.0,0.3685,0.021,0.6109
stable_words\FastText_kNN\Warriner8000\Warriner_8000_41_FastText_historicalVAD.tsv,0.754,0.0,0.7569,0.0,0.3634,0.023,0.6248
stable_words\FastText_kNN\Warriner8000\Warriner_8000_42_FastText_historicalVAD.tsv,0.7753,0.0,0.7359,0.0,0.4037,0.0108,0.6383
stable_words\FastText_kNN\Warriner8000\Warriner_8000_43_FastText_historicalVAD.tsv,0.7562,0.0,0.7296,0.0,0.3714,0.0199,0.619
stable_words\FastText_kNN\Warriner8000\Warriner_8000_44_FastText_historicalVAD.tsv,0.7653,0.0,0.7368,0.0,0.3448,0.0316,0.6156
stable_words\FastText_kNN\Warriner8000\Warriner_8000_45_FastText_historicalVAD.tsv,0.7327,0.0,0.7329,0.0,0.3587,0.0249,0.6081
stable_words\FastText_kNN\Warriner8000\Warriner_8000_46_FastText_historicalVAD.tsv,0.7493,0.0,0.7314,0.0,0.3347,0.0373,0.6051
stable_words\FastText_kNN\Warriner8000\Warriner_8000_47_FastText_historicalVAD.tsv,0.7488,0.0,0.7246,0.0,0.3476,0.0301,0.607
stable_words\FastText_kNN\Warriner8000\Warriner_8000_48_FastText_historicalVAD.tsv,0.7399,0.0,0.7238,0.0,0.3333,0.0381,0.599
stable_words\FastText_kNN\Warriner8000\Warriner_8000_49_FastText_historicalVAD.tsv,0.7429,0.0,0.7448,0.0,0.3689,0.0208,0.6188
stable_words\FastText_kNN\Warriner8000\Warriner_8000_4_FastText_historicalVAD.tsv,0.7366,0.0,0.7594,0.0,0.3487,0.0296,0.6149
