,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\FastText_kNN\Warriner4000\Warriner_4000_40_FastText_historicalVAD.tsv,0.6935,0.0,0.6929,0.0,0.2894,0.074,0.5586
stable_words\FastText_kNN\Warriner4000\Warriner_4000_41_FastText_historicalVAD.tsv,0.746,0.0,0.6452,0.0,0.4589,0.0033,0.6167
stable_words\FastText_kNN\Warriner4000\Warriner_4000_42_FastText_historicalVAD.tsv,0.7507,0.0,0.6365,0.0,0.3927,0.0134,0.5933
stable_words\FastText_kNN\Warriner4000\Warriner_4000_43_FastText_historicalVAD.tsv,0.8178,0.0,0.7027,0.0,0.398,0.0121,0.6395
stable_words\FastText_kNN\Warriner4000\Warriner_4000_44_FastText_historicalVAD.tsv,0.7317,0.0,0.6263,0.0,0.3774,0.0179,0.5785
stable_words\FastText_kNN\Warriner4000\Warriner_4000_45_FastText_historicalVAD.tsv,0.7194,0.0,0.6452,0.0,0.3286,0.0411,0.5644
stable_words\FastText_kNN\Warriner4000\Warriner_4000_46_FastText_historicalVAD.tsv,0.7171,0.0,0.6702,0.0,0.3628,0.0232,0.5834
stable_words\FastText_kNN\Warriner4000\Warriner_4000_47_FastText_historicalVAD.tsv,0.7146,0.0,0.6256,0.0,0.3162,0.0499,0.5521
stable_words\FastText_kNN\Warriner4000\Warriner_4000_48_FastText_historicalVAD.tsv,0.723,0.0,0.6955,0.0,0.3654,0.0222,0.5946
stable_words\FastText_kNN\Warriner4000\Warriner_4000_49_FastText_historicalVAD.tsv,0.7311,0.0,0.6886,0.0,0.4195,0.0079,0.6131
stable_words\FastText_kNN\Warriner4000\Warriner_4000_4_FastText_historicalVAD.tsv,0.7476,0.0,0.6332,0.0,0.4205,0.0077,0.6004
stable_words\FastText_kNN\Warriner4000\Warriner_4000_50_FastText_historicalVAD.tsv,0.7336,0.0,0.7397,0.0,0.353,0.0275,0.6088
stable_words\FastText_kNN\Warriner4000\Warriner_4000_5_FastText_historicalVAD.tsv,0.6716,0.0,0.6721,0.0,0.3517,0.0281,0.5651
stable_words\FastText_kNN\Warriner4000\Warriner_4000_6_FastText_historicalVAD.tsv,0.7275,0.0,0.6805,0.0,0.3647,0.0224,0.5909
stable_words\FastText_kNN\Warriner4000\Warriner_4000_7_FastText_historicalVAD.tsv,0.7923,0.0,0.7758,0.0,0.4384,0.0052,0.6688
stable_words\FastText_kNN\Warriner4000\Warriner_4000_8_FastText_historicalVAD.tsv,0.7288,0.0,0.731,0.0,0.4266,0.0068,0.6288
stable_words\FastText_kNN\Warriner4000\Warriner_4000_9_FastText_historicalVAD.tsv,0.6833,0.0,0.7237,0.0,0.2491,0.1263,0.552
Mean,0.745354,0.0,0.6815200000000001,2e-06,0.36409199999999997,0.03241600000000001,0.5969920000000001
