,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_10_SGNS_historicalVAD.tsv,0.7656,0.0,0.5304,0.0006,0.0676,0.687,0.4545
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_11_SGNS_historicalVAD.tsv,0.7639,0.0,0.5336,0.0006,0.0682,0.684,0.4553
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_12_SGNS_historicalVAD.tsv,0.763,0.0,0.5257,0.0007,0.0756,0.652,0.4547
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_13_SGNS_historicalVAD.tsv,0.7673,0.0,0.5355,0.0005,0.0721,0.6669,0.4583
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_14_SGNS_historicalVAD.tsv,0.766,0.0,0.5378,0.0005,0.0745,0.6566,0.4594
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_15_SGNS_historicalVAD.tsv,0.7621,0.0,0.5344,0.0005,0.0778,0.6424,0.4581
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_16_SGNS_historicalVAD.tsv,0.7641,0.0,0.5384,0.0005,0.0741,0.6582,0.4589
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_17_SGNS_historicalVAD.tsv,0.7652,0.0,0.5297,0.0006,0.0719,0.6678,0.4556
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_18_SGNS_historicalVAD.tsv,0.7652,0.0,0.5362,0.0005,0.0622,0.7105,0.4545
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_19_SGNS_historicalVAD.tsv,0.7634,0.0,0.5321,0.0006,0.0776,0.6432,0.4577
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_1_SGNS_historicalVAD.tsv,0.7653,0.0,0.5344,0.0005,0.0673,0.688,0.4557
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_20_SGNS_historicalVAD.tsv,0.7666,0.0,0.5353,0.0005,0.0677,0.6863,0.4566
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_21_SGNS_historicalVAD.tsv,0.7663,0.0,0.5348,0.0005,0.078,0.6414,0.4597
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_22_SGNS_historicalVAD.tsv,0.7648,0.0,0.5368,0.0005,0.0783,0.6403,0.46
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_23_SGNS_historicalVAD.tsv,0.7632,0.0,0.5346,0.0005,0.0816,0.6261,0.4598
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_24_SGNS_historicalVAD.tsv,0.7658,0.0,0.5339,0.0006,0.0646,0.7001,0.4548
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_25_SGNS_historicalVAD.tsv,0.766,0.0,0.5274,0.0007,0.0723,0.6663,0.4553
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_26_SGNS_historicalVAD.tsv,0.7731,0.0,0.5336,0.0006,0.0739,0.6594,0.4602
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_27_SGNS_historicalVAD.tsv,0.7643,0.0,0.5374,0.0005,0.0686,0.6824,0.4567
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_28_SGNS_historicalVAD.tsv,0.7661,0.0,0.5286,0.0006,0.0669,0.6897,0.4539
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_29_SGNS_historicalVAD.tsv,0.7661,0.0,0.5299,0.0006,0.0712,0.6712,0.4557
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_2_SGNS_historicalVAD.tsv,0.7635,0.0,0.5316,0.0006,0.0686,0.6826,0.4545
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_30_SGNS_historicalVAD.tsv,0.7651,0.0,0.5385,0.0005,0.0759,0.6506,0.4598
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_31_SGNS_historicalVAD.tsv,0.7637,0.0,0.5333,0.0006,0.0719,0.6679,0.4563
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_32_SGNS_historicalVAD.tsv,0.7651,0.0,0.5364,0.0005,0.0725,0.6655,0.458
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_33_SGNS_historicalVAD.tsv,0.7667,0.0,0.5321,0.0006,0.0718,0.6682,0.4569
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_34_SGNS_historicalVAD.tsv,0.7681,0.0,0.5368,0.0005,0.0701,0.676,0.4583
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_35_SGNS_historicalVAD.tsv,0.7658,0.0,0.5332,0.0006,0.0728,0.664,0.4573
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_36_SGNS_historicalVAD.tsv,0.7697,0.0,0.5352,0.0005,0.0735,0.6609,0.4595
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_37_SGNS_historicalVAD.tsv,0.7649,0.0,0.5328,0.0006,0.0673,0.6883,0.455
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_38_SGNS_historicalVAD.tsv,0.7662,0.0,0.5297,0.0006,0.0674,0.6876,0.4545
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_39_SGNS_historicalVAD.tsv,0.7655,0.0,0.5297,0.0006,0.0703,0.6747,0.4552
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_3_SGNS_historicalVAD.tsv,0.765,0.0,0.5337,0.0006,0.0662,0.6928,0.455
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_40_SGNS_historicalVAD.tsv,0.7687,0.0,0.535,0.0005,0.0732,0.6621,0.459
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_41_SGNS_historicalVAD.tsv,0.7671,0.0,0.5384,0.0005,0.0681,0.6844,0.4578
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_42_SGNS_historicalVAD.tsv,0.7691,0.0,0.5341,0.0006,0.08,0.6333,0.4611
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_43_SGNS_historicalVAD.tsv,0.7682,0.0,0.5291,0.0006,0.0791,0.637,0.4588
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_44_SGNS_historicalVAD.tsv,0.7657,0.0,0.5351,0.0005,0.0785,0.6394,0.4598
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_45_SGNS_historicalVAD.tsv,0.7673,0.0,0.5323,0.0006,0.0759,0.6505,0.4585
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_46_SGNS_historicalVAD.tsv,0.7663,0.0,0.5267,0.0007,0.0707,0.6731,0.4546
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_47_SGNS_historicalVAD.tsv,0.7651,0.0,0.5303,0.0006,0.0729,0.6635,0.4561
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_48_SGNS_historicalVAD.tsv,0.7699,0.0,0.5355,0.0005,0.0728,0.6642,0.4594
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_49_SGNS_historicalVAD.tsv,0.7692,0.0,0.5348,0.0005,0.069,0.6806,0.4577
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_4_SGNS_historicalVAD.tsv,0.7693,0.0,0.5279,0.0007,0.0757,0.6513,0.4576
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_50_SGNS_historicalVAD.tsv,0.7686,0.0,0.5365,0.0005,0.0751,0.6541,0.4601
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_5_SGNS_historicalVAD.tsv,0.7677,0.0,0.5346,0.0005,0.0765,0.6478,0.4596
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_6_SGNS_historicalVAD.tsv,0.7675,0.0,0.5292,0.0006,0.0703,0.6748,0.4557
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_7_SGNS_historicalVAD.tsv,0.7679,0.0,0.5357,0.0005,0.0761,0.65,0.4599
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_8_SGNS_historicalVAD.tsv,0.7672,0.0,0.5285,0.0006,0.076,0.6502,0.4572
stable_words\SGNS_PaRaSim\NRC_VAD9000\NRC_VAD_9000_9_SGNS_historicalVAD.tsv,0.7675,0.0,0.536,0.0005,0.0723,0.666,0.4586
